exp,item,sent,hasIC,num,isHIGH,tf_score,gpt_score,LSTM_avg_score,LSTM_1_score,LSTM_10_score,LSTM_11_score,LSTM_12_score,LSTM_13_score,LSTM_14_score,LSTM_15_score,LSTM_16_score,LSTM_17_score,LSTM_18_score,LSTM_19_score,LSTM_2_score,LSTM_20_score,LSTM_21_score,LSTM_22_score,LSTM_23_score,LSTM_24_score,LSTM_25_score,LSTM_3_score,LSTM_4_score,LSTM_5_score,LSTM_6_score,LSTM_7_score,LSTM_8_score,LSTM_9_score
story,3,The man noticed the friend of the athletes who was,0,sg,1,0.980064518,0.9386724705,0.1006990546,0.08650904417,0.06484051624,0.06079192476,0.01757116352,0.02509841304,0.06947206407,0.1735087897,0.06537467131,0.08282842268,0.01403325344,0.1658260414,0.215891327,0.1002027706,0.1196800234,0.05792975395,0.1270329393,0.05467994655,0.1791532862,0.223464289,0.2001286786,0.074404174,0.1394620373,0.02570479943,0.0620893041,0.1117987308
story,3,The man noticed the friends of the athlete who was,0,sg,0,0.9609181353,0.1618023319,0.7669216176,0.559369639,0.8411903589,0.9118570296,0.8060545985,0.9544029493,0.8899998914,0.5930265232,0.7004484858,0.7455865027,0.8558428212,0.4354862141,0.8944160484,0.9019284686,0.7936765511,0.7233931064,0.8322024706,0.9547693093,0.7086722558,0.6228626234,0.6085977375,0.92230719,0.7306854021,0.8638890164,0.6175746105,0.7048006355
story,3,The man blamed the athlete of the friends who was,1,sg,1,0.2083326385,0.2290966087,0.1519896888,0.0850946986,0.4451985904,0.04780262335,0.01511434279,0.04091862089,0.08304821061,0.06572073749,0.1049183865,0.2736316634,0.330122497,0.08374364911,0.1434751859,0.1020395468,0.1440986634,0.1368943508,0.3465585883,0.06988192568,0.06491621313,0.1736074382,0.2254895236,0.08806167732,0.18585158,0.0938466814,0.03884068122,0.4108661442
story,3,The man blamed the athletes of the friend who was,1,sg,0,0.990935087,0.9665388818,0.6945055873,0.8355057727,0.7187660914,0.5903711902,0.6449048225,0.7503922541,0.8622913605,0.5410456726,0.4867543434,0.8620070034,0.7919783593,0.3587366787,0.8903012891,0.7444998125,0.5862962251,0.83929771,0.6739226489,0.9228630224,0.6922832107,0.5783209661,0.619688693,0.801666573,0.5973383165,0.6734693678,0.7391627827,0.5607755159
story,3,The man noticed the athlete of the friends who was,0,sg,1,0.1424862749,0.2430167673,0.1754240443,0.07607049717,0.2394472015,0.1063258404,0.008771474506,0.09344658506,0.08691685921,0.05941422151,0.1307294128,0.3138312837,0.2551780842,0.09604524617,0.1572165492,0.08104362519,0.1995694232,0.202314799,0.3763830841,0.1182769859,0.2347936918,0.2838028165,0.2938756454,0.07516734619,0.2652906611,0.2505311895,0.0740843026,0.3070742826
story,3,The man noticed the athletes of the friend who was,0,sg,0,0.9805803583,0.9442990403,0.6213453608,0.620327462,0.6349759248,0.6938911565,0.264940011,0.7317103121,0.7886708105,0.7863770226,0.5407889088,0.7327058024,0.536997749,0.2566097063,0.7418540744,0.793843787,0.5451331514,0.6618624007,0.5401507874,0.9204629128,0.6614330382,0.4702317254,0.5651677183,0.7577307049,0.4362685343,0.7155849397,0.6279094328,0.5080059471
story,4,The man complimented the guest of the brides who was,1,sg,1,0.3299856169,0.5776622505,0.1317529068,0.06869701754,0.2024608454,0.1031103849,0.04127136313,0.05679339834,0.08131753185,0.06918680561,0.07785704898,0.1722735677,0.09034944239,0.03023204887,0.1078025997,0.08006147467,0.1529828259,0.1036161361,0.1515350716,0.09909418758,0.0742202373,0.5320012389,0.1585408516,0.2488994621,0.2857189005,0.0754894929,0.06300452701,0.1673062087
story,4,The man complimented the guests of the bride who was,1,sg,0,0.9122951971,0.3003835744,0.711295739,0.8971844484,0.5220056125,0.8951278358,0.8791151051,0.8198477863,0.8349912762,0.584229841,0.5831686173,0.7605086479,0.777832879,0.4997178942,0.8989567371,0.7183706018,0.490165653,0.7854374555,0.8305677794,0.9430020596,0.7233197631,0.6611232423,0.47006965,0.7226166723,0.4920087218,0.7243029181,0.5774413198,0.6912809578
story,4,The man met the guest of the brides who was,0,sg,1,0.2468784321,0.3516413836,0.1608165589,0.0729509954,0.1898739461,0.1408249184,0.03332041392,0.01836127583,0.2026681657,0.09096655787,0.09300707569,0.24638418,0.08381515234,0.03549559205,0.08526735155,0.1259000375,0.1453955305,0.1321780494,0.2312919035,0.08496998574,0.1826639532,0.6086452134,0.2792908717,0.2525187026,0.1617673377,0.1923876381,0.1432693874,0.1871997366
story,4,The man met the guests of the bride who was,0,sg,0,0.9347271296,0.5143277976,0.7856637259,0.8969402971,0.7457200092,0.9199535982,0.7473462256,0.8998028738,0.8462667215,0.840955298,0.8398593079,0.8379184472,0.8049400786,0.6745794472,0.8438239938,0.7959252937,0.7243032928,0.87411695,0.8277833156,0.9607803974,0.7661891638,0.7956888385,0.6990271261,0.636760853,0.6636533789,0.890909086,0.6802175307,0.4281316227
story,4,The man complimented the bride of the guests who was,1,sg,1,0.9036831033,0.06257908508,0.1464723131,0.107104995,0.1411119451,0.0628116682,0.04748941591,0.06526749904,0.03217045567,0.3261763485,0.1506717031,0.07715578736,0.03206031194,0.08995945446,0.43683742,0.1151470131,0.1434860897,0.1801798975,0.08732722558,0.0466653427,0.1066384859,0.5244904127,0.1823346068,0.144427557,0.2307178167,0.1061283356,0.06208815635,0.1633598832
story,4,The man complimented the brides of the guest who was,1,sg,0,0.8848253669,0.8563904768,0.6380370784,0.3326467056,0.8646584262,0.6384724657,0.6144759219,0.7831434492,0.6939243635,0.856812952,0.7362626099,0.761586823,0.5836150669,0.7866798066,0.7863980231,0.8555958182,0.3571293118,0.5807458555,0.4485352634,0.5168478341,0.3722596786,0.7710081074,0.5221473378,0.6067081439,0.5437273016,0.8854968314,0.4162057404,0.6358431225
story,4,The man met the bride of the guests who was,0,sg,1,0.8764235303,0.05804427108,0.1650697244,0.1114958189,0.1097610131,0.05708052526,0.04390949297,0.02487148519,0.1262574938,0.3634523846,0.1844285611,0.1352794335,0.02705251215,0.1534310716,0.2754718808,0.1489162271,0.1571145144,0.2244845112,0.09061730684,0.07317715189,0.1942553028,0.5694521123,0.2243983718,0.1505612496,0.0347147024,0.4647291765,0.06633643358,0.1154943772
story,4,The man met the brides of the guest who was,0,sg,0,0.6217953352,0.7925593363,0.7149995743,0.2812024538,0.9018919353,0.7674725154,0.5491492199,0.8502854606,0.8479478809,0.9318498664,0.874387855,0.8750523783,0.7559569825,0.7723152453,0.8007539206,0.9091668238,0.5905260759,0.6718064724,0.4940251308,0.4669020493,0.5263848145,0.8544257119,0.8328204445,0.5315165953,0.5201416947,0.9643378303,0.6714654452,0.6332045551
story,5,The man congratulated the teacher of the second graders who was,1,sg,1,0.9743730937,0.8750681588,0.1514716556,0.1133464338,0.1611121127,0.1283196231,0.04746277692,0.01932343536,0.1081720744,0.1526135529,0.08276534399,0.03941188387,0.1628018966,0.04901838591,0.4110530135,0.1782643637,0.2679908225,0.2168548523,0.1291566304,0.0202377961,0.05962575459,0.5856671041,0.2575151414,0.1050846319,0.08217224241,0.09881730836,0.1066599027,0.2033443063
story,5,The man congratulated the teachers of the second grader who was,1,sg,0,1,0.9526278936,0.8585702692,0.9407866752,0.8300167841,0.9056390143,0.9011181524,0.9736004328,0.9348906048,0.6930304381,0.8347291523,0.6913402277,0.9270479691,0.4891743409,0.9237063463,0.8149529957,0.8257096053,0.9446904601,0.9701786595,0.9813609593,0.9163919817,0.8420974132,0.566486023,0.885243344,0.8576858944,0.973258688,0.8992655958,0.9418549721
story,5,The man visited the teacher of the second graders who was,0,sg,1,1,0.8936598031,0.1987921697,0.08428612536,0.1916521707,0.1196250492,0.04756826506,0.03616964585,0.2217066996,0.2794724873,0.1601906714,0.08851726373,0.3860090035,0.0696722457,0.2315914037,0.221095631,0.2586245072,0.2947131836,0.1084078236,0.04650561217,0.1888697118,0.626815396,0.3338684577,0.1375690027,0.09519147376,0.1674467256,0.1447168459,0.4295188409
story,5,The man visited the teachers of the second grader who was,0,sg,0,0.994721239,0.9418612047,0.9130867073,0.9545564215,0.8863471672,0.9486410518,0.9113038221,0.9882718329,0.9722565498,0.9138946908,0.9022599406,0.8466119895,0.9345491469,0.6465481232,0.9433943714,0.9083911505,0.8652333018,0.9516071008,0.9784474497,0.9859645879,0.9478391228,0.8407464451,0.7644817387,0.9408646147,0.917789185,0.9721680535,0.9197916909,0.9852081337
story,5,The man congratulated the second grader of the teachers who was,1,sg,1,0.9568347071,0.2290949049,0.1969098182,0.09912621092,0.1899645728,0.1182389359,0.04235291021,0.02401017763,0.1979286011,0.2006511479,0.2639918645,0.07876047512,0.1049488575,0.2225254962,0.3909226868,0.1700122974,0.3478800368,0.2952941281,0.2307252297,0.1976391791,0.1065370981,0.5039458672,0.1981228852,0.09445282792,0.2424344771,0.2700945614,0.07733604384,0.2548488879
story,5,The man congratulated the second graders of the teacher who was,1,sg,0,1,0.9345116291,0.7925783606,0.8648403003,0.7250637944,0.9330696315,0.7448409833,0.9051362633,0.9056909266,0.4184633212,0.8702430143,0.6952972894,0.7560523659,0.5522782026,0.90703211,0.8920897944,0.6958582895,0.8775937701,0.846646737,0.8598160432,0.6962976706,0.6578764104,0.7314118626,0.6519832502,0.8036752097,0.9256229458,0.954241168,0.9433376596
story,5,The man visited the second grader of the teachers who was,0,sg,1,0.9636264282,0.4670019227,0.2509762663,0.08603825738,0.2597452558,0.0577810823,0.05742642475,0.04581225902,0.3978373313,0.3739627549,0.2795474969,0.1845642499,0.2649647329,0.2440046546,0.255552055,0.1327758827,0.3230571206,0.3388952861,0.2154530243,0.2531130934,0.3518243632,0.5646639527,0.301726208,0.1150861489,0.3618449985,0.2927806562,0.1249694605,0.390979907
story,5,The man visited the second graders of the teacher who was,0,sg,0,1,0.9877165315,0.8512821437,0.8439321526,0.8184946159,0.9333288392,0.7369607841,0.9165327824,0.9477855265,0.6486796328,0.9141103245,0.7534394275,0.8123509832,0.7473326144,0.9247119909,0.9501787321,0.8213171046,0.9059448489,0.9389187803,0.8851044257,0.7702275224,0.6951790178,0.8032268417,0.7833378019,0.8823053196,0.9346746894,0.9445024653,0.9694763701
story,6,The woman criticized the leader of the activists who was,1,sg,1,0.8609780231,0.4705118664,0.1594795026,0.1982026086,0.1994698683,0.0554819346,0.04820893961,0.04565267482,0.06850664072,0.139667273,0.119460834,0.09843966172,0.146708691,0.175091332,0.5166748796,0.1116013017,0.1938205682,0.1858655203,0.06963595276,0.04018268584,0.02637937788,0.4200010585,0.191892789,0.09250231454,0.3084282102,0.04503437949,0.07725605399,0.4128220137
story,6,The woman criticized the leaders of the activist who was,1,sg,0,0.9717480423,0.5909215808,0.6976881719,0.8319376031,0.402041238,0.682444545,0.6687025575,0.7906989067,0.8175842482,0.4124658535,0.5120849341,0.7044244233,0.8200853021,0.4910112839,0.9011027703,0.8474364475,0.5414095392,0.7964572726,0.8560318122,0.8480905977,0.4627010916,0.6257848126,0.6807835568,0.7049950299,0.6306425987,0.7789727325,0.8817955119,0.7525196277
story,6,The woman talked to the leader of the activists who was,0,sg,1,0.9643122997,0.4432787145,0.1855732375,0.2372343599,0.2380291933,0.08204616777,0.03957018854,0.04302928485,0.2178406794,0.2968458268,0.1316229426,0.1073369066,0.1830482775,0.3376159475,0.4476371141,0.2014262464,0.1745869899,0.2053290047,0.07240215551,0.03259959165,0.1178654934,0.3232794325,0.2539974684,0.1311428649,0.1153818241,0.1227359671,0.1005529755,0.4261740353
story,6,The woman talked to the leaders of the activist who was,0,sg,0,0.9635851861,0.7646025668,0.7914158932,0.8993000949,0.760728202,0.854011658,0.738013166,0.8315396796,0.9082473892,0.6045117042,0.6977062645,0.7470474535,0.8796976665,0.7661577015,0.8362259812,0.8998843109,0.7409066421,0.8310909309,0.8243361928,0.8988520831,0.5862075593,0.6176527489,0.7533482235,0.7912115948,0.6759858321,0.8719931216,0.9345640821,0.8361770474
story,6,The woman criticized the activist of the leaders who was,1,sg,1,0.3378898959,0.03501526864,0.1301016707,0.06650738958,0.1735762302,0.1121418355,0.05984268492,0.03078603641,0.02255221862,0.1150461578,0.2600230852,0.1094339098,0.050116538,0.07025352177,0.1780379651,0.1612472049,0.1853523515,0.1142530044,0.10620053,0.02042043455,0.03345046596,0.3688035634,0.1796345218,0.0764209871,0.237864362,0.08642717542,0.04754443704,0.3866051564
story,6,The woman criticized the activists of the leader who was,1,sg,0,0.9430654059,0.9284409864,0.7540027034,0.8959113794,0.5799379379,0.7837879787,0.8648486081,0.8601237027,0.8954906231,0.4808035027,0.6493967864,0.8870665671,0.878822512,0.6727477219,0.9399290344,0.745515927,0.4748887539,0.8046756363,0.8518648744,0.8410373357,0.5445750251,0.660470243,0.6805409464,0.9233813835,0.7773745024,0.5897743309,0.9171024096,0.6499998618
story,6,The woman talked to the activist of the leaders who was,0,sg,1,0.6962001303,0.2217777568,0.1639603674,0.1192373465,0.1809166599,0.1647009823,0.1133832917,0.03826552156,0.09191121803,0.2495467531,0.2519337026,0.1166320593,0.07925350797,0.07308572905,0.1291847413,0.252509697,0.2208392569,0.1224768868,0.1004540883,0.02617521522,0.09094067854,0.3487681451,0.2926627715,0.1193402879,0.07742194505,0.4097075774,0.06463039514,0.3650307274
story,6,The woman talked to the activists of the leader who was,0,sg,0,0.9529475796,0.9627234612,0.8426185069,0.9585990048,0.8369642078,0.862350636,0.8317999252,0.9083817349,0.9478546435,0.777144537,0.8119715364,0.8582290077,0.9119952159,0.8410444165,0.9293982459,0.8237203269,0.7378387649,0.8388653348,0.7623370188,0.9033628638,0.7629377952,0.7102224022,0.741310447,0.9388989313,0.8212354471,0.8396402688,0.9670419966,0.7423179647
story,9,The woman dislikes the little girl of the neighbors who was,1,sg,1,0.6739569834,0.9972337008,0.09403751339,0.06593645629,0.122598106,0.03456911523,0.07341238052,0.03421383897,0.06236842838,0.1023748621,0.09793363089,0.06973699827,0.04995024947,0.04444245849,0.1175101378,0.0725222736,0.1554710434,0.07116982059,0.04323836764,0.05140130695,0.08718281716,0.1877121997,0.0983447635,0.07266871709,0.08018919894,0.3859798969,0.05865016951,0.1113605974
story,9,The woman dislikes the little girls of the neighbor who was,1,sg,0,0.2139495885,0.5713609463,0.7613787526,0.9733468336,0.6028138831,0.8354794412,0.7798568977,0.8727940046,0.9659475263,0.2273303972,0.9033639103,0.7777688774,0.8416713941,0.5473138838,0.8056079071,0.8473577406,0.8709123264,0.837082726,0.6009510714,0.4429047126,0.6539779559,0.7986032013,0.9000772458,0.9258702041,0.7619949573,0.8230587712,0.5938534326,0.8445295146
story,9,The woman watches the little girl of the neighbors who was,0,sg,1,0.6782673396,0.8095235556,0.1133298963,0.06585048727,0.08210603302,0.04331161591,0.06831395664,0.01731636242,0.05264059341,0.1014537234,0.1370354011,0.09538177216,0.05999988557,0.07498741368,0.1134374706,0.04645797032,0.2462497824,0.09439631666,0.056778674,0.05154952917,0.08201008935,0.3652244732,0.08777493195,0.09879032622,0.07367631973,0.5652143069,0.04304921341,0.1102407583
story,9,The woman watches the little girls of the neighbor who was,0,sg,0,0.1445941146,0.7498986807,0.7454989702,0.9135028533,0.4470227157,0.8809899601,0.7114965833,0.7519270827,0.943867254,0.1972612987,0.9204030536,0.7737533347,0.7759494667,0.6310880906,0.853578323,0.7516201366,0.8890271118,0.85812173,0.5716204428,0.357798828,0.5583885222,0.820189236,0.9093783496,0.938808684,0.7952593152,0.9244543777,0.5601270574,0.9018404472
story,9,The woman dislikes the neighbor of the little girls who was,1,sg,1,0.08232289996,0.5695927548,0.06213406897,0.05874595316,0.05768547711,0.1414900853,0.04958486576,0.01312339302,0.1038483285,0.1451915326,0.0566471798,0.08088547874,0.05660029403,0.0364973289,0.0779397255,0.0181176369,0.0489526787,0.04137324455,0.0680302088,0.02538305993,0.03142799762,0.06618372253,0.123075558,0.05251238631,0.1181301254,0.02009795361,0.04351563347,0.01831187612
story,9,The woman dislikes the neighbors of the little girl who was,1,sg,0,0.9412619535,0.9882780487,0.8832824369,0.985791155,0.872641738,0.8578262496,0.978727051,0.9131102636,0.9040298902,0.925722462,0.6715620442,0.9211778308,0.9083055148,0.6569967786,0.9411421023,0.8567028545,0.9038474934,0.7500301884,0.9511149358,0.8908395283,0.8313386881,0.8862375957,0.8454475239,0.9879986624,0.9300894018,0.9399374285,0.856208503,0.9152350396
story,9,The woman watches the neighbor of the little girls who was,0,sg,1,0.1376096239,0.3852828543,0.06715539838,0.04926262047,0.03706248325,0.162400602,0.03745847081,0.007815752033,0.08014523908,0.1390638491,0.07405422065,0.07864932451,0.05267672374,0.05217482532,0.06707106925,0.01299678337,0.0726488102,0.06398144412,0.09171418916,0.01871571118,0.0350175149,0.0916415112,0.1277009194,0.07574152635,0.0912396698,0.09641260187,0.03773710004,0.02550199781
story,9,The woman watches the neighbors of the little girl who was,0,sg,0,0.8351384885,0.977709807,0.8488446994,0.9748188153,0.7231821417,0.858522234,0.9698006617,0.8696384862,0.8690870064,0.8542864306,0.6121744291,0.917410425,0.8747042851,0.6273719452,0.9164785499,0.7493230918,0.9250225992,0.7113919719,0.8126597433,0.873006753,0.7748308444,0.8767283541,0.816219645,0.9886596096,0.9239803028,0.9512664327,0.8207946119,0.9297581154
story,11,The man likes the captain of the old sailors who was,1,sg,1,0.9477333872,0.5461491914,0.08954442181,0.07574972686,0.1530816403,0.03705416602,0.05248891618,0.010142924,0.163942483,0.1305672653,0.1207940034,0.07295595453,0.05294604754,0.07630352105,0.07779579688,0.04140295276,0.2074902863,0.06917875527,0.06947313353,0.02597703965,0.02654281169,0.275156077,0.1136117511,0.09974250414,0.05253668346,0.01599444074,0.06855290679,0.1491287577
story,11,The man likes the captains of the old sailor who was,1,sg,0,0.819307318,0.4194732043,0.7056026859,0.8670984804,0.6760565176,0.7137586575,0.9142014246,0.7776229686,0.9354244892,0.1076366264,0.9439519756,0.7951024125,0.7533583351,0.5670499955,0.6056674851,0.7841930634,0.3948509073,0.6259175995,0.7750968959,0.9306822222,0.6072209432,0.6866668648,0.4516665582,0.8889769392,0.3848495141,0.8627342022,0.848782501,0.7414995679
story,11,The man resembles the captain of the old sailors who was,0,sg,1,0.989700747,0.6336966665,0.1057788447,0.1069561384,0.1324518438,0.05668965489,0.05751405906,0.01517332877,0.177714458,0.1219787362,0.1357806235,0.1052238031,0.07662910351,0.06417887399,0.06603515703,0.0390227249,0.2703048249,0.1453955307,0.1074192617,0.04351701223,0.04417012379,0.3222892398,0.1065960543,0.1345092509,0.05306578844,0.01954816759,0.06457096273,0.1777363961
story,11,The man resembles the captains of the old sailor who was,0,sg,0,0.993591281,0.5769017113,0.6841730761,0.7673958848,0.5483692358,0.6081536513,0.7149395588,0.7716188001,0.9311716128,0.1981429396,0.937942349,0.8242381012,0.8280622572,0.6807970211,0.3607711578,0.7150224187,0.4545565856,0.7507254133,0.6989184615,0.8990250912,0.6668969293,0.7451643154,0.4537227126,0.8989161119,0.3449933858,0.9146802185,0.8360115741,0.5540911142
story,11,The man likes the old sailor of the captains who was,1,sg,1,0.04009582145,0.2403812362,0.1025432669,0.05444804031,0.09611918024,0.06361781357,0.02155073604,0.0257699613,0.1586477686,0.0671053678,0.1723669111,0.05308319101,0.03454614755,0.03499941558,0.05887640328,0.1169076732,0.1627873694,0.07657788202,0.140570649,0.03921387028,0.09139520299,0.2592893163,0.218850624,0.07146024124,0.05619518412,0.1410053116,0.05790511668,0.2902922945
story,11,The man likes the old sailors of the captain who was,1,sg,0,0.9891089798,0.9302742396,0.6820921374,0.8199027852,0.6129931703,0.7410629083,0.521470529,0.8187989099,0.8976615367,0.1226331008,0.7823416936,0.8446684336,0.7326933491,0.3956739396,0.7896532205,0.8419440442,0.6031587619,0.8390270958,0.725622499,0.4956115929,0.5616891576,0.8066078919,0.592884959,0.779689626,0.332759011,0.7436774967,0.8344939184,0.8155838044
story,11,The man resembles the old sailor of the captains who was,0,sg,1,0.2533179543,0.02034762932,0.1251243546,0.06650235437,0.06501940209,0.09960121237,0.03088923076,0.03623867739,0.1517086728,0.1209917064,0.1771529144,0.09038988835,0.06916980527,0.02829069196,0.07672594629,0.1274933823,0.2076457369,0.1399187144,0.1821266004,0.06416544079,0.1385342754,0.2730127483,0.2247140177,0.0942269529,0.09388182097,0.1223622694,0.05984237863,0.3875040254
story,11,The man resembles the old sailors of the captain who was,0,sg,0,1,0.9410188787,0.6593884345,0.7472607841,0.4780437219,0.5254184046,0.4335958058,0.8107814261,0.893046303,0.1652413235,0.8218989752,0.8507820482,0.777399484,0.4562842695,0.6672129662,0.8101922485,0.7245922229,0.8934977402,0.5850554218,0.3512980886,0.6921890498,0.8306773334,0.6095187719,0.8630311244,0.2443858538,0.8313888053,0.769195186,0.6527235033
story,13,The man praised the assistant of the bosses who was,1,sg,1,0.518308031,0.7561679182,0.1497026942,0.1449068341,0.1770411818,0.0463201293,0.04764010793,0.05096846839,0.06303693534,0.2895176917,0.1441581516,0.1341927877,0.07506873521,0.08726565643,0.2760422415,0.1795014175,0.1846545369,0.1131988406,0.1288655188,0.1345474849,0.06789448181,0.5466658597,0.2023447723,0.1272366848,0.1979505359,0.08097071212,0.06111229687,0.181465292
story,13,The man praised the assistant of the boss who was,1,sg,0,1,0.9715215014,0.9575876624,0.9909696818,0.9446103453,0.9684977961,0.9172330985,0.9929562289,0.994078924,0.9524768561,0.9630978044,0.9654606803,0.9519614385,0.9799881126,0.9839833774,0.9404503031,0.9397937563,0.9715086957,0.9536341172,0.9630495907,0.9486062591,0.9443044975,0.8850121094,0.9878826599,0.903929914,0.9361584264,0.9645168816,0.9955300049
story,13,The man videotaped the assistant of the bosses who was,0,sg,1,0.06728316534,0.6845962829,0.1893131318,0.1737308303,0.2569367445,0.04744659003,0.0513407641,0.06112637437,0.1883834565,0.2919501523,0.1460481448,0.3415389265,0.06718073102,0.08875043929,0.2132685397,0.1575147833,0.204711699,0.1525689511,0.1294982003,0.1365066054,0.2081758947,0.616791279,0.2623454989,0.1353549971,0.2535478801,0.2224337868,0.08080075046,0.2448762761
story,13,The man videotaped the assistant of the boss who was,0,sg,0,1,0.9839910295,0.9705366084,0.993001138,0.9551255147,0.9596578873,0.9325068813,0.9959987698,0.9902311819,0.966524193,0.9908875342,0.9808347493,0.9619756992,0.9758858362,0.9831254327,0.9604313472,0.9579860703,0.9899258475,0.9635476848,0.9688957637,0.9795240787,0.9674270739,0.9133686126,0.981469364,0.9659554878,0.9629600774,0.9705187679,0.9956502171
story,13,The man praised the boss of the assistant who was,1,sg,1,1,0.9744720251,0.9389269618,0.9819522481,0.945343863,0.927592566,0.8952028254,0.9682646225,0.984420916,0.921375947,0.9563373978,0.9644623017,0.8992817834,0.9541852591,0.9840482052,0.7985013921,0.9037250463,0.9763091009,0.9606477716,0.9515509798,0.9046428453,0.9720150049,0.8822271134,0.9309411731,0.9286445984,0.911939152,0.9926961934,0.9768657376
