exp,item,sent,hasIC,num,isHIGH,layer,NP,sim
reading,1,The woman scolded the chef of the aristocrats who was,1,sg,1,44,2,0.7506168338
reading,1,The woman scolded the chef of the aristocrats who was,1,sg,1,45,1,0.7350079447
reading,1,The woman scolded the chef of the aristocrats who was,1,sg,1,45,2,0.7884368933
reading,1,The woman scolded the chef of the aristocrats who was,1,sg,1,46,1,0.7837061939
reading,1,The woman scolded the chef of the aristocrats who was,1,sg,1,46,2,0.830848427
reading,1,The woman scolded the chef of the aristocrats who was,1,sg,1,47,1,0.800780555
reading,1,The woman scolded the chef of the aristocrats who was,1,sg,1,47,2,0.8442323294
reading,1,The woman scolded the chef of the aristocrats who was,1,sg,1,48,1,0.4144411887
reading,1,The woman scolded the chef of the aristocrats who was,1,sg,1,48,2,0.5069514483
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,1,1,0.4195475341
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,1,2,0.3905986121
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,2,1,0.5693500282
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,2,2,0.5906893653
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,3,1,0.6444076858
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,3,2,0.681329376
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,4,1,0.6667094792
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,4,2,0.7062544501
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,5,1,0.6742911607
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,5,2,0.6837717046
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,6,1,0.6699325025
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,6,2,0.6810100712
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,7,1,0.669154023
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,7,2,0.6775564149
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,8,1,0.6630668496
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,8,2,0.6769034794
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,9,1,0.6545148864
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,9,2,0.6691984735
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,10,1,0.6516368564
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,10,2,0.6691593541
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,11,1,0.6477806068
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,11,2,0.6655653791
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,12,1,0.6498443967
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,12,2,0.6724951711
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,13,1,0.6575455137
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,13,2,0.6798208545
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,14,1,0.6531936117
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,14,2,0.6829394684
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,15,1,0.6447370393
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,15,2,0.6878405251
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,16,1,0.633581332
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,16,2,0.6883600407
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,17,1,0.631966361
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,17,2,0.6872862716
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,18,1,0.6207982141
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,18,2,0.6874278858
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,19,1,0.6283751391
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,19,2,0.6899034554
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,20,1,0.6352776993
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,20,2,0.7074175516
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,21,1,0.6348836653
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,21,2,0.7113706062
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,22,1,0.6264799268
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,22,2,0.7073636811
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,23,1,0.6243209548
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,23,2,0.7072103166
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,24,1,0.6372245461
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,24,2,0.7157103483
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,25,1,0.6280697301
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,25,2,0.708279579
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,26,1,0.6259845616
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,26,2,0.7002383809
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,27,1,0.6408636532
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,27,2,0.7198478866
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,28,1,0.641248488
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,28,2,0.7194591378
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,29,1,0.651897188
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,29,2,0.7208064282
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,30,1,0.6538562228
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,30,2,0.7260823666
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,31,1,0.6531616653
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,31,2,0.7251456675
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,32,1,0.6480562651
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,32,2,0.7253559124
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,33,1,0.6419293544
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,33,2,0.7219063055
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,34,1,0.6355362468
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,34,2,0.7258784258
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,35,1,0.6362586166
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,35,2,0.7267844544
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,36,1,0.6304337347
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,36,2,0.7203063837
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,37,1,0.6261355717
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,37,2,0.7171288048
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,38,1,0.6260031034
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,38,2,0.7129625054
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,39,1,0.6289762057
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,39,2,0.7154744378
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,40,1,0.6244637812
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,40,2,0.7113285439
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,41,1,0.6389161859
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,41,2,0.7185920639
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,42,1,0.6432526815
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,42,2,0.7202610035
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,43,1,0.654307866
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,43,2,0.7225367298
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,44,1,0.6923954576
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,44,2,0.7289711969
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,45,1,0.7436609931
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,45,2,0.7596615601
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,46,1,0.7915626232
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,46,2,0.789920069
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,47,1,0.8047547623
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,47,2,0.7984189025
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,48,1,0.4317038592
reading,1,The woman scolded the chefs of the aristocrat who was,1,sg,0,48,2,0.3496374776
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,1,1,0.3931543939
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,1,2,0.4060269966
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,2,1,0.5593264512
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,2,2,0.6103306468
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,3,1,0.621720309
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,3,2,0.6900732306
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,4,1,0.6416048047
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,4,2,0.7103154471
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,5,1,0.6450752547
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,5,2,0.697065391
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,6,1,0.6435842443
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,6,2,0.6999416267
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,7,1,0.6444809456
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,7,2,0.6895024828
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,8,1,0.6441202195
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,8,2,0.6900117702
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,9,1,0.6341320467
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,9,2,0.6741020567
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,10,1,0.6269267212
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,10,2,0.6765432233
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,11,1,0.6257116192
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,11,2,0.6789137915
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,12,1,0.6285938176
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,12,2,0.688459189
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,13,1,0.6374028815
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,13,2,0.6918258579
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,14,1,0.640960555
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,14,2,0.697289321
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,15,1,0.6368926329
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,15,2,0.7002066823
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,16,1,0.6352999859
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,16,2,0.7046543007
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,17,1,0.6359488689
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,17,2,0.7093348196
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,18,1,0.6336614831
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,18,2,0.7117646736
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,19,1,0.646930836
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,19,2,0.7197918304
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,20,1,0.6505151755
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,20,2,0.7347528438
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,21,1,0.6528605119
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,21,2,0.7383378573
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,22,1,0.6450459919
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,22,2,0.7427952364
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,23,1,0.645752276
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,23,2,0.7446526441
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,24,1,0.6579911988
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,24,2,0.7561248997
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,25,1,0.651489802
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,25,2,0.7562241681
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,26,1,0.6500610681
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,26,2,0.7505212953
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,27,1,0.6657272522
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,27,2,0.7701700496
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,28,1,0.6617518006
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,28,2,0.7697158009
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,29,1,0.6646434214
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,29,2,0.7611736394
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,30,1,0.6653622627
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,30,2,0.7652921137
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,31,1,0.6622565652
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,31,2,0.7655089871
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,32,1,0.6572437161
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,32,2,0.7597157113
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,33,1,0.6546091529
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,33,2,0.7596096996
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,34,1,0.6472307381
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,34,2,0.7551547136
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,35,1,0.6497246238
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,35,2,0.7523234947
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,36,1,0.6386033163
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,36,2,0.7442145043
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,37,1,0.6321167656
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,37,2,0.7412786559
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,38,1,0.6269561728
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,38,2,0.738511414
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,39,1,0.6276698123
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,39,2,0.7365395011
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,40,1,0.624390842
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,40,2,0.725987352
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,41,1,0.634077749
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,41,2,0.7334667891
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,42,1,0.6378817326
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,42,2,0.7344819613
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,43,1,0.649985789
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,43,2,0.740542691
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,44,1,0.6762319238
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,44,2,0.7643805926
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,45,1,0.7203241258
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,45,2,0.8008356339
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,46,1,0.7728794932
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,46,2,0.8409726598
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,47,1,0.7896240187
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,47,2,0.852618517
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,48,1,0.3663385908
reading,1,The woman scolded the chef of the aristocrats who were,1,pl,0,48,2,0.5255170405
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,1,1,0.4067796291
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,1,2,0.3785939069
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,2,1,0.5569357934
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,2,2,0.5773168783
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,3,1,0.6378468393
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,3,2,0.6699711294
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,4,1,0.6581306683
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,4,2,0.6938430923
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,5,1,0.6661696859
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,5,2,0.6688946579
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,6,1,0.6615485328
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,6,2,0.6677487829
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,7,1,0.6601987438
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,7,2,0.661323529
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,8,1,0.6590660348
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,8,2,0.6635288215
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,9,1,0.643296589
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,9,2,0.6538822499
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,10,1,0.6365162948
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,10,2,0.6531630132
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,11,1,0.6340490775
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,11,2,0.6527339917
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,12,1,0.6378571955
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,12,2,0.6562228295
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,13,1,0.642270431
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,13,2,0.6591530745
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,14,1,0.6464862712
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,14,2,0.6571706023
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,15,1,0.643293207
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,15,2,0.661157268
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,16,1,0.6471328512
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,16,2,0.6646472739
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,17,1,0.6564094685
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,17,2,0.6593432294
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,18,1,0.6596612592
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,18,2,0.6493765034
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,19,1,0.673437194
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,19,2,0.6480159649
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,20,1,0.6808225837
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,20,2,0.6554709139
reading,1,The woman scolded the chefs of the aristocrat who were,1,pl,1,21,1,0.6867925577
