exp,item,sent,hasIC,num,isHIGH,gpt_layer_0_HIGH_SIM,gpt_layer_0_LOW_SIM,gpt_layer_1_HIGH_SIM,gpt_layer_1_LOW_SIM,gpt_layer_2_HIGH_SIM,gpt_layer_2_LOW_SIM,gpt_layer_3_HIGH_SIM,gpt_layer_3_LOW_SIM,gpt_layer_4_HIGH_SIM,gpt_layer_4_LOW_SIM,gpt_layer_5_HIGH_SIM,gpt_layer_5_LOW_SIM,gpt_layer_6_HIGH_SIM,gpt_layer_6_LOW_SIM,gpt_layer_7_HIGH_SIM,gpt_layer_7_LOW_SIM,gpt_layer_8_HIGH_SIM,gpt_layer_8_LOW_SIM,gpt_layer_9_HIGH_SIM,gpt_layer_9_LOW_SIM,gpt_layer_10_HIGH_SIM,gpt_layer_10_LOW_SIM,gpt_layer_11_HIGH_SIM,gpt_layer_11_LOW_SIM,gpt_layer_12_HIGH_SIM,gpt_layer_12_LOW_SIM,gpt_layer_13_HIGH_SIM,gpt_layer_13_LOW_SIM,gpt_layer_14_HIGH_SIM,gpt_layer_14_LOW_SIM,gpt_layer_15_HIGH_SIM,gpt_layer_15_LOW_SIM,gpt_layer_16_HIGH_SIM,gpt_layer_16_LOW_SIM,gpt_layer_17_HIGH_SIM,gpt_layer_17_LOW_SIM,gpt_layer_18_HIGH_SIM,gpt_layer_18_LOW_SIM,gpt_layer_19_HIGH_SIM,gpt_layer_19_LOW_SIM,gpt_layer_20_HIGH_SIM,gpt_layer_20_LOW_SIM,gpt_layer_21_HIGH_SIM,gpt_layer_21_LOW_SIM,gpt_layer_22_HIGH_SIM,gpt_layer_22_LOW_SIM,gpt_layer_23_HIGH_SIM,gpt_layer_23_LOW_SIM,gpt_layer_24_HIGH_SIM,gpt_layer_24_LOW_SIM,gpt_layer_25_HIGH_SIM,gpt_layer_25_LOW_SIM,gpt_layer_26_HIGH_SIM,gpt_layer_26_LOW_SIM,gpt_layer_27_HIGH_SIM,gpt_layer_27_LOW_SIM,gpt_layer_28_HIGH_SIM,gpt_layer_28_LOW_SIM,gpt_layer_29_HIGH_SIM,gpt_layer_29_LOW_SIM,gpt_layer_30_HIGH_SIM,gpt_layer_30_LOW_SIM,gpt_layer_31_HIGH_SIM,gpt_layer_31_LOW_SIM,gpt_layer_32_HIGH_SIM,gpt_layer_32_LOW_SIM,gpt_layer_33_HIGH_SIM,gpt_layer_33_LOW_SIM,gpt_layer_34_HIGH_SIM,gpt_layer_34_LOW_SIM,gpt_layer_35_HIGH_SIM,gpt_layer_35_LOW_SIM,gpt_layer_36_HIGH_SIM,gpt_layer_36_LOW_SIM,gpt_layer_37_HIGH_SIM,gpt_layer_37_LOW_SIM,gpt_layer_38_HIGH_SIM,gpt_layer_38_LOW_SIM,gpt_layer_39_HIGH_SIM,gpt_layer_39_LOW_SIM,gpt_layer_40_HIGH_SIM,gpt_layer_40_LOW_SIM,gpt_layer_41_HIGH_SIM,gpt_layer_41_LOW_SIM,gpt_layer_42_HIGH_SIM,gpt_layer_42_LOW_SIM,gpt_layer_43_HIGH_SIM,gpt_layer_43_LOW_SIM,gpt_layer_44_HIGH_SIM,gpt_layer_44_LOW_SIM,gpt_layer_45_HIGH_SIM,gpt_layer_45_LOW_SIM,gpt_layer_46_HIGH_SIM,gpt_layer_46_LOW_SIM,gpt_layer_47_HIGH_SIM,gpt_layer_47_LOW_SIM
reading,6,The man comforted the leaders of the activist who was,1,sg,0,0.5523846349,0.4993439891,0.6790029761,0.6353818664,0.7209568644,0.6837796986,0.7453911947,0.706065357,0.7440790478,0.7115239502,0.7411008015,0.7085662567,0.7312324575,0.7147597726,0.7117047711,0.7099846032,0.7147499977,0.707017012,0.7230792738,0.7065313824,0.7108456445,0.7068058438,0.6917855649,0.7034375144,0.6991521781,0.7130967724,0.6872645937,0.7120276282,0.6762771863,0.7135575401,0.6669929422,0.7088952456,0.6630880898,0.710241545,0.6537676379,0.7019575551,0.6599889934,0.6983298767,0.659681385,0.7038032703,0.6532748636,0.6999624265,0.6575517584,0.6865819478,0.6494244389,0.6786103697,0.6593397566,0.6843429665,0.6534691932,0.6712011791,0.6490122389,0.658038656,0.6496463581,0.6566899828,0.6456035978,0.6562607732,0.6442799149,0.658669868,0.643119439,0.6601760019,0.6366663634,0.648543113,0.635277356,0.6498870561,0.6267841151,0.6453197201,0.6172909149,0.6410157245,0.6147065589,0.6433040366,0.6034846981,0.6389447566,0.6044423774,0.6400704421,0.600374999,0.6432195883,0.6031962537,0.6421029239,0.6054020946,0.6483712923,0.6244117912,0.6555583452,0.6329391589,0.6549462975,0.649131973,0.6573245107,0.6801571408,0.6681844901,0.7305985678,0.6986376903,0.7885742156,0.7348832947,0.8088268923,0.7294674544,0.3890321647,0.1318360812
reading,6,The man comforted the leader of the activists who were,1,pl,0,0.5111785789,0.5395674235,0.6594094347,0.6493721876,0.699515995,0.6909314249,0.7312842065,0.7149841401,0.7288101942,0.7257290959,0.7228897644,0.7243269631,0.7141261824,0.7265912578,0.7020819831,0.7231821359,0.7009389709,0.727270196,0.7057452672,0.7286193328,0.6942768875,0.7273712552,0.675757754,0.7255349811,0.6858373673,0.7369550972,0.6825561757,0.737816627,0.6774021326,0.7409203125,0.6704916194,0.737494971,0.6597483689,0.7389759498,0.643259942,0.734490887,0.648159639,0.7351364895,0.6508534635,0.7382697494,0.6450880163,0.7437183992,0.6450086929,0.7349854981,0.6383461268,0.731493296,0.6402537991,0.7382653164,0.6303459199,0.7337207128,0.6235536568,0.7304122168,0.6206959674,0.7240359332,0.6190392348,0.7259370282,0.6187800501,0.724442005,0.6146884591,0.71724695,0.6069467948,0.7129062121,0.6038466941,0.7090491833,0.597436384,0.7014952022,0.5892288983,0.6941725794,0.5887051035,0.6910422458,0.5784025857,0.6769131524,0.5827777624,0.6772024754,0.5830836522,0.673999659,0.5897431202,0.6774544277,0.589545521,0.6755603566,0.6082374527,0.6887330817,0.6136313029,0.6955223027,0.6297376733,0.7004401807,0.660075371,0.726402023,0.7169963056,0.7734046384,0.7754513466,0.8139588238,0.7955640433,0.8211473632,0.3658971376,0.4374926086
reading,6,The man comforted the leaders of the activist who were,1,pl,1,0.5523846349,0.4993439891,0.6790029761,0.6353818664,0.7209568644,0.6837796986,0.7453911947,0.706065357,0.7440790478,0.7115239502,0.7411008015,0.7085662567,0.7312324575,0.7147597726,0.7117047711,0.7099846032,0.7147499977,0.707017012,0.7230792738,0.7065313824,0.7108456445,0.7068058438,0.6917855649,0.7034375144,0.6991521781,0.7130967724,0.6872645937,0.7120276282,0.6762771863,0.7135575401,0.6669929422,0.7088952456,0.6630880898,0.710241545,0.6537676379,0.7019575551,0.6599889934,0.6983298767,0.659681385,0.7038032703,0.6532748636,0.6999624265,0.6575517584,0.6865819478,0.6494244389,0.6786103697,0.6593397566,0.6843429665,0.6534691932,0.6712011791,0.6490122389,0.658038656,0.6496463581,0.6566899828,0.6456035978,0.6562607732,0.6442799149,0.658669868,0.643119439,0.6601760019,0.6366663634,0.648543113,0.635277356,0.6498870561,0.6267841151,0.6453197201,0.6172909149,0.6410157245,0.6147065589,0.6433040366,0.6034846981,0.6389447566,0.6044423774,0.6400704421,0.600374999,0.6432195883,0.6031962537,0.6421029239,0.6054020946,0.6483712923,0.6244117912,0.6555583452,0.6329391589,0.6549462975,0.649131973,0.6573245107,0.6801571408,0.6681844901,0.7305985678,0.6986376903,0.7885742156,0.7348832947,0.8088268923,0.7294674544,0.3890321647,0.1318360812
reading,6,The man greeted the leader of the activists who was,0,sg,1,0.5319563249,0.5611566361,0.6669625173,0.6614027714,0.6919037217,0.6840330992,0.7111807335,0.7022010746,0.7183638425,0.7170811459,0.7140016604,0.7162916731,0.7103343316,0.7224353941,0.7002940626,0.714564378,0.6965023312,0.7227369697,0.6992523724,0.7263709764,0.6902576696,0.723729399,0.6739403577,0.724146424,0.679100608,0.7316565984,0.6780215738,0.7349234669,0.6731854349,0.7376546895,0.6679508806,0.7339489299,0.6586186243,0.7352497277,0.6473125988,0.7316982758,0.6518544529,0.7335356449,0.6533445366,0.7407455013,0.6484660069,0.7460232504,0.6463770487,0.7381052029,0.6347983528,0.7341335125,0.6314437738,0.7377464062,0.6224310196,0.7317724529,0.6134890054,0.7254661349,0.6122299677,0.7212292055,0.6081776728,0.7185253346,0.6135432878,0.7137919742,0.6129770817,0.7105046377,0.6020822885,0.7085579869,0.5943585116,0.7074051815,0.5912290066,0.7028381691,0.5809635184,0.6907165932,0.5854084437,0.6909982106,0.5721959349,0.6765984849,0.5697279747,0.672803651,0.5628521089,0.6650666215,0.5608942538,0.6641964259,0.5666812026,0.6620869684,0.5801955411,0.6745538856,0.5802408563,0.6793437535,0.5890295882,0.6803335516,0.6255250409,0.7138606533,0.6847506274,0.7651921786,0.7532915931,0.8120595856,0.7762668925,0.8172314404,0.3473455279,0.4418067988
reading,6,The man greeted the leaders of the activist who was,0,sg,0,0.5634283523,0.5138629515,0.6773118531,0.6395331823,0.7227578474,0.6781515144,0.7356689991,0.6928121353,0.7436910962,0.7032824808,0.7400873107,0.7006987534,0.7311853283,0.7107638322,0.7120010452,0.7054286045,0.7095972905,0.7054738898,0.7117061272,0.7086573661,0.7013404099,0.7099021685,0.6852293343,0.7084993792,0.6914691341,0.7152041892,0.6852109852,0.7160290348,0.6759372916,0.7202064359,0.6695623295,0.717039449,0.6668015555,0.7140556832,0.6607528584,0.7061279932,0.6646376171,0.7002340745,0.6634479347,0.7099010124,0.6572461152,0.7075442324,0.6558296472,0.6965269047,0.648823448,0.6889775924,0.6546222848,0.6924063385,0.652457012,0.6842552646,0.6409379942,0.6697689527,0.6413899614,0.6700449457,0.6350450412,0.6691820253,0.6333633863,0.6696489624,0.6330472195,0.6744911126,0.6223085953,0.6662480446,0.6166028485,0.6725639912,0.6109682585,0.6697274534,0.5965494654,0.6653226826,0.5968298888,0.6723641931,0.5850701157,0.6658003198,0.5835762926,0.6661928663,0.5735222473,0.6680698192,0.5670957994,0.6643298412,0.5709041262,0.6697637238,0.5815887881,0.6768991141,0.5803779897,0.6759374278,0.5897199233,0.6806908695,0.6277818084,0.6898838656,0.6872380621,0.7165495223,0.7622952245,0.7517286347,0.7887076317,0.7439598211,0.3658036515,0.1571654264
reading,6,The man greeted the leader of the activists who were,0,pl,0,0.5319563249,0.5611566361,0.6669625173,0.6614027714,0.6919037217,0.6840330992,0.7111807335,0.7022010746,0.7183638425,0.7170811459,0.7140016604,0.7162916731,0.7103343316,0.7224353941,0.7002940626,0.714564378,0.6965023312,0.7227369697,0.6992523724,0.7263709764,0.6902576696,0.723729399,0.6739403577,0.724146424,0.679100608,0.7316565984,0.6780215738,0.7349234669,0.6731854349,0.7376546895,0.6679508806,0.7339489299,0.6586186243,0.7352497277,0.6473125988,0.7316982758,0.6518544529,0.7335356449,0.6533445366,0.7407455013,0.6484660069,0.7460232504,0.6463770487,0.7381052029,0.6347983528,0.7341335125,0.6314437738,0.7377464062,0.6224310196,0.7317724529,0.6134890054,0.7254661349,0.6122299677,0.7212292055,0.6081776728,0.7185253346,0.6135432878,0.7137919742,0.6129770817,0.7105046377,0.6020822885,0.7085579869,0.5943585116,0.7074051815,0.5912290066,0.7028381691,0.5809635184,0.6907165932,0.5854084437,0.6909982106,0.5721959349,0.6765984849,0.5697279747,0.672803651,0.5628521089,0.6650666215,0.5608942538,0.6641964259,0.5666812026,0.6620869684,0.5801955411,0.6745538856,0.5802408563,0.6793437535,0.5890295882,0.6803335516,0.6255250409,0.7138606533,0.6847506274,0.7651921786,0.7532915931,0.8120595856,0.7762668925,0.8172314404,0.3473455279,0.4418067988
reading,6,The man greeted the leaders of the activist who were,0,pl,1,0.5634283523,0.5138629515,0.6773118531,0.6395331823,0.7227578474,0.6781515144,0.7356689991,0.6928121353,0.7436910962,0.7032824808,0.7400873107,0.7006987534,0.7311853283,0.7107638322,0.7120010452,0.7054286045,0.7095972905,0.7054738898,0.7117061272,0.7086573661,0.7013404099,0.7099021685,0.6852293343,0.7084993792,0.6914691341,0.7152041892,0.6852109852,0.7160290348,0.6759372916,0.7202064359,0.6695623295,0.717039449,0.6668015555,0.7140556832,0.6607528584,0.7061279932,0.6646376171,0.7002340745,0.6634479347,0.7099010124,0.6572461152,0.7075442324,0.6558296472,0.6965269047,0.648823448,0.6889775924,0.6546222848,0.6924063385,0.652457012,0.6842552646,0.6409379942,0.6697689527,0.6413899614,0.6700449457,0.6350450412,0.6691820253,0.6333633863,0.6696489624,0.6330472195,0.6744911126,0.6223085953,0.6662480446,0.6166028485,0.6725639912,0.6109682585,0.6697274534,0.5965494654,0.6653226826,0.5968298888,0.6723641931,0.5850701157,0.6658003198,0.5835762926,0.6661928663,0.5735222473,0.6680698192,0.5670957994,0.6643298412,0.5709041262,0.6697637238,0.5815887881,0.6768991141,0.5803779897,0.6759374278,0.5897199233,0.6806908695,0.6277818084,0.6898838656,0.6872380621,0.7165495223,0.7622952245,0.7517286347,0.7887076317,0.7439598211,0.3658036515,0.1571654264
reading,6,The man comforted the activist of the leaders who was,1,sg,1,0.5019526814,0.5762937823,0.6265552413,0.6923828393,0.687214376,0.733895345,0.7151201765,0.7568600164,0.719080802,0.7486110808,0.7097919939,0.7490480875,0.7123675871,0.7394002789,0.6991369567,0.7260658395,0.7009398135,0.7306206444,0.7027593084,0.7356127069,0.6995944731,0.7298786219,0.6845045873,0.7156917002,0.6905325784,0.7292818325,0.6873863566,0.7209767028,0.679744255,0.7190667867,0.6705611365,0.7144366268,0.6686258181,0.7133945726,0.6566037116,0.7154341016,0.6566311855,0.7233093244,0.659630173,0.7359539369,0.6554353033,0.7440497147,0.6538664203,0.75196804,0.6382595157,0.7484990238,0.6417197491,0.7518439412,0.6284618947,0.7475795187,0.6149968485,0.7373744779,0.6116482833,0.7384326584,0.6104810796,0.7398296225,0.6136811167,0.7360496905,0.6060830442,0.7363785709,0.5971132115,0.7385597125,0.5992217725,0.7386169245,0.5946166395,0.7375007666,0.5892317743,0.7396941754,0.5951106443,0.7443653759,0.5891756909,0.7435530272,0.5940102836,0.7434902688,0.5828579587,0.7478695388,0.588946084,0.7440107704,0.588915078,0.7442775973,0.6071298515,0.7521584638,0.6147603997,0.7560761574,0.6291148471,0.7621376684,0.6508236497,0.7820392001,0.7059945682,0.8116772283,0.7518279167,0.8416087462,0.7603887462,0.8447847123,0.2333783759,0.4573627632
reading,6,The man comforted the activists of the leader who was,1,sg,0,0.5357733768,0.5443457983,0.6428594073,0.6850127961,0.698043824,0.7121764566,0.7249163961,0.7364898542,0.7316136903,0.7252910307,0.7268833039,0.7191010497,0.7245453181,0.7142219019,0.7117344179,0.7073550167,0.7133564988,0.705891772,0.7143742344,0.7063772398,0.7013580311,0.6982898334,0.6865586326,0.6898858964,0.6905123855,0.6962290451,0.6818912882,0.6969961802,0.6697623402,0.7002378378,0.6543089487,0.6960065479,0.6524233455,0.6959036432,0.6373065925,0.7030540064,0.6428286645,0.7120403976,0.6562120474,0.729946552,0.6592094829,0.73534116,0.6557208659,0.7322300452,0.6449039283,0.7186608151,0.650013743,0.7087737672,0.6399960252,0.7093169339,0.63405907,0.6951396496,0.6307941488,0.6972827963,0.6315215254,0.6997010794,0.6367936748,0.7003921093,0.6338667681,0.702793517,0.6295219416,0.6924219312,0.6297877671,0.6935560759,0.628730228,0.6949335535,0.6188754281,0.6963027244,0.6219424423,0.7054736332,0.6137574086,0.703497434,0.6141671996,0.7047686771,0.606729498,0.7031618323,0.6140525662,0.7019607211,0.6158195813,0.7037948252,0.6344068292,0.7135840862,0.6409950836,0.7202234583,0.6583821013,0.7280532976,0.6887437265,0.7463152809,0.752095105,0.774361665,0.8043911414,0.8040736337,0.8193326182,0.8031867294,0.4050858773,0.2990585461
reading,6,The man comforted the activist of the leaders who were,1,pl,0,0.5019526814,0.5762937823,0.6265552413,0.6923828393,0.687214376,0.733895345,0.7151201765,0.7568600164,0.719080802,0.7486110808,0.7097919939,0.7490480875,0.7123675871,0.7394002789,0.6991369567,0.7260658395,0.7009398135,0.7306206444,0.7027593084,0.7356127069,0.6995944731,0.7298786219,0.6845045873,0.7156917002,0.6905325784,0.7292818325,0.6873863566,0.7209767028,0.679744255,0.7190667867,0.6705611365,0.7144366268,0.6686258181,0.7133945726,0.6566037116,0.7154341016,0.6566311855,0.7233093244,0.659630173,0.7359539369,0.6554353033,0.7440497147,0.6538664203,0.75196804,0.6382595157,0.7484990238,0.6417197491,0.7518439412,0.6284618947,0.7475795187,0.6149968485,0.7373744779,0.6116482833,0.7384326584,0.6104810796,0.7398296225,0.6136811167,0.7360496905,0.6060830442,0.7363785709,0.5971132115,0.7385597125,0.5992217725,0.7386169245,0.5946166395,0.7375007666,0.5892317743,0.7396941754,0.5951106443,0.7443653759,0.5891756909,0.7435530272,0.5940102836,0.7434902688,0.5828579587,0.7478695388,0.588946084,0.7440107704,0.588915078,0.7442775973,0.6071298515,0.7521584638,0.6147603997,0.7560761574,0.6291148471,0.7621376684,0.6508236497,0.7820392001,0.7059945682,0.8116772283,0.7518279167,0.8416087462,0.7603887462,0.8447847123,0.2333783759,0.4573627632
reading,6,The man comforted the activists of the leader who were,1,pl,1,0.5357733768,0.5443457983,0.6428594073,0.6850127961,0.698043824,0.7121764566,0.7249163961,0.7364898542,0.7316136903,0.7252910307,0.7268833039,0.7191010497,0.7245453181,0.7142219019,0.7117344179,0.7073550167,0.7133564988,0.705891772,0.7143742344,0.7063772398,0.7013580311,0.6982898334,0.6865586326,0.6898858964,0.6905123855,0.6962290451,0.6818912882,0.6969961802,0.6697623402,0.7002378378,0.6543089487,0.6960065479,0.6524233455,0.6959036432,0.6373065925,0.7030540064,0.6428286645,0.7120403976,0.6562120474,0.729946552,0.6592094829,0.73534116,0.6557208659,0.7322300452,0.6449039283,0.7186608151,0.650013743,0.7087737672,0.6399960252,0.7093169339,0.63405907,0.6951396496,0.6307941488,0.6972827963,0.6315215254,0.6997010794,0.6367936748,0.7003921093,0.6338667681,0.702793517,0.6295219416,0.6924219312,0.6297877671,0.6935560759,0.628730228,0.6949335535,0.6188754281,0.6963027244,0.6219424423,0.7054736332,0.6137574086,0.703497434,0.6141671996,0.7047686771,0.606729498,0.7031618323,0.6140525662,0.7019607211,0.6158195813,0.7037948252,0.6344068292,0.7135840862,0.6409950836,0.7202234583,0.6583821013,0.7280532976,0.6887437265,0.7463152809,0.752095105,0.774361665,0.8043911414,0.8040736337,0.8193326182,0.8031867294,0.4050858773,0.2990585461
reading,6,The man greeted the activist of the leaders who was,0,sg,1,0.5162943216,0.5786352355,0.6237067164,0.6901240553,0.6716145706,0.7367042834,0.6954224334,0.7505496476,0.7061380738,0.7483546362,0.7003033574,0.7486640808,0.7086304035,0.7411184916,0.6966876094,0.7249168667,0.6989683321,0.727298634,0.7013964668,0.7275771459,0.6981870342,0.7216995235,0.6866763304,0.7106101474,0.6882995778,0.7203525755,0.6845678415,0.7146046212,0.6818416866,0.7167678372,0.6742201178,0.7131128142,0.6744252784,0.712035348,0.6654539017,0.7172054504,0.6680807158,0.7268214209,0.6776017122,0.7422308025,0.6748276772,0.7433946516,0.6711392141,0.7456331308,0.6608013402,0.7388124208,0.6635521387,0.7379868727,0.6513147004,0.740422253,0.6394762737,0.7275614657,0.6349396124,0.7294965655,0.6351764992,0.7310364043,0.636310634,0.7308498233,0.629637935,0.7346776839,0.6181169579,0.734472162,0.6154524319,0.7300736378,0.6167653309,0.7332613897,0.6045884572,0.7287723035,0.6123331598,0.7317370562,0.6121177599,0.7248768903,0.6120635784,0.7165320641,0.5983245029,0.7107812271,0.5976780327,0.706095667,0.6026683694,0.7035197053,0.6170844224,0.7096123714,0.6247766582,0.7168760606,0.634475885,0.7219600801,0.6583731664,0.7495855054,0.7120316982,0.7942849237,0.7629086728,0.8376460901,0.7679701617,0.8466834173,0.2664114819,0.4355185089
reading,6,The man greeted the activists of the leader who was,0,sg,0,0.5525052522,0.5597286023,0.6496858372,0.690424185,0.6860273502,0.7126269271,0.7051556441,0.7285280653,0.7175681509,0.7254796835,0.7156860149,0.7206171883,0.7188787182,0.7174106066,0.7066387458,0.7107250996,0.7098051396,0.7071124813,0.7115207678,0.7053697908,0.6996106401,0.6970852773,0.688533296,0.6885327517,0.6898971055,0.6932122339,0.6816260971,0.6950526218,0.67461259,0.6985354558,0.6632565864,0.6948516617,0.6602225288,0.6954513159,0.6462117182,0.7017968032,0.6533424647,0.7105570122,0.6695668461,0.7295402852,0.6696921106,0.7271899071,0.6658037913,0.7210695328,0.6542423502,0.7062940292,0.6570655432,0.6975104725,0.6471769959,0.7018493957,0.6374896129,0.6853000397,0.6319312816,0.6853223244,0.6318254176,0.6875808653,0.6326220498,0.6886783414,0.627263585,0.6897252218,0.6218773153,0.6790157449,0.6187067108,0.676884763,0.6217228208,0.6778235616,0.6051043432,0.6797477603,0.609039318,0.685985932,0.6030948382,0.6822062646,0.599915223,0.6785718163,0.589831605,0.6748563163,0.589981448,0.6744708647,0.5902930821,0.6780041833,0.6068201338,0.6888495583,0.6112002495,0.6944216557,0.6238781074,0.7020147337,0.6574777434,0.7196435662,0.7267937719,0.7495304335,0.7896820688,0.7859457365,0.8070614246,0.7834857847,0.3987904824,0.2579279825
reading,6,The man greeted the activist of the leaders who were,0,pl,0,0.5162943216,0.5786352355,0.6237067164,0.6901240553,0.6716145706,0.7367042834,0.6954224334,0.7505496476,0.7061380738,0.7483546362,0.7003033574,0.7486640808,0.7086304035,0.7411184916,0.6966876094,0.7249168667,0.6989683321,0.727298634,0.7013964668,0.7275771459,0.6981870342,0.7216995235,0.6866763304,0.7106101474,0.6882995778,0.7203525755,0.6845678415,0.7146046212,0.6818416866,0.7167678372,0.6742201178,0.7131128142,0.6744252784,0.712035348,0.6654539017,0.7172054504,0.6680807158,0.7268214209,0.6776017122,0.7422308025,0.6748276772,0.7433946516,0.6711392141,0.7456331308,0.6608013402,0.7388124208,0.6635521387,0.7379868727,0.6513147004,0.740422253,0.6394762737,0.7275614657,0.6349396124,0.7294965655,0.6351764992,0.7310364043,0.636310634,0.7308498233,0.629637935,0.7346776839,0.6181169579,0.734472162,0.6154524319,0.7300736378,0.6167653309,0.7332613897,0.6045884572,0.7287723035,0.6123331598,0.7317370562,0.6121177599,0.7248768903,0.6120635784,0.7165320641,0.5983245029,0.7107812271,0.5976780327,0.706095667,0.6026683694,0.7035197053,0.6170844224,0.7096123714,0.6247766582,0.7168760606,0.634475885,0.7219600801,0.6583731664,0.7495855054,0.7120316982,0.7942849237,0.7629086728,0.8376460901,0.7679701617,0.8466834173,0.2664114819,0.4355185089
reading,6,The man greeted the activists of the leader who were,0,pl,1,0.5525052522,0.5597286023,0.6496858372,0.690424185,0.6860273502,0.7126269271,0.7051556441,0.7285280653,0.7175681509,0.7254796835,0.7156860149,0.7206171883,0.7188787182,0.7174106066,0.7066387458,0.7107250996,0.7098051396,0.7071124813,0.7115207678,0.7053697908,0.6996106401,0.6970852773,0.688533296,0.6885327517,0.6898971055,0.6932122339,0.6816260971,0.6950526218,0.67461259,0.6985354558,0.6632565864,0.6948516617,0.6602225288,0.6954513159,0.6462117182,0.7017968032,0.6533424647,0.7105570122,0.6695668461,0.7295402852,0.6696921106,0.7271899071,0.6658037913,0.7210695328,0.6542423502,0.7062940292,0.6570655432,0.6975104725,0.6471769959,0.7018493957,0.6374896129,0.6853000397,0.6319312816,0.6853223244,0.6318254176,0.6875808653,0.6326220498,0.6886783414,0.627263585,0.6897252218,0.6218773153,0.6790157449,0.6187067108,0.676884763,0.6217228208,0.6778235616,0.6051043432,0.6797477603,0.609039318,0.685985932,0.6030948382,0.6822062646,0.599915223,0.6785718163,0.589831605,0.6748563163,0.589981448,0.6744708647,0.5902930821,0.6780041833,0.6068201338,0.6888495583,0.6112002495,0.6944216557,0.6238781074,0.7020147337,0.6574777434,0.7196435662,0.7267937719,0.7495304335,0.7896820688,0.7859457365,0.8070614246,0.7834857847,0.3987904824,0.2579279825
reading,8,The man valued the daughter of the shopkeepers who was,1,sg,1,0.5246592937,0.4367379453,0.6619017588,0.6192179525,0.6912841563,0.6817902277,0.7040030516,0.7063746398,0.6925108131,0.7121017496,0.6823923168,0.7025557116,0.6665144565,0.691542176,0.6582954609,0.6808254357,0.6561274623,0.67445707,0.6538326182,0.6831040917,0.6523608789,0.6899167321,0.6482323952,0.7046515258,0.6447560806,0.7140647149,0.6501799371,0.712131506,0.6378672547,0.7185860705,0.6328419032,0.7283572062,0.6282577938,0.7329086351,0.6223830871,0.7311238914,0.6203818263,0.7360580466,0.6166776761,0.7373210101,0.6120018907,0.7419265717,0.6101368902,0.7403772884,0.6025970211,0.7294189155,0.5991578349,0.72601136,0.5873595245,0.7137488229,0.5826700472,0.6934874279,0.5908009267,0.6874151644,0.5944149019,0.6817842371,0.5890785948,0.6655888158,0.588679272,0.6617336749,0.5756165596,0.6521607252,0.5656932505,0.636385658,0.5544369493,0.6339883187,0.5440862477,0.627262168,0.5505477827,0.6329917102,0.5406565117,0.624959897,0.5438881854,0.6219309943,0.5351510397,0.6091123594,0.527700113,0.6003951378,0.5348950832,0.5994630236,0.545363292,0.6084928163,0.5499691094,0.6131250387,0.5538637046,0.6154726131,0.5780609536,0.632931436,0.6329430386,0.6870805289,0.7112640269,0.7559520236,0.7518760998,0.7881618474,0.3096027082,0.3932764405
reading,8,The man valued the daughters of the shopkeeper who was,1,sg,0,0.5044525316,0.4373335946,0.6368545561,0.6164815818,0.6751854865,0.6761968463,0.6863131248,0.6896415403,0.6785321206,0.6906186608,0.670027658,0.6749716272,0.6510345425,0.6636823024,0.645420305,0.6461941484,0.6468205167,0.6439487065,0.6470418313,0.6514744986,0.6429884919,0.664751939,0.6373738002,0.6812019319,0.6429512202,0.693731641,0.6445982755,0.6983829345,0.6242218537,0.7165929698,0.6178009728,0.726474579,0.6189246469,0.7316767949,0.6076288951,0.7376067828,0.6034627761,0.7447693088,0.6042125045,0.7438971017,0.6007408391,0.750370325,0.6023229743,0.7467596182,0.5935621166,0.7417241169,0.5943561123,0.7369425792,0.5913368576,0.7260570901,0.585030626,0.7092580929,0.5934492758,0.7027977119,0.5989898244,0.689129161,0.5956941845,0.6720138147,0.600828879,0.66041821,0.5931180725,0.6433569355,0.586534513,0.6188346165,0.5793105606,0.6084986289,0.572947501,0.5895236913,0.5824930312,0.5923215851,0.5783455135,0.5828484363,0.5781700514,0.576552221,0.5755230403,0.560899638,0.5645746783,0.5483012472,0.5742383626,0.5480424435,0.5896197006,0.557676254,0.5933840627,0.5634759915,0.6012429641,0.5807335492,0.6251557792,0.6049866666,0.6702970173,0.6679245379,0.7404435896,0.7498512473,0.7663107559,0.7916577505,0.3258855054,0.3976887429
