exp,item,sent,hasIC,num,isHIGH,gpt_layer_0_HIGH_SIM,gpt_layer_0_LOW_SIM,gpt_layer_1_HIGH_SIM,gpt_layer_1_LOW_SIM,gpt_layer_2_HIGH_SIM,gpt_layer_2_LOW_SIM,gpt_layer_3_HIGH_SIM,gpt_layer_3_LOW_SIM,gpt_layer_4_HIGH_SIM,gpt_layer_4_LOW_SIM,gpt_layer_5_HIGH_SIM,gpt_layer_5_LOW_SIM,gpt_layer_6_HIGH_SIM,gpt_layer_6_LOW_SIM,gpt_layer_7_HIGH_SIM,gpt_layer_7_LOW_SIM,gpt_layer_8_HIGH_SIM,gpt_layer_8_LOW_SIM,gpt_layer_9_HIGH_SIM,gpt_layer_9_LOW_SIM,gpt_layer_10_HIGH_SIM,gpt_layer_10_LOW_SIM,gpt_layer_11_HIGH_SIM,gpt_layer_11_LOW_SIM,gpt_layer_12_HIGH_SIM,gpt_layer_12_LOW_SIM,gpt_layer_13_HIGH_SIM,gpt_layer_13_LOW_SIM,gpt_layer_14_HIGH_SIM,gpt_layer_14_LOW_SIM,gpt_layer_15_HIGH_SIM,gpt_layer_15_LOW_SIM,gpt_layer_16_HIGH_SIM,gpt_layer_16_LOW_SIM,gpt_layer_17_HIGH_SIM,gpt_layer_17_LOW_SIM,gpt_layer_18_HIGH_SIM,gpt_layer_18_LOW_SIM,gpt_layer_19_HIGH_SIM,gpt_layer_19_LOW_SIM,gpt_layer_20_HIGH_SIM,gpt_layer_20_LOW_SIM,gpt_layer_21_HIGH_SIM,gpt_layer_21_LOW_SIM,gpt_layer_22_HIGH_SIM,gpt_layer_22_LOW_SIM,gpt_layer_23_HIGH_SIM,gpt_layer_23_LOW_SIM,gpt_layer_24_HIGH_SIM,gpt_layer_24_LOW_SIM,gpt_layer_25_HIGH_SIM,gpt_layer_25_LOW_SIM,gpt_layer_26_HIGH_SIM,gpt_layer_26_LOW_SIM,gpt_layer_27_HIGH_SIM,gpt_layer_27_LOW_SIM,gpt_layer_28_HIGH_SIM,gpt_layer_28_LOW_SIM,gpt_layer_29_HIGH_SIM,gpt_layer_29_LOW_SIM,gpt_layer_30_HIGH_SIM,gpt_layer_30_LOW_SIM,gpt_layer_31_HIGH_SIM,gpt_layer_31_LOW_SIM,gpt_layer_32_HIGH_SIM,gpt_layer_32_LOW_SIM,gpt_layer_33_HIGH_SIM,gpt_layer_33_LOW_SIM,gpt_layer_34_HIGH_SIM,gpt_layer_34_LOW_SIM,gpt_layer_35_HIGH_SIM,gpt_layer_35_LOW_SIM,gpt_layer_36_HIGH_SIM,gpt_layer_36_LOW_SIM,gpt_layer_37_HIGH_SIM,gpt_layer_37_LOW_SIM,gpt_layer_38_HIGH_SIM,gpt_layer_38_LOW_SIM,gpt_layer_39_HIGH_SIM,gpt_layer_39_LOW_SIM,gpt_layer_40_HIGH_SIM,gpt_layer_40_LOW_SIM,gpt_layer_41_HIGH_SIM,gpt_layer_41_LOW_SIM,gpt_layer_42_HIGH_SIM,gpt_layer_42_LOW_SIM,gpt_layer_43_HIGH_SIM,gpt_layer_43_LOW_SIM,gpt_layer_44_HIGH_SIM,gpt_layer_44_LOW_SIM,gpt_layer_45_HIGH_SIM,gpt_layer_45_LOW_SIM,gpt_layer_46_HIGH_SIM,gpt_layer_46_LOW_SIM,gpt_layer_47_HIGH_SIM,gpt_layer_47_LOW_SIM
reading,6,The man comforted the leader of the activists who were,1,pl,0,0.4844024049,0.5326104998,0.6425033762,0.6217271795,0.687032822,0.6815694067,0.7228570299,0.7117768139,0.7198779096,0.7253877841,0.7064955455,0.7169958983,0.6974826706,0.7109994192,0.6787199154,0.7064529341,0.6634663842,0.7078568705,0.6650806955,0.7070675027,0.6554977917,0.7109963614,0.6416789516,0.713659882,0.6515391326,0.714733935,0.6527135882,0.7156071806,0.6413339915,0.7162630788,0.6370372893,0.7122303083,0.6302100028,0.7199656938,0.6206460158,0.7233735314,0.6298267503,0.7296140446,0.6329359816,0.7331730251,0.6281759757,0.7408666525,0.6263520837,0.7419523461,0.6302806043,0.7409038658,0.6395729017,0.7516389607,0.6335007286,0.7490665442,0.6248187441,0.7453485298,0.6319692621,0.7403889979,0.6349214752,0.7469867693,0.6415638528,0.7474058536,0.6411043305,0.7423156417,0.6349904926,0.7444512664,0.62934424,0.7414283227,0.6258577873,0.7343214209,0.627119164,0.7321425927,0.6289840767,0.7326215436,0.6245160872,0.726553867,0.6258297464,0.7299541788,0.6227187216,0.7287175835,0.6319994982,0.7380783007,0.6322728536,0.7352813994,0.651757425,0.7519401554,0.6539124031,0.7587390341,0.678240749,0.7723196689,0.7070969569,0.7963405519,0.7489304451,0.8286959973,0.7924710311,0.8548843717,0.8092145246,0.8609306195,0.4126556894,0.5656461003
reading,6,The man comforted the leaders of the activist who were,1,pl,1,0.5344691528,0.492073086,0.6667072816,0.6129748565,0.7155423245,0.6754356353,0.7440501313,0.7031632458,0.741892116,0.7100099001,0.729714828,0.6989807107,0.7197115995,0.6970712548,0.6979872198,0.687768182,0.6886492242,0.687745904,0.6891374377,0.6808324297,0.6834659276,0.6845519191,0.6687728192,0.6852801601,0.6749354266,0.6794002277,0.6783762611,0.6780691413,0.6730926776,0.6708203032,0.6742311854,0.6688489563,0.6668382678,0.6721323381,0.6705334063,0.6659641985,0.6855769549,0.670281124,0.6925318312,0.6636078765,0.6944303387,0.666852006,0.6948336784,0.6622411963,0.6968170218,0.6496848764,0.7092761447,0.6581652098,0.7084566046,0.6526706937,0.6991017464,0.6429261097,0.7090079825,0.6450901069,0.7094894997,0.6520126963,0.7099917044,0.6545234567,0.7108354245,0.6567457405,0.7116274268,0.6546843532,0.706093668,0.6513542234,0.700350851,0.6481204428,0.6998491949,0.6495358036,0.7011541393,0.6594056455,0.6959654094,0.6577337932,0.6978978801,0.6575099718,0.6931464307,0.6610614381,0.6990590601,0.6650004271,0.7001848398,0.6702268956,0.7206697718,0.6739960059,0.7261279428,0.6708738061,0.7441285445,0.6818537038,0.7724905304,0.6917542125,0.8057752838,0.7211448304,0.8402632442,0.7519412321,0.849727388,0.7460752684,0.5400263588,0.1232437025
reading,6,The man greeted the leader of the activists who was,0,sg,1,0.5260376271,0.548157172,0.6723642809,0.6476733159,0.6944091495,0.6831936049,0.7148509222,0.7046753178,0.7201839852,0.7216303493,0.7067978381,0.7135522004,0.6994965153,0.7116451671,0.6852827753,0.7067162434,0.6726068834,0.7106089969,0.6737198627,0.7098364363,0.6590184453,0.7036023118,0.6417456872,0.697468234,0.6496667517,0.6983611757,0.6517473467,0.694828104,0.6396546748,0.6822576268,0.624570085,0.6665159296,0.6152686099,0.6648342113,0.6109579308,0.6586900666,0.6288791105,0.6610334518,0.6365352522,0.6681365745,0.638324572,0.6705116974,0.6434456729,0.6739303356,0.6425335201,0.6706173675,0.645637741,0.6835842026,0.6411265464,0.6778085083,0.637743709,0.6786420642,0.6450514872,0.6830262903,0.6477228022,0.690436115,0.655864394,0.6956499903,0.6565904472,0.697993802,0.6528179982,0.7022362678,0.6550969837,0.7079461535,0.6578264258,0.7087721495,0.6561346335,0.7035669594,0.6610854358,0.706177859,0.6616151602,0.7074660719,0.6615505542,0.7092478479,0.6523663587,0.7041760228,0.6544527562,0.7167816811,0.6603167102,0.7195173389,0.676899988,0.7362571799,0.6823980558,0.7464821693,0.6941260637,0.7593579012,0.7284283946,0.7914164322,0.7730694048,0.8324522037,0.818217334,0.8643937345,0.8318754084,0.8688808528,0.4680711999,0.5716107718
reading,6,The man greeted the leaders of the activist who was,0,sg,0,0.5590387068,0.5142797442,0.684020705,0.6358856668,0.73021076,0.6809933427,0.7447037494,0.699115539,0.7518671549,0.7105766579,0.7370788989,0.7003638746,0.7261101729,0.7023899685,0.7059335376,0.6981570153,0.6953843054,0.7003426248,0.6934176271,0.6966549313,0.6845754865,0.6963708904,0.6678168415,0.6967516419,0.6701998417,0.6926689381,0.6671455998,0.695933085,0.6501921744,0.6916479014,0.6315649135,0.6807414301,0.6231556613,0.6758368722,0.620566931,0.6714254221,0.6180870677,0.6652405956,0.6181312258,0.6723995561,0.6117038003,0.6725547667,0.6179185185,0.6705548329,0.6106278347,0.6610222196,0.6263052711,0.6708004159,0.6183349793,0.662741574,0.6076894804,0.653899491,0.6232772608,0.6628059652,0.6275133412,0.672352424,0.6325631446,0.6734691905,0.6324021608,0.6763116051,0.6294493508,0.6707937717,0.6291035403,0.6722734888,0.6250044075,0.6712100627,0.6185653332,0.6724697516,0.6222369904,0.6805532381,0.6189239875,0.6773109011,0.6210859178,0.6753541496,0.6121310024,0.6755595024,0.6120273979,0.6762964094,0.6190175337,0.6760553834,0.6395671042,0.6783630452,0.6428043381,0.6768379264,0.6545818666,0.6885867958,0.6948405981,0.6968278311,0.7450032061,0.7241222725,0.7999660103,0.7559614976,0.819162894,0.7534341165,0.4774583018,0.1171263979
reading,6,The man greeted the leader of the activists who were,0,pl,0,0.5073509778,0.5503345182,0.6566100083,0.6393003303,0.6830053685,0.6764750752,0.7063119754,0.7014668299,0.7114194668,0.7194359175,0.6981398622,0.711684468,0.6936439196,0.7094218221,0.6766169977,0.70285232,0.6604520717,0.7033599759,0.6592696008,0.7025882313,0.646942019,0.7023581395,0.6319357298,0.7011503371,0.6381884726,0.702331732,0.6377627051,0.7030315572,0.6238132002,0.7036490477,0.6177507495,0.6984470851,0.6129257912,0.7048857986,0.604651319,0.7069168246,0.6133327732,0.7133419366,0.6170799228,0.7189715064,0.6135521351,0.72879835,0.6147101475,0.7320852331,0.6164820289,0.732553675,0.6214382932,0.7418514174,0.6137957242,0.7389320234,0.6048089728,0.7341888583,0.6125108625,0.7345107157,0.6140364724,0.7379166747,0.6227837805,0.7363133256,0.6220528807,0.737158017,0.613263835,0.7379880869,0.6108044774,0.7391604075,0.6117122165,0.735892077,0.6090752482,0.7272979566,0.6155680839,0.7275738939,0.6128756256,0.7235289029,0.6144083301,0.7249271652,0.6077226533,0.7179526842,0.6113436512,0.7270838478,0.6190710824,0.727357994,0.6375881374,0.7446716318,0.6397988151,0.7521384223,0.6548645158,0.7651588603,0.6903402594,0.7933434158,0.7374594541,0.8305940186,0.7900832524,0.8629588875,0.808250395,0.8684923356,0.4123902651,0.5828435756
reading,6,The man greeted the leaders of the activist who were,0,pl,1,0.551589696,0.5017271219,0.6737225182,0.6201664112,0.7220963689,0.6706960878,0.73971724,0.6917581216,0.7456183306,0.7035548241,0.7319868209,0.6923219737,0.7227038461,0.6939928906,0.7004035117,0.6846408944,0.6850893266,0.6838609168,0.6820994972,0.676333799,0.6769210012,0.6786633055,0.6656423193,0.6784497027,0.670288509,0.6743710117,0.6778611482,0.6726961215,0.670175437,0.6660611331,0.6679145486,0.6616346404,0.6634115343,0.6601276135,0.6669230749,0.6497779372,0.6810257339,0.6548926947,0.6842348751,0.6508588374,0.6876420922,0.6556873587,0.6891993627,0.6540838136,0.6914283744,0.6448104466,0.6982694502,0.649845275,0.6961589121,0.6473645042,0.6842588216,0.6400323937,0.692704717,0.6495354933,0.6913572017,0.6549025901,0.6892979535,0.6551572411,0.6907171065,0.6607419292,0.6861321001,0.65778093,0.6835794142,0.6574009624,0.6807032756,0.654267678,0.673867065,0.6561587283,0.6785478601,0.6654803223,0.6733072616,0.6633626235,0.6741281625,0.6600736042,0.6646586671,0.6598475698,0.6638664727,0.6604250255,0.6673686576,0.663805626,0.6858065909,0.6668477719,0.6875503652,0.6640840954,0.698748666,0.6812694249,0.7351166611,0.6909893936,0.7788663107,0.7182277044,0.8265935889,0.7534267133,0.8418478752,0.7519348195,0.5481660241,0.1304258987
reading,6,The man comforted the activist of the leaders who was,1,sg,1,0.5077056427,0.5679074844,0.617308712,0.6908859863,0.6840150742,0.7386866604,0.7170871798,0.7617447698,0.725040492,0.7547036004,0.7100664842,0.7437278812,0.7089665441,0.7299405349,0.697938688,0.7154806815,0.6986643752,0.7127376637,0.6984370529,0.7132264878,0.6956962073,0.7003660297,0.690067324,0.6853454515,0.6858266177,0.6899750119,0.6870387919,0.6755901872,0.6752829551,0.6621627314,0.6577455735,0.6379942089,0.6503222211,0.6330752341,0.6413255228,0.6303688645,0.6502754588,0.6410934106,0.6587213621,0.656160519,0.6633423771,0.6664807228,0.6676160214,0.6755081694,0.6649861475,0.6688557986,0.6794367687,0.6878348575,0.6723384636,0.6865338358,0.6672233333,0.6814694676,0.6682018358,0.6901759979,0.6735536503,0.6977911362,0.6759589739,0.7047278746,0.6686284597,0.7087078293,0.6655259393,0.7140269859,0.6693861624,0.7102838699,0.6637383156,0.7109133827,0.667142445,0.7160968712,0.6718186266,0.7172886815,0.6683927989,0.7159142154,0.6677430917,0.7125142353,0.6617025403,0.7147667964,0.671224216,0.715401137,0.6692766604,0.7134961603,0.6862667345,0.723240338,0.6925101158,0.7320145038,0.7094327334,0.743820129,0.7334456529,0.7708211386,0.7773518285,0.8024929431,0.8111424481,0.8362479135,0.8196464897,0.8447672801,0.3956654179,0.4252986902
reading,6,The man comforted the activists of the leader who was,1,sg,0,0.5323847935,0.5409647179,0.6247771168,0.6866169194,0.6935642013,0.7163539651,0.7274591451,0.7409059461,0.7381460169,0.7301615075,0.7267819597,0.7131421924,0.720469107,0.7031405219,0.7106672769,0.6923760198,0.7136747845,0.6894854733,0.7160951694,0.6894018779,0.7158673248,0.6784572146,0.7109260497,0.6749009287,0.7094439895,0.6795686248,0.7033451389,0.6771397733,0.68692329,0.6762588874,0.6678291105,0.6666378716,0.6581820924,0.6558805228,0.6472093883,0.6586467491,0.6467837332,0.6693076099,0.6553822014,0.6805170904,0.6568547233,0.6855327866,0.6557979926,0.6806200515,0.6551638485,0.6699778722,0.6651237185,0.6736122854,0.6482339064,0.6719247458,0.6486767303,0.6617902538,0.6524787829,0.6693906553,0.6589920866,0.6762577525,0.6613153794,0.6779478033,0.6566047269,0.6812972124,0.6539206432,0.6763952668,0.6531344244,0.6775877515,0.6473252127,0.6772495021,0.6461936657,0.6863335185,0.6488500975,0.6925753735,0.6471881887,0.6922948775,0.6494627943,0.6910708913,0.644896963,0.692624853,0.6569047878,0.6994720126,0.6593955193,0.6994869135,0.6809597553,0.7101400683,0.6872482501,0.7183576489,0.7023245409,0.7282749518,0.7363050267,0.750329833,0.7891710884,0.7784141003,0.8285770033,0.803269017,0.8405083675,0.8060892497,0.5049108677,0.2897434501
reading,6,The man comforted the activist of the leaders who were,1,pl,0,0.4967231128,0.5568462988,0.6019989386,0.6804568715,0.6760436492,0.7288909256,0.7124000411,0.7542251283,0.7195737299,0.7452877919,0.7032695619,0.7350572872,0.7020398712,0.7238517708,0.6877967406,0.7102362632,0.6871752818,0.7063117729,0.6849479455,0.7059804753,0.689350388,0.7028549511,0.683397078,0.6932810748,0.6801382499,0.7001954597,0.6825580888,0.6994035473,0.6725729228,0.6944218697,0.6653951183,0.6860866883,0.6625851205,0.6829660527,0.6559990099,0.6878950181,0.6580936814,0.7014059227,0.6570563627,0.7090516899,0.6559152466,0.7135961781,0.6586500139,0.7170244,0.6514935642,0.7146712663,0.6595353942,0.7302070454,0.6474337674,0.7265447982,0.6393491177,0.7211449849,0.6410485151,0.7268482051,0.6437212871,0.7323831463,0.6446860565,0.7314226066,0.6412378875,0.7352716255,0.6349410543,0.7405640699,0.6325193699,0.7367852784,0.6258895792,0.7349704404,0.6308568399,0.744131884,0.6371835932,0.7465230657,0.6341780404,0.7443574773,0.6369267763,0.7401901283,0.6309824861,0.7394611195,0.6406703579,0.7386023649,0.6418637745,0.7381298425,0.659310932,0.7483964946,0.6664392634,0.7565161918,0.6859506438,0.767537551,0.7112146054,0.7922703237,0.7577302514,0.8196641926,0.793615918,0.8476948477,0.8024828648,0.8534850855,0.3409663438,0.461687579
reading,6,The man comforted the activists of the leader who were,1,pl,1,0.5337142377,0.5156291828,0.6153096704,0.6698109113,0.6874087581,0.7017946043,0.7242212581,0.7287264444,0.7349644648,0.7156741236,0.7214727513,0.6977235313,0.7146323494,0.6898632291,0.7036741783,0.6756740054,0.7008834196,0.6704149918,0.7009656489,0.6688182972,0.7000980693,0.6580388102,0.6950471739,0.6535648852,0.6933132376,0.6540891431,0.6916799,0.6471487256,0.685993461,0.6351534345,0.6783977686,0.6282430078,0.6840340983,0.6228195057,0.681486583,0.6147933506,0.6949146787,0.6215010263,0.7017140908,0.6323330909,0.7130665182,0.6382590516,0.7182257019,0.6317854466,0.7249608421,0.614640573,0.735231389,0.6178316546,0.731267835,0.6229926341,0.7292607397,0.6102792724,0.7261797395,0.615420805,0.7305108625,0.62507941,0.7300276547,0.632530945,0.7273210584,0.6398474139,0.7248194287,0.6369579513,0.7229890932,0.6372158671,0.7142759656,0.6414048373,0.7086510638,0.6487682688,0.709693828,0.6549449274,0.7040675512,0.6550176935,0.7061384552,0.6576903298,0.7008705929,0.6641828205,0.7084851956,0.6697169043,0.7089409423,0.6717911185,0.7253706493,0.6831210152,0.7331733147,0.6917670687,0.7490074861,0.7072087387,0.7748781,0.7275320245,0.8157692624,0.7574126892,0.8507694262,0.7895530379,0.8608761705,0.7933394602,0.5738692476,0.2605916472
reading,6,The man greeted the activist of the leaders who was,0,sg,1,0.5140881518,0.574727685,0.6168628198,0.696781519,0.6693827688,0.7464752571,0.6986577696,0.7586715017,0.7129647856,0.7553701078,0.6995220184,0.7426099004,0.7044466748,0.7309967725,0.6961105465,0.7140042108,0.6976852852,0.7101302145,0.6965486578,0.7088660926,0.6928165282,0.6956791666,0.6863660376,0.6799052935,0.6837853363,0.6837908858,0.6849571228,0.6749467626,0.6736229343,0.6614363621,0.654343972,0.6408634055,0.6491130324,0.6347469995,0.6428500199,0.6342884402,0.6542785793,0.6389212774,0.6653465244,0.6518158807,0.6713298383,0.6533423822,0.6802719602,0.6615330705,0.6818537737,0.6490734144,0.693715185,0.663558799,0.6877571447,0.6693696347,0.6848472619,0.6578888363,0.6851384352,0.6722392491,0.6893154928,0.6782318549,0.6923566376,0.6853757635,0.684770743,0.6926033203,0.677938885,0.6943325051,0.6783591947,0.6952900991,0.6772915404,0.7022495221,0.6728798733,0.7013709447,0.6802347111,0.6996677046,0.6860782552,0.697707661,0.6832275849,0.6922043328,0.6733716655,0.6913989256,0.6796736133,0.6985217882,0.6834552266,0.6971155321,0.6992666679,0.7062537535,0.7078207906,0.7181099705,0.7242815121,0.730290648,0.7499903175,0.7633155072,0.7923400588,0.8063965594,0.8277301554,0.8474185659,0.8343484965,0.8590895951,0.4438673024,0.4711544466
reading,6,The man greeted the activists of the leader who was,0,sg,0,0.5402428371,0.554359022,0.6355415875,0.6982058693,0.6824631159,0.7198517461,0.7082248639,0.7342639692,0.7247162571,0.7301834879,0.7147869934,0.7136836985,0.7147842701,0.705097478,0.7058868156,0.6936637744,0.7087070787,0.6893096439,0.7093550347,0.6890678362,0.7069442657,0.6762652715,0.7012944979,0.669405394,0.7010953084,0.6745746602,0.6946283076,0.6738010347,0.6792146242,0.6707214958,0.6590520063,0.6608943439,0.6490751176,0.6502114604,0.6386723928,0.6504346723,0.6423787508,0.6620221673,0.6526860562,0.6750598059,0.6521543291,0.6732915382,0.6531982709,0.6668353499,0.6499898302,0.6522962983,0.6582517095,0.6547929843,0.6427848294,0.6599549418,0.6435383086,0.6467871908,0.6459132798,0.6530357119,0.6508721905,0.6616865778,0.6521722104,0.6633040673,0.6456663535,0.6642178591,0.6408144376,0.6586578891,0.6412866849,0.6626649373,0.640951301,0.6649316761,0.633636213,0.6755353559,0.6393574139,0.6821479388,0.6423409391,0.6844298036,0.6439039696,0.6812829691,0.6352629451,0.6819790379,0.6432063849,0.6892676357,0.6474761614,0.6917675643,0.6678078798,0.7028454931,0.6758234565,0.7126561956,0.6893018077,0.7245495839,0.7254006298,0.7470674656,0.7810585988,0.7750008756,0.8268379306,0.804513932,0.8407085205,0.8064972756,0.5195393179,0.2993269256
reading,6,The man greeted the activist of the leaders who were,0,pl,0,0.5007409415,0.570447885,0.6016003082,0.6885640188,0.6609178212,0.7376153388,0.6936372808,0.7522700985,0.7080758964,0.747765645,0.6935869298,0.7362694848,0.6984177871,0.7266599638,0.6862307523,0.7097981384,0.6858785051,0.7039725064,0.681520564,0.7013362153,0.6838013608,0.6956329936,0.6782282022,0.6870708769,0.6759549864,0.6937954702,0.6762456358,0.6978352229,0.6670401916,0.6953617574,0.6571090498,0.6886346386,0.6537772286,0.6835565608,0.6469901855,0.6899635521,0.6540206279,0.703571841,0.6537382988,0.715181082,0.6520727555,0.7163233059,0.6573452066,0.7184909846,0.6530492797,0.7129336994,0.6621392141,0.7224414389,0.6546223405,0.7269323261,0.648514927,0.7132810483,0.651433269,0.7206258484,0.656158415,0.7251445828,0.6561269921,0.7228227727,0.64957806,0.7277322202,0.6401484186,0.731861655,0.6403711769,0.7315722118,0.6402906362,0.7326641512,0.6361948945,0.7298679056,0.6455020704,0.730305281,0.6510994487,0.7256870238,0.6516958736,0.7186175038,0.6397023796,0.7133660186,0.6447499064,0.7179687271,0.6531570867,0.7161174876,0.6699423697,0.7244770304,0.6790007631,0.7339522628,0.6970425034,0.7459195983,0.7234403752,0.7765900992,0.7700506415,0.8154567712,0.8099800674,0.8530213925,0.8196674506,0.865372477,0.395977401,0.5003818821
reading,6,The man greeted the activists of the leader who were,0,pl,1,0.5410092722,0.534841237,0.6268719749,0.6824616609,0.6767742605,0.7060182738,0.705983469,0.7230168331,0.7231689666,0.7173050052,0.7117356404,0.7001854101,0.7105666166,0.6935323863,0.6997766693,0.6791907758,0.6970074359,0.6714158719,0.6951004392,0.668463039,0.6923581311,0.65520984,0.6878947977,0.6488303,0.6884393938,0.650370746,0.6863167137,0.6448401082,0.6801704841,0.6326056216,0.6708748112,0.6246471631,0.6766924894,0.6182276538,0.6752459476,0.6062325337,0.6938457633,0.6118415905,0.7005423654,0.621308725,0.7149202059,0.6207889256,0.7256171262,0.6118927751,0.730796267,0.5957879892,0.738538757,0.5969243,0.7343989452,0.6060596626,0.7327710608,0.5917517807,0.7338474815,0.6036797335,0.7359038771,0.6103999828,0.7323231355,0.6160397619,0.7329513223,0.6204628237,0.7262590384,0.6146810069,0.7238610472,0.6176131525,0.7185814602,0.6209652543,0.7074355565,0.6319525356,0.7079894037,0.6378795601,0.7051454846,0.6365468674,0.7043711739,0.6340119047,0.6933444202,0.6404964742,0.6973940598,0.6480625028,0.6986594316,0.6503179958,0.7147871305,0.662991143,0.7207318119,0.6722653785,0.7335036462,0.6917427033,0.7621233638,0.7141161698,0.8070669075,0.7452146139,0.8490048037,0.7858607967,0.861664243,0.7911910078,0.5961233917,0.2774674694
reading,8,The man valued the daughter of the shopkeepers who was,1,sg,1,0.5386893543,0.4480263532,0.6792405087,0.6197394833,0.7013961334,0.6772075956,0.711759095,0.7077629518,0.6940416554,0.7077885595,0.6788651244,0.6951463078,0.6613240138,0.6869541157,0.6534108778,0.6790356617,0.6456280786,0.6701960414,0.6422031416,0.6755797217,0.6342519178,0.669865747,0.6311792393,0.6790817762,0.6317978034,0.6787944275,0.6366536141,0.6647042334,0.6290733466,0.6579656857,0.6033140228,0.6241435768,0.6002758099,0.6173575668,0.5952412881,0.6109766551,0.6194382953,0.6257349573,0.646260463,0.6369718441,0.6646902929,0.6432975308,0.6747771951,0.6530090612,0.6839408742,0.6485120637,0.696587446,0.6658800764,0.6937825463,0.6510620266,0.6927435581,0.6391456313,0.6937562594,0.6451575325,0.6959486987,0.6506971053,0.691719843,0.6511724499,0.6833142551,0.6505861535,0.6711752625,0.6523153644,0.6635278292,0.6494785351,0.6456564562,0.6525473961,0.6400365487,0.6532571452,0.6386592372,0.6590656858,0.6307781178,0.661307654,0.631895138,0.6634682655,0.6219943362,0.6541785629,0.6177574241,0.6488884325,0.6234624499,0.6493816399,0.630219479,0.6589905883,0.6384330362,0.674548884,0.6600507608,0.6977204003,0.6841917431,0.7250167854,0.7330646064,0.7770798832,0.7838336537,0.8273747592,0.8011923211,0.8426273966,0.3893708731,0.5032744214
reading,8,The man valued the daughters of the shopkeeper who was,1,sg,0,0.5082094553,0.4542434097,0.6434703639,0.6247171781,0.6852068532,0.6776275653,0.6963894506,0.6965525074,0.6797559073,0.692794196,0.6687626013,0.6725935513,0.6495646508,0.6639126192,0.6439851157,0.6482595379,0.6393304069,0.643522167,0.6366239806,0.6510375264,0.6302858752,0.6519704177,0.6239129635,0.6665370697,0.6288316295,0.6694665748,0.6315086073,0.6704781996,0.6140861175,0.6826555814,0.600659886,0.6805236773,0.6045492686,0.6893856572,0.6004099975,0.7030974085,0.6037757465,0.7116880524,0.6101530338,0.7159235601,0.6075051497,0.7266686693,0.6148100966,0.7309386383,0.6037672842,0.7283902603,0.6055356593,0.7289109404,0.6009302435,0.7185039933,0.5925169929,0.7017020747,0.601522558,0.6996963034,0.6061689868,0.6897825038,0.6063213205,0.6710553154,0.6073955409,0.6593813936,0.6038753934,0.6515441841,0.6027510149,0.6369755238,0.5887510847,0.6227622931,0.5851400989,0.6085529279,0.593751666,0.6070296896,0.5964140323,0.6075140101,0.5983141198,0.6072820449,0.6018535144,0.5925184978,0.5962895209,0.5835014529,0.6035841424,0.5836202409,0.6170729054,0.593902928,0.6256109321,0.6074209582,0.6470840899,0.6374918755,0.6786487336,0.6660639384,0.7251539392,0.7296289911,0.7743602646,0.7920684655,0.7845292294,0.8156252709,0.3404595749,0.4548482489
reading,8,The man valued the daughter of the shopkeepers who were,1,pl,0,0.5214710184,0.4494767634,0.6684852774,0.6209704448,0.6969167681,0.6807935882,0.7073398942,0.7093671163,0.6919964866,0.7092112406,0.6760047041,0.6962607748,0.6584800639,0.6872306479,0.6497330341,0.6774689124,0.6358219234,0.6646392808,0.6294360239,0.6673970428,0.6235711718,0.6681065854,0.6236495247,0.6805748234,0.6209432456,0.6795903228,0.6299918877,0.6762403371,0.619171891,0.6793558031,0.6193382344,0.6855429619,0.6279463799,0.6996803773,0.6218161686,0.7053812145,0.6269321854,0.7086931448,0.6289332145,0.7131453152,0.6292494162,0.7247822902,0.6325701089,0.7338702566,0.6264512372,0.7299068895,0.6290127484,0.7350194035,0.6219073328,0.723854474,0.6174472633,0.7072784091,0.6238626912,0.7046082809,0.6260189199,0.7031538623,0.6247771278,0.689460963,0.6214363036,0.6849094335,0.6119484785,0.6843448356,0.604010144,0.6763124876,0.5816624857,0.6687684451,0.5769721167,0.663550779,0.5813130606,0.6662153996,0.5773535278,0.6656911767,0.5829239567,0.6672380663,0.5755377097,0.6559631532,0.5750625556,0.6525307347,0.5848133109,0.6535691773,0.5973332436,0.6617371826,0.6062374732,0.6729647413,0.6253084274,0.6948559187,0.6486998797,0.7176428386,0.7008170783,0.7676307618,0.755991318,0.8175549588,0.7753510347,0.8327636598,0.2994461424,0.4608385234
