exp,verb,item,sent,bias,isHigh ,gender,score_bert,score_bert_base,score_bert_pro,score_mbert,score_roberta,score_roberta_base,score_roberta_pro
ic_mismatch,安慰,0,男人安慰女人因为他在那里。,39,1,m,0.13633465766906738,0.11497844755649567,0.08111756294965744,0.0,0.06567870080471039,0.04634722322225571,0.02817276492714882
ic_mismatch,安慰,0,男人安慰女人因为她在那里。,39,0,f,0.5822353959083557,0.7178872227668762,0.5161280035972595,0.0,0.32858023047447205,0.5070858597755432,0.38220930099487305
ic_mismatch,安慰,0,女人安慰男人因为他在那里。,39,0,m,0.4539446234703064,0.502368152141571,0.37072914838790894,0.0,0.5144801139831543,0.6794933676719666,0.5230538249015808
ic_mismatch,安慰,0,女人安慰男人因为她在那里。,39,1,f,0.26947858929634094,0.3143772780895233,0.17965251207351685,0.0,0.03553665801882744,0.02372807264328003,0.020500758662819862
ic_mismatch,安抚,0,男人安抚女人因为他在那里。,41,1,m,0.07957387715578079,0.06379707902669907,0.04230071231722832,0.018478071317076683,0.0510704480111599,0.03031916730105877,0.01885579340159893
ic_mismatch,安抚,0,男人安抚女人因为她在那里。,41,0,f,0.6113992929458618,0.7549386620521545,0.4853064715862274,0.0,0.43507444858551025,0.6194865107536316,0.4815796911716461
ic_mismatch,安抚,0,女人安抚男人因为他在那里。,41,0,m,0.4279814660549164,0.5137421488761902,0.3229110836982727,0.0,0.5663744211196899,0.7258701324462891,0.567456841468811
ic_mismatch,安抚,0,女人安抚男人因为她在那里。,41,1,f,0.2487892359495163,0.2712598741054535,0.13225390017032623,0.0,0.04110349342226982,0.022954951971769333,0.02032206766307354
ic_mismatch,激怒,0,男人激怒女人因为他在那里。,46,1,m,0.14742013812065125,0.12083189934492111,0.0790867730975151,0.11186907440423965,0.08541825413703918,0.05766645446419716,0.03197258710861206
ic_mismatch,激怒,0,男人激怒女人因为她在那里。,46,0,f,0.5408262014389038,0.7065193057060242,0.4284963011741638,0.031201377511024475,0.25853925943374634,0.37520071864128113,0.2531038820743561
ic_mismatch,激怒,0,女人激怒男人因为他在那里。,46,0,m,0.44451260566711426,0.5028811693191528,0.3217291533946991,0.09793435782194138,0.4869619309902191,0.6221949458122253,0.44577452540397644
ic_mismatch,激怒,0,女人激怒男人因为她在那里。,46,1,f,0.26734304428100586,0.32476192712783813,0.18247154355049133,0.0456058606505394,0.0439598523080349,0.027321649715304375,0.02103685587644577
ic_mismatch,鼓励,0,男人鼓励女人因为他在那里。,49,1,m,0.12547461688518524,0.09955092519521713,0.06814157217741013,0.06668054312467575,0.025390496477484703,0.01014645118266344,0.0
ic_mismatch,鼓励,0,男人鼓励女人因为她在那里。,49,0,f,0.5168347954750061,0.6914436221122742,0.4302804470062256,0.02629806101322174,0.3902893364429474,0.5739977359771729,0.42585697770118713
ic_mismatch,鼓励,0,女人鼓励男人因为他在那里。,49,0,m,0.3521472215652466,0.4127078950405121,0.26885250210762024,0.047115474939346313,0.6130284070968628,0.7648453116416931,0.6196812987327576
ic_mismatch,鼓励,0,女人鼓励男人因为她在那里。,49,1,f,0.3083198368549347,0.36337175965309143,0.19281865656375885,0.02389085479080677,0.01802019029855728,0.0055558993481099606,0.0
ic_mismatch,诱惑,0,男人诱惑女人因为他在那里。,51,1,m,0.1247090995311737,0.11358162015676498,0.05856950208544731,0.056935377418994904,0.12178468704223633,0.11916837096214294,0.05990016832947731
ic_mismatch,诱惑,0,男人诱惑女人因为她在那里。,51,0,f,0.474763959646225,0.6579498648643494,0.3576628565788269,0.018142258748412132,0.14449825882911682,0.2160479724407196,0.13780736923217773
ic_mismatch,诱惑,0,女人诱惑男人因为他在那里。,51,0,m,0.2371804267168045,0.23146511614322662,0.1414806842803955,0.04593810439109802,0.4437023401260376,0.5783397555351257,0.39809903502464294
ic_mismatch,诱惑,0,女人诱惑男人因为她在那里。,51,1,f,0.4109244644641876,0.5637316107749939,0.30159956216812134,0.023429011926054955,0.02624722197651863,0.018094820901751518,0.012629048898816109
ic_mismatch,触怒,0,男人触怒女人因为他在那里。,59,1,m,0.13304945826530457,0.11538859456777573,0.06393605470657349,0.09780993312597275,0.07693661749362946,0.05765925720334053,0.03149791061878204
ic_mismatch,触怒,0,男人触怒女人因为她在那里。,59,0,f,0.5010604858398438,0.6739751696586609,0.36147287487983704,0.02640439011156559,0.17061826586723328,0.25816699862480164,0.16321130096912384
ic_mismatch,触怒,0,女人触怒男人因为他在那里。,59,0,m,0.3090158700942993,0.3688839375972748,0.20074871182441711,0.09030182659626007,0.3349408805370331,0.4566657245159149,0.2905149757862091
ic_mismatch,触怒,0,女人触怒男人因为她在那里。,59,1,f,0.3351205289363861,0.411769837141037,0.19494974613189697,0.04225025698542595,0.041238702833652496,0.03156909719109535,0.022245777770876884
ic_mismatch,激励,0,男人激励女人因为他在那里。,61,1,m,0.1348494291305542,0.09960120916366577,0.07620425522327423,0.06552993506193161,0.07622817158699036,0.054459020495414734,0.02868250571191311
ic_mismatch,激励,0,男人激励女人因为她在那里。,61,0,f,0.5047518610954285,0.698352575302124,0.487643301486969,0.0,0.23729215562343597,0.36239683628082275,0.25027552247047424
ic_mismatch,激励,0,女人激励男人因为他在那里。,61,0,m,0.26576775312423706,0.27893009781837463,0.21980251371860504,0.04255368560552597,0.4280052185058594,0.5962008237838745,0.4484376907348633
ic_mismatch,激励,0,女人激励男人因为她在那里。,61,1,f,0.41526052355766296,0.5310207009315491,0.3504958748817444,0.024497052654623985,0.07431645691394806,0.05711076781153679,0.042168404906988144
ic_mismatch,困扰,0,男人困扰女人因为他在那里。,63,1,m,0.11679770797491074,0.10659419000148773,0.05882861837744713,0.037922605872154236,0.10766004770994186,0.08895164728164673,0.046056464314460754
ic_mismatch,困扰,0,男人困扰女人因为她在那里。,63,0,f,0.4536476731300354,0.6470491886138916,0.38471168279647827,0.0,0.16255901753902435,0.25664475560188293,0.16413883864879608
ic_mismatch,困扰,0,女人困扰男人因为他在那里。,63,0,m,0.3056355118751526,0.34365662932395935,0.21905648708343506,0.03420058637857437,0.414671927690506,0.5792322754859924,0.4006437063217163
ic_mismatch,困扰,0,女人困扰男人因为她在那里。,63,1,f,0.289522260427475,0.40991729497909546,0.1990412473678589,0.0,0.034952010959386826,0.021396029740571976,0.015121684409677982
ic_mismatch,鼓舞,0,男人鼓舞女人因为他在那里。,66,1,m,0.055467069149017334,0.038587216287851334,0.023918507620692253,0.04219631478190422,0.055158305913209915,0.03905368968844414,0.021397849544882774
ic_mismatch,鼓舞,0,男人鼓舞女人因为她在那里。,66,0,f,0.47788822650909424,0.6753895282745361,0.40276816487312317,0.0,0.29807382822036743,0.4139229953289032,0.2874170243740082
ic_mismatch,鼓舞,0,女人鼓舞男人因为他在那里。,66,0,m,0.24918562173843384,0.34595930576324463,0.2080048769712448,0.04878276586532593,0.5709093809127808,0.7042019963264465,0.5509159564971924
ic_mismatch,鼓舞,0,女人鼓舞男人因为她在那里。,66,1,f,0.31109818816185,0.3489537835121155,0.18611308932304382,0.022329477593302727,0.036347031593322754,0.021123329177498817,0.016414185985922813
ic_mismatch,吸引,0,男人吸引女人因为他在那里。,79,1,m,0.27742230892181396,0.2572564482688904,0.14057737588882446,0.03307471424341202,0.2547789514064789,0.22644490003585815,0.12795767188072205
ic_mismatch,吸引,0,男人吸引女人因为她在那里。,79,0,f,0.3939428925514221,0.5546859502792358,0.3126126229763031,0.0,0.1423565000295639,0.2431418001651764,0.1687024086713791
ic_mismatch,吸引,0,女人吸引男人因为他在那里。,79,0,m,0.14464415609836578,0.12402734905481339,0.07476408779621124,0.021710172295570374,0.4396207332611084,0.5686074495315552,0.3958234488964081
ic_mismatch,吸引,0,女人吸引男人因为她在那里。,79,1,f,0.558875560760498,0.7177991271018982,0.42350640892982483,0.016817456111311913,0.055330824106931686,0.04440128058195114,0.031941406428813934
ic_mismatch,信任,0,男人信任女人因为他在那里。,2,1,m,0.06401406228542328,0.04918988421559334,0.03126992657780647,0.024565251544117928,0.04917379096150398,0.03198989853262901,0.01727340556681156
ic_mismatch,信任,0,男人信任女人因为她在那里。,2,0,f,0.6676655411720276,0.8196133375167847,0.5438839793205261,0.0,0.2807384133338928,0.37972158193588257,0.2559107542037964
ic_mismatch,信任,0,女人信任男人因为他在那里。,2,0,m,0.4006907641887665,0.4296450912952423,0.28125715255737305,0.020461149513721466,0.6648632287979126,0.7585985660552979,0.605944812297821
ic_mismatch,信任,0,女人信任男人因为她在那里。,2,1,f,0.3031286299228668,0.3969745934009552,0.21200843155384064,0.0,0.0,0.0,0.0
ic_mismatch,尊敬,0,男人尊敬女人因为他在那里。,2,1,m,0.019522259011864662,0.014185851439833641,0.0,0.08266094326972961,0.010121012106537819,0.0,0.0
ic_mismatch,尊敬,0,男人尊敬女人因为她在那里。,2,0,f,0.6319457292556763,0.809764564037323,0.45475855469703674,0.034090034663677216,0.18390436470508575,0.24550257623195648,0.14813341200351715
ic_mismatch,尊敬,0,女人尊敬男人因为他在那里。,2,0,m,0.25702521204948425,0.3085003197193146,0.1841314285993576,0.06711024045944214,0.5174700021743774,0.6260728240013123,0.4420754015445709
ic_mismatch,尊敬,0,女人尊敬男人因为她在那里。,2,1,f,0.3824642300605774,0.47999271750450134,0.21980974078178406,0.042089130729436874,0.0,0.0,0.0
ic_mismatch,佩服,0,男人佩服女人因为他在那里。,5,1,m,0.0636654943227768,0.04311683773994446,0.033245477825403214,0.05833883211016655,0.014027728699147701,0.0,0.0
ic_mismatch,佩服,0,男人佩服女人因为她在那里。,5,0,f,0.6030807495117188,0.7774339318275452,0.5360193252563477,0.02362106554210186,0.23395384848117828,0.2846730947494507,0.1770908534526825
ic_mismatch,佩服,0,女人佩服男人因为他在那里。,5,0,m,0.5064527988433838,0.5921058654785156,0.3999636173248291,0.05934101343154907,0.572729229927063,0.6382160782814026,0.4651603102684021
ic_mismatch,佩服,0,女人佩服男人因为她在那里。,5,1,f,0.1638629287481308,0.19554631412029266,0.10202889889478683,0.042916953563690186,0.0,0.0,0.0
ic_mismatch,憎恨,0,男人憎恨女人因为他在那里。,5,1,m,0.07441236078739166,0.06271733343601227,0.02535821497440338,0.0987405925989151,0.0,0.0,0.0
ic_mismatch,憎恨,0,男人憎恨女人因为她在那里。,5,0,f,0.42631757259368896,0.6500629186630249,0.23628556728363037,0.02659846469759941,0.31731468439102173,0.43660005927085876,0.27185338735580444
ic_mismatch,憎恨,0,女人憎恨男人因为他在那里。,5,0,m,0.3370005488395691,0.4479124844074249,0.16672250628471375,0.07855676859617233,0.5819916129112244,0.676262617111206,0.47272083163261414
ic_mismatch,憎恨,0,女人憎恨男人因为她在那里。,5,1,f,0.1878194808959961,0.24755969643592834,0.07086347788572311,0.041561421006917953,0.0,0.0,0.0
ic_mismatch,崇拜,0,男人崇拜女人因为他在那里。,7,1,m,0.015215971507132053,0.008917477913200855,0.0,0.04412566125392914,0.0,0.0,0.0
ic_mismatch,崇拜,0,男人崇拜女人因为她在那里。,7,0,f,0.5675332546234131,0.7777637243270874,0.36285078525543213,0.02485012449324131,0.20060715079307556,0.2791905105113983,0.16751830279827118
ic_mismatch,崇拜,0,女人崇拜男人因为他在那里。,7,0,m,0.22170186042785645,0.2731268107891083,0.1292545348405838,0.03941170126199722,0.5564212799072266,0.6628788709640503,0.4730003774166107
ic_mismatch,崇拜,0,女人崇拜男人因为她在那里。,7,1,f,0.33833202719688416,0.4624466896057129,0.17334097623825073,0.0,0.0,0.0,0.0
ic_mismatch,心疼,0,男人心疼女人因为他在那里。,7,1,m,0.0685780867934227,0.055986180901527405,0.036257728934288025,0.08244629949331284,0.04197002947330475,0.02646474353969097,0.0
ic_mismatch,心疼,0,男人心疼女人因为她在那里。,7,0,f,0.5938514471054077,0.7733409404754639,0.5290716886520386,0.040986672043800354,0.33984363079071045,0.49056926369667053,0.34702613949775696
ic_mismatch,心疼,0,女人心疼男人因为他在那里。,7,0,m,0.6395999789237976,0.7431021332740784,0.5080423355102539,0.06975425779819489,0.6570379137992859,0.7701160311698914,0.6199691891670227
ic_mismatch,心疼,0,女人心疼男人因为她在那里。,7,1,f,0.07020334899425507,0.08750894665718079,0.048097290098667145,0.0731646865606308,0.0,0.0,0.0
ic_mismatch,仇视,0,男人仇视女人因为他在那里。,12,1,m,0.04147101193666458,0.05003400892019272,0.011589622125029564,0.08006630837917328,0.0,0.0,0.0
ic_mismatch,仇视,0,男人仇视女人因为她在那里。,12,0,f,0.25836363434791565,0.4365765154361725,0.10583870857954025,0.035513050854206085,0.0797932967543602,0.10955893248319626,0.06125811114907265
ic_mismatch,仇视,0,女人仇视男人因为他在那里。,12,0,m,0.13019949197769165,0.1746707409620285,0.04557092860341072,0.08080951124429703,0.2842887043952942,0.37715888023376465,0.2208944708108902
ic_mismatch,仇视,0,女人仇视男人因为她在那里。,12,1,f,0.18764343857765198,0.3145845830440521,0.059169601649045944,0.04072621837258339,0.0,0.0,0.0
ic_mismatch,敬畏,0,男人敬畏女人因为他在那里。,12,1,m,0.0256013423204422,0.017151260748505592,0.010843316093087196,0.043168775737285614,0.0,0.0,0.0
ic_mismatch,敬畏,0,男人敬畏女人因为她在那里。,12,0,f,0.6659918427467346,0.8382806181907654,0.5278128385543823,0.0,0.28060880303382874,0.3665849268436432,0.2254866361618042
ic_mismatch,敬畏,0,女人敬畏男人因为他在那里。,12,0,m,0.31445780396461487,0.39207926392555237,0.24463215470314026,0.034727778285741806,0.6115980744361877,0.7008881568908691,0.5177630186080933
ic_mismatch,敬畏,0,女人敬畏男人因为她在那里。,12,1,f,0.33492380380630493,0.40554264187812805,0.19680531322956085,0.02408532239496708,0.0,0.0,0.0
ic_mismatch,怀疑,0,男人怀疑女人因为他在那里。,14,1,m,0.1599893569946289,0.1793261021375656,0.05450757220387459,0.054215725511312485,0.06926767528057098,0.07239935547113419,0.03120717592537403
ic_mismatch,怀疑,0,男人怀疑女人因为她在那里。,14,0,f,0.22029606997966766,0.3210297226905823,0.09113243967294693,0.021324770525097847,0.06707311421632767,0.09650738537311554,0.04239523410797119
ic_mismatch,怀疑,0,女人怀疑男人因为他在那里。,14,0,m,0.363324373960495,0.46151411533355713,0.15525971353054047,0.04320748150348663,0.20867960155010223,0.27839213609695435,0.12063758075237274
ic_mismatch,怀疑,0,女人怀疑男人因为她在那里。,14,1,f,0.11661563813686371,0.13798075914382935,0.04317302629351616,0.0,0.026380416005849838,0.024317678064107895,0.0
ic_mismatch,尊重,0,男人尊重女人因为他在那里。,14,1,m,0.058171093463897705,0.05544588342308998,0.027165187522768974,0.10776158422231674,0.020042793825268745,0.012665129266679287,0.0
ic_mismatch,尊重,0,男人尊重女人因为她在那里。,14,0,f,0.5091652274131775,0.6959922313690186,0.37176385521888733,0.03722681105136871,0.1464301496744156,0.1995082050561905,0.11514029651880264
ic_mismatch,尊重,0,女人尊重男人因为他在那里。,14,0,m,0.17641521990299225,0.20181749761104584,0.1212301254272461,0.06678169220685959,0.40366506576538086,0.5136895775794983,0.33277252316474915
ic_mismatch,尊重,0,女人尊重男人因为她在那里。,14,1,f,0.4137236475944519,0.5469006896018982,0.266378253698349,0.037129007279872894,0.0,0.0,0.0
ic_mismatch,暗恋,0,男人暗恋女人因为他在那里。,16,1,m,0.04374399036169052,0.03240911662578583,0.02178398333489895,0.1276262104511261,0.07881499081850052,0.04840259999036789,0.02577599138021469
ic_mismatch,暗恋,0,男人暗恋女人因为她在那里。,16,0,f,0.7566336393356323,0.8786800503730774,0.6129180192947388,0.07283978164196014,0.2984716296195984,0.4645393490791321,0.3075043857097626
ic_mismatch,暗恋,0,女人暗恋男人因为他在那里。,16,0,m,0.6886330246925354,0.7521458268165588,0.48101791739463806,0.12889961898326874,0.5784716606140137,0.7311990261077881,0.5355674028396606
ic_mismatch,暗恋,0,女人暗恋男人因为她在那里。,16,1,f,0.10078734159469604,0.12892411649227142,0.061264894902706146,0.10176524519920349,0.011146685108542442,0.0,0.0
ic_mismatch,想念,0,男人想念女人因为他在那里。,24,1,m,0.03842836990952492,0.025559665635228157,0.017311034724116325,0.07816560566425323,0.030918316915631294,0.012728801928460598,0.0
ic_mismatch,想念,0,男人想念女人因为她在那里。,24,0,f,0.6961568593978882,0.8596777319908142,0.5971606373786926,0.04122098907828331,0.5816608667373657,0.7420991659164429,0.5975204706192017
ic_mismatch,想念,0,女人想念男人因为他在那里。,24,0,m,0.619525134563446,0.7229175567626953,0.4774587154388428,0.05702975392341614,0.7808576226234436,0.8621727228164673,0.7352009415626526
ic_mismatch,想念,0,女人想念男人因为她在那里。,24,1,f,0.10508283972740173,0.1246928721666336,0.06255141645669937,0.04520283639431,0.0,0.0,0.0
ic_mismatch,悼念,0,男人悼念女人因为他在那里。,29,1,m,0.05023835226893425,0.034642044454813004,0.01972455531358719,0.07866791635751724,0.02270333841443062,0.00957953929901123,0.0
ic_mismatch,悼念,0,男人悼念女人因为她在那里。,29,0,f,0.5440566539764404,0.7475787997245789,0.3978225886821747,0.05149690806865692,0.4006727933883667,0.5568040609359741,0.3914802074432373
ic_mismatch,悼念,0,女人悼念男人因为他在那里。,29,0,m,0.4573083817958832,0.5859146118164062,0.29627975821495056,0.06056038290262222,0.5822018980979919,0.7157612442970276,0.5247336626052856
ic_mismatch,悼念,0,女人悼念男人因为她在那里。,29,1,f,0.14243441820144653,0.15324430167675018,0.05384819209575653,0.0307559072971344,0.015776805579662323,0.0,0.0
ic_mismatch,感激,0,男人感激女人因为他在那里。,29,1,m,0.1244497075676918,0.10562318563461304,0.0866113230586052,0.1365128457546234,0.03549225628376007,0.01536086481064558,0.00978869292885065
ic_mismatch,感激,0,男人感激女人因为她在那里。,29,0,f,0.7009772658348083,0.8096028566360474,0.6271411776542664,0.06290017068386078,0.4759548008441925,0.6395714282989502,0.4956686496734619
ic_mismatch,感激,0,女人感激男人因为他在那里。,29,0,m,0.6132310032844543,0.6613135933876038,0.5120850205421448,0.11934240162372589,0.7505738735198975,0.849175214767456,0.7372713088989258
ic_mismatch,感激,0,女人感激男人因为她在那里。,29,1,f,0.20039139688014984,0.2314644604921341,0.14104394614696503,0.08173064887523651,0.005896110087633133,0.0,0.0
ic_mismatch,怀念,0,男人怀念女人因为他在那里。,29,1,m,0.04470519348978996,0.029670877382159233,0.01830168440937996,0.09936158359050751,0.009635642170906067,0.0,0.0
ic_mismatch,怀念,0,男人怀念女人因为她在那里。,29,0,f,0.6378991603851318,0.8227723836898804,0.5226057767868042,0.03954529017210007,0.6231107115745544,0.7713382840156555,0.6302924156188965
ic_mismatch,怀念,0,女人怀念男人因为他在那里。,29,0,m,0.5709141492843628,0.6694591641426086,0.42280328273773193,0.0647525042295456,0.7879903316497803,0.8684979677200317,0.7456937432289124
ic_mismatch,怀念,0,女人怀念男人因为她在那里。,29,1,f,0.12620000541210175,0.15677250921726227,0.07076062262058258,0.0393812358379364,0.0,0.0,0.0
ic_mismatch,包容,0,男人包容女人因为他在那里。,37,1,m,0.11466405540704727,0.09810560941696167,0.04992358013987541,0.050978098064661026,0.04411521181464195,0.033268146216869354,0.0
ic_mismatch,包容,0,男人包容女人因为她在那里。,37,0,f,0.3708212971687317,0.5800960659980774,0.2904526889324188,0.0,0.1362144947052002,0.2063615620136261,0.12319435179233551
ic_mismatch,包容,0,女人包容男人因为他在那里。,37,0,m,0.22909383475780487,0.30739638209342957,0.1546573042869568,0.05119975656270981,0.4173201322555542,0.5514277219772339,0.3761204183101654
ic_mismatch,包容,0,女人包容男人因为她在那里。,37,1,f,0.28280895948410034,0.34407857060432434,0.14602398872375488,0.023678943514823914,0.0,0.0,0.0
ic_mismatch,羞辱,0,男人羞辱女人因为他在那里。,7,1,m,0.09691445529460907,0.08836094290018082,0.0454888641834259,0.07675675302743912,0.03528362140059471,0.0242631696164608,0.0
ic_mismatch,羞辱,0,男人羞辱女人因为她在那里。,7,0,f,0.4706589877605438,0.6618620157241821,0.3223271071910858,0.03470298647880554,0.1624026596546173,0.23036505281925201,0.13446268439292908
ic_mismatch,羞辱,0,女人羞辱男人因为他在那里。,7,0,m,0.35124027729034424,0.42370080947875977,0.22193728387355804,0.08077296614646912,0.37618494033813477,0.49621841311454773,0.31126269698143005
ic_mismatch,羞辱,0,女人羞辱男人因为她在那里。,7,1,f,0.23678825795650482,0.3152426779270172,0.1257430464029312,0.05340452492237091,0.02141072228550911,0.012612100690603256,0.0
ic_mismatch,贬低,0,男人贬低女人因为他在那里。,8,1,m,0.04736453667283058,0.050337083637714386,0.02152807079255581,0.03869665786623955,0.0,0.0,0.0
ic_mismatch,贬低,0,男人贬低女人因为她在那里。,8,0,f,0.3557819128036499,0.5906251668930054,0.26138415932655334,0.0,0.08162523806095123,0.1007845476269722,0.05814291909337044
ic_mismatch,贬低,0,女人贬低男人因为他在那里。,8,0,m,0.2595647871494293,0.36920642852783203,0.16830046474933624,0.03470243886113167,0.28773796558380127,0.3563920557498932,0.21611177921295166
