exp,item,sent,hasIC,num,isHIGH,tf_layer_0_HIGH_SIM,tf_layer_0_LOW_SIM,tf_layer_1_HIGH_SIM,tf_layer_1_LOW_SIM,tf_layer_2_HIGH_SIM,tf_layer_2_LOW_SIM,tf_layer_3_HIGH_SIM,tf_layer_3_LOW_SIM,tf_layer_4_HIGH_SIM,tf_layer_4_LOW_SIM,tf_layer_5_HIGH_SIM,tf_layer_5_LOW_SIM,tf_layer_6_HIGH_SIM,tf_layer_6_LOW_SIM,tf_layer_7_HIGH_SIM,tf_layer_7_LOW_SIM,tf_layer_8_HIGH_SIM,tf_layer_8_LOW_SIM,tf_layer_9_HIGH_SIM,tf_layer_9_LOW_SIM,tf_layer_10_HIGH_SIM,tf_layer_10_LOW_SIM,tf_layer_11_HIGH_SIM,tf_layer_11_LOW_SIM,tf_layer_12_HIGH_SIM,tf_layer_12_LOW_SIM,tf_layer_13_HIGH_SIM,tf_layer_13_LOW_SIM,tf_layer_14_HIGH_SIM,tf_layer_14_LOW_SIM,tf_layer_15_HIGH_SIM,tf_layer_15_LOW_SIM,tf_layer_16_HIGH_SIM,tf_layer_16_LOW_SIM,tf_layer_17_HIGH_SIM,tf_layer_17_LOW_SIM
reading,1,The woman scolded the aristocrat of the chefs who were,1,pl,0,0.06924078381,0.07949583609,0.1240570666,0.127271192,0.1177052655,0.1131940562,0.1384884841,0.1379459992,0.1057643009,0.1084933968,0.07880721029,0.09297269039,0.05379378625,0.08512847951,0.07222612636,0.101988903,0.08200725458,0.1650868884,0.1291920995,0.2692685114,0.2857891766,0.3935562064,0.5066923722,0.598734963,0.6144229451,0.7184981552,0.6297648367,0.7488710525,0.5704885492,0.6807921901,0.4997531711,0.5870725932,0.5720454401,0.6596240364,0.5633981622,0.6299502296
reading,1,The woman scolded the aristocrats of the chef who were,1,pl,1,0.1029688999,0.02768466609,0.1664497137,0.07049760781,0.1648759525,0.0542669114,0.1869514187,0.07521077461,0.1633903129,0.03933489319,0.1447046583,0.01866453469,0.1332942541,0.001116993036,0.134680409,0.0160570144,0.1818980325,0.03595461168,0.2919737337,0.1323261801,0.4121765654,0.2168424739,0.6317981325,0.4746125957,0.7301117502,0.6346751843,0.7380525512,0.7057695297,0.6692689449,0.6337832544,0.5990118261,0.5455027134,0.6776283591,0.6283327775,0.6522895892,0.6339737503
reading,1,The woman studied with the aristocrat of the chefs who was,0,sg,1,0.07452152325,0.005020372925,0.1349031591,0.08476342092,0.1282316694,0.05559344831,0.1480485887,0.082898976,0.1148956304,0.03614287947,0.09990747766,0.02967221205,0.07526222054,-0.001309963163,0.09146332457,0.04260326545,0.109715342,0.07936542377,0.1360063453,0.1585253924,0.196791628,0.2714705247,0.4057888081,0.5988928866,0.5254602714,0.6999161766,0.5224749722,0.732928894,0.4393474687,0.6698975138,0.3864568016,0.590694648,0.4926632334,0.6467665767,0.4125234005,0.61308274
reading,1,The woman studied with the aristocrats of the chef who was,0,sg,0,0.07455456458,0.02768831804,0.1343143383,0.08692767534,0.1280382775,0.06578711791,0.1480678178,0.08717866056,0.1152223541,0.05266370472,0.1002401657,0.0425296145,0.07537341285,0.02188613665,0.09180633991,0.05219926477,0.1096091473,0.1167456881,0.1460635477,0.1830595291,0.1949458858,0.2618975218,0.388988864,0.5694446375,0.5118031964,0.6778416711,0.502357071,0.7144687008,0.4327798672,0.6540295328,0.3803537824,0.580597515,0.4709057807,0.6240221474,0.3833329593,0.593615147
reading,1,The woman studied with the aristocrat of the chefs who were,0,pl,0,0.102902399,0.07951460319,0.1630183722,0.1296355558,0.1636387378,0.1148039254,0.1847336884,0.1389589331,0.1620213938,0.1094655203,0.1459534373,0.09346211517,0.1332059829,0.08332017804,0.1355311981,0.09908541752,0.1543206326,0.1602221352,0.1772494868,0.2563480119,0.2316191202,0.3473151721,0.4290996986,0.6096925438,0.5525686703,0.7108549949,0.5391230082,0.7374771268,0.4720176377,0.6449270273,0.402650834,0.5466749908,0.5044064446,0.6151975548,0.4416243145,0.5986367428
reading,1,The woman studied with the aristocrats of the chef who were,0,pl,1,0.102943387,0.02777864149,0.1657487329,0.07140422534,0.1642247101,0.05555622719,0.1873741307,0.07590074037,0.1636133081,0.0395788459,0.1452486973,0.01908075194,0.1336599911,0.001404788288,0.1339081156,0.01654029086,0.1740720812,0.03590555024,0.2710632281,0.124595887,0.2983506743,0.19189861,0.479542456,0.5361531863,0.6002443547,0.6632746318,0.5630420089,0.7202683671,0.5071748026,0.6468602668,0.4505149723,0.5607256305,0.5247498351,0.6158238955,0.453568553,0.6068506627
reading,3,The woman assisted the maid of the executives who was,1,sg,1,0.1076477417,0.07872075088,0.1148075815,0.1054922696,0.1127821399,0.1060910193,0.1342113045,0.1215337397,0.09989068993,0.07565512597,0.08512940852,0.05954249629,0.07215523425,0.03492915,0.07576151844,0.06276460566,0.1221434427,0.09290604383,0.1508613453,0.1421732504,0.2231868356,0.2371851768,0.4560830977,0.5454266012,0.6090048642,0.644350152,0.6444666283,0.7001349533,0.6042236162,0.6663449631,0.5200899497,0.568424884,0.5856062515,0.6272434826,0.5469023516,0.5917845757
reading,3,The woman assisted the maids of the executive who was,1,sg,0,0.0391565356,0.0712350738,0.111503889,0.1140818031,0.09187982403,0.1122999009,0.1104505136,0.1089391934,0.06796268006,0.06821226385,0.05659692396,0.05325421129,0.02883107458,0.0411632612,0.04617786316,0.04578361293,0.08897635453,0.07022032801,0.1443875714,0.09857777146,0.2682356688,0.211101285,0.5298322226,0.5032815381,0.6845490596,0.6139556265,0.701275352,0.655330928,0.6678895017,0.6071440888,0.5878084395,0.5537810707,0.6490210492,0.5888186766,0.6008938928,0.5767914307
reading,3,The woman assisted the maid of the executives who were,1,pl,0,0.06980286372,0.1305492343,0.06632426039,0.1475951531,0.07017731853,0.1517160424,0.08955631853,0.1752177744,0.05163757217,0.1508668698,0.0366958233,0.129066178,0.02042056975,0.11546507,0.03335576377,0.1336004964,0.05972314569,0.197329838,0.1184218512,0.2474694058,0.1978178716,0.3257844003,0.3694016169,0.5566613137,0.5301130886,0.648720757,0.5866642929,0.6947353675,0.5225475076,0.6479647483,0.4436811659,0.5607664423,0.5181440287,0.6056037685,0.4857135107,0.5697368732
reading,3,The woman assisted the maids of the executive who were,1,pl,1,0.06740415759,0.008107693034,0.1306824841,0.05288396715,0.1275061866,0.04920189925,0.1432398732,0.06985124278,0.1044657272,0.03107504603,0.0896660611,0.02499335094,0.0793622226,0.01545426203,0.08829788787,0.01732987994,0.1786770406,0.03765099581,0.2828184915,0.07607682081,0.3823877612,0.200172554,0.5949359419,0.503597521,0.7402331937,0.6213824165,0.7575421001,0.6874377752,0.7057631684,0.6207311511,0.6170731416,0.5590886579,0.6602921396,0.5974644644,0.6210089202,0.6045578105
reading,3,The woman joked with the maid of the executives who was,0,sg,1,0.03915443247,0.07865551799,0.1145005504,0.1033179738,0.09483938706,0.105894508,0.1129083341,0.1215739901,0.07021336829,0.0756226114,0.05906770896,0.05961865856,0.03117940847,0.03484165617,0.048779524,0.05993910761,0.1001517763,0.08980034215,0.1204005727,0.1367230444,0.1854615324,0.2447285677,0.3954382628,0.5053356744,0.5696698493,0.6237815159,0.5913849769,0.6752730776,0.5356991018,0.6275233941,0.4448003076,0.5357797485,0.5478048704,0.6137034117,0.4901744263,0.5734500966
reading,3,The woman joked with the maids of the executive who was,0,sg,0,0.03919648133,0.07117309493,0.1126089763,0.1097964054,0.09331013298,0.1087638212,0.1111025501,0.105577265,0.06837951647,0.0653034128,0.05668152142,0.05049578789,0.02894935844,0.03844624289,0.04628092172,0.04166602957,0.09001052307,0.06406917252,0.1291661686,0.09262276182,0.2179662862,0.1998289619,0.4147727827,0.4882434608,0.5987053112,0.6016840109,0.6290154366,0.6387648158,0.585201102,0.5866891334,0.5060112363,0.5350154737,0.592195015,0.5794659954,0.53370401,0.5588979102
reading,3,The woman joked with the maid of the executives who were,0,pl,0,0.06768689861,0.1304259581,0.1233433522,0.1473399843,0.1227082943,0.151745592,0.1413927391,0.1752579555,0.1038006297,0.1514823202,0.08882440102,0.1299173675,0.07665258702,0.1157565516,0.08632390573,0.1311250261,0.1461597921,0.1952667491,0.1898882295,0.2550283079,0.2111278412,0.3382327559,0.3985677658,0.5400613534,0.5604720788,0.6463114082,0.5687657046,0.6904742761,0.4982014416,0.629564204,0.407259155,0.5325740822,0.5070003071,0.5948748116,0.4621073949,0.5709939033
reading,3,The woman joked with the maids of the executive who were,0,pl,1,0.06759567775,0.008287885502,0.1282187587,0.05062796262,0.1262071021,0.0468614439,0.1424509665,0.06805804013,0.1040656531,0.02994293684,0.08875996564,0.02344343227,0.07834299028,0.01392230376,0.08642473615,0.01424551583,0.1787210191,0.0325136193,0.281942698,0.07188236686,0.3165371422,0.1811928256,0.4884081742,0.4935433619,0.6606916438,0.6130340354,0.6834027735,0.6818195926,0.6181838632,0.6068109983,0.5318911416,0.5394407525,0.6010414971,0.5905039519,0.5564354414,0.5962634581
reading,3,The woman assisted the executive of the maids who was,1,sg,1,0.07161654047,0.0393461576,0.109185063,0.1171069913,0.109963929,0.0947225371,0.1044629827,0.1140672432,0.06494457811,0.07159175667,0.04895903376,0.06151489439,0.03715547303,0.03503302859,0.03573288956,0.05733866832,0.05357526315,0.1145674756,0.08216208308,0.2033464624,0.1664269823,0.3610594044,0.5055348842,0.6175497951,0.6051680201,0.739891125,0.5965200101,0.7825421371,0.5511790482,0.7285277859,0.491998162,0.6472204345,0.5415241016,0.680799429,0.5013491752,0.6470453044
reading,3,The woman assisted the executives of the maid who was,1,sg,0,0.07856579543,0.1076098118,0.1039512482,0.1200315494,0.1034904394,0.1164089916,0.1157702975,0.138319739,0.07050252803,0.103583956,0.05655002377,0.08958767671,0.03128589742,0.07690255121,0.05276528616,0.08921031634,0.07335485446,0.1574839799,0.1013842888,0.1976030719,0.158449085,0.3149029007,0.414504237,0.6018470278,0.5830322229,0.7219376973,0.5863739661,0.7492108504,0.5308623893,0.7019160216,0.4686736227,0.6276131344,0.5507162308,0.6434085079,0.4919646054,0.6489625529
reading,3,The woman assisted the executive of the maids who were,1,pl,0,0.008469381902,0.0674064585,0.05013465257,0.1394704414,0.04817789804,0.1336759367,0.06704609623,0.1502213302,0.02865578374,0.1114501621,0.02220789653,0.0983337537,0.01245478671,0.08518874305,0.01093243639,0.1040787111,0.02979284637,0.1933871107,0.05915151348,0.3102605417,0.1620328221,0.4218190205,0.4801636947,0.6184105387,0.578112993,0.7397799802,0.5718214733,0.7868173812,0.5086211876,0.7164387147,0.4371423347,0.6265506666,0.4997793448,0.6648115674,0.4726882611,0.6453510506
reading,3,The woman assisted the executives of the maid who were,1,pl,1,0.1307781164,0.06964183932,0.1466928988,0.07518976697,0.1483558242,0.07576484771,0.1647376099,0.08998052628,0.139499736,0.05239732045,0.1154387708,0.03786398319,0.1063621312,0.02257638804,0.1141208892,0.03769976542,0.179425603,0.055623915,0.2229525002,0.1236604931,0.2924882959,0.2445297042,0.5358116379,0.4626293859,0.6821362353,0.614228756,0.6828209851,0.6696939179,0.6379217726,0.6178742654,0.570302454,0.5474771285,0.617814234,0.5863173844,0.5598774145,0.5997595434
reading,3,The woman joked with the executive of the maids who was,0,sg,1,0.07856874156,0.0394911458,0.1014648156,0.1179852302,0.1020028345,0.09658838465,0.1154325677,0.1145889918,0.06980755389,0.07197481996,0.05587774058,0.06126809538,0.03105486902,0.03493400832,0.05031910755,0.05762852932,0.0713731632,0.1161938329,0.1030577831,0.2085068726,0.1454278188,0.3640168171,0.3837165037,0.5810482185,0.5572633761,0.6943329654,0.5646862701,0.7346401201,0.5132616315,0.6702133352,0.4473835028,0.5958769385,0.5431107818,0.6529454892,0.4745623237,0.5960584942
reading,3,The woman joked with the executives of the maid who was,0,sg,0,0.07857504589,0.1076560318,0.1017528238,0.1233309412,0.1027976616,0.1191805917,0.115230831,0.1395602283,0.06989398295,0.1056663634,0.05655730838,0.09136068013,0.03096394601,0.07842493833,0.04911139056,0.09088840181,0.06818232883,0.1574647838,0.08426694972,0.1880406847,0.1185521121,0.3041398209,0.3374950354,0.528388555,0.5102114387,0.6504043896,0.5125929009,0.6749869105,0.4637632109,0.6153612741,0.3970840259,0.5437963867,0.4967001064,0.5825644302,0.437467474,0.5776316363
reading,3,The woman joked with the executive of the maids who were,0,pl,0,0.1308183619,0.06776123363,0.1476188504,0.1381241184,0.1486672566,0.1331349482,0.1589340438,0.1495658485,0.1297378256,0.1117104718,0.1087949488,0.097877669,0.09881914986,0.08471092655,0.09838882285,0.1033881454,0.1359305645,0.1944716345,0.1824978508,0.3251356743,0.1941244778,0.4304849894,0.4289400278,0.6157289991,0.604269194,0.7312772063,0.6007422659,0.7669419016,0.545890769,0.6896827738,0.4687908309,0.5942301298,0.5562907702,0.6538293567,0.500528945,0.6231677334
reading,3,The woman joked with the executives of the maid who were,0,pl,1,0.1307830523,0.06987436725,0.1437829851,0.07673817929,0.1462735866,0.07699638752,0.1624961582,0.09087989296,0.1376366676,0.05412577147,0.1137789008,0.03919764412,0.1043879388,0.02347430877,0.1089908252,0.03855100426,0.1742763982,0.05855899352,0.2138049561,0.1304142773,0.2320825963,0.2335745351,0.4645902511,0.4415109642,0.6243595091,0.5893727699,0.6251315541,0.6314474526,0.5785966825,0.5727489811,0.5039358863,0.4859383285,0.5702469939,0.5617132262,0.5216285639,0.5716332126
reading,4,The man trusted the captain of the sailors who was,1,sg,1,0.03921433101,0.06996646671,0.09859809909,0.1079719846,0.09121427413,0.08697108965,0.1060875098,0.1140822719,0.0730832744,0.08040039492,0.05762882984,0.05931506687,0.04470494141,0.040424,0.05913081294,0.07443289168,0.1052527997,0.112640718,0.1848384963,0.2430407999,0.2575453798,0.3438502035,0.5109845773,0.5898262081,0.6177906161,0.6990408395,0.6186513117,0.7223582862,0.5401204593,0.670603859,0.4797681546,0.5958323239,0.5472310314,0.6393450221,0.4955029499,0.6112031062
reading,4,The man trusted the captains of the sailor who was,1,sg,0,0.06025542922,0.05632913527,0.08317558422,0.1192517823,0.08627673776,0.1035527619,0.1128025199,0.1215364046,0.08023354734,0.09817249333,0.0583338644,0.08212370781,0.02225908645,0.06654978406,0.0444005443,0.09757034569,0.06143210831,0.1453568891,0.1444809672,0.2165933273,0.2185404495,0.2878866834,0.4513874174,0.5424932365,0.576585033,0.6607426085,0.5931116013,0.7259405987,0.4934419213,0.6576642204,0.4376878335,0.5913783663,0.5210649081,0.6003667847,0.4720673569,0.6027640665
reading,4,The man trusted the captain of the sailors who were,1,pl,0,0.07058061087,0.0857150088,0.1018067547,0.1256995927,0.08004711763,0.1042270573,0.1028367567,0.1299083574,0.0533234862,0.1041460778,0.03488672921,0.08966071964,0.01763558139,0.07953275441,0.0342733837,0.1138659323,0.04830972334,0.1697436802,0.1393351139,0.3191765409,0.2047754269,0.3918610021,0.4676256052,0.6185374842,0.5973947208,0.7319076609,0.5932896161,0.7337601783,0.5031337241,0.6701692721,0.4233758996,0.5765883493,0.53233604,0.6454493416,0.4840094203,0.6289532501
reading,4,The man trusted the captains of the sailor who were,1,pl,1,0.1382953422,0.08782079764,0.1479264651,0.09980301929,0.1345189692,0.08252124059,0.1669343889,0.1049735872,0.1590042087,0.07615050489,0.1446273037,0.0536072054,0.1813807755,0.03019704376,0.1895434989,0.0590890562,0.2608524753,0.080822707,0.3226017299,0.1726800993,0.3758022696,0.2556188158,0.6134857101,0.5526422159,0.7052712872,0.6846427711,0.6849921553,0.7394573738,0.5939401442,0.6665973373,0.527517271,0.5880834849,0.5961764056,0.6122137431,0.5640627364,0.633576759
reading,4,The man stood near the captain of the sailors who was,0,sg,1,0.0601174066,0.07008577788,0.08111800783,0.1079769055,0.08416596619,0.08675329428,0.1106016667,0.1144468424,0.07695268274,0.08061543721,0.05491543249,0.06012305886,0.01954002127,0.04086643138,0.04100358378,0.07338032958,0.0607564421,0.110637017,0.1466928398,0.2267660095,0.213553634,0.3413487926,0.3684871268,0.5691903631,0.494674258,0.6800253482,0.5015866909,0.717349813,0.416936091,0.6633113805,0.3466275839,0.5695316183,0.4851259652,0.65132149,0.4251768396,0.6310518752
reading,4,The man stood near the captains of the sailor who was,0,sg,0,0.06021114455,0.05604412051,0.08166794553,0.1193809055,0.08524009879,0.1031798685,0.1117459181,0.1206209062,0.07924208616,0.09756536061,0.05725609364,0.08232042056,0.02117601976,0.06649070563,0.04321267406,0.09767031299,0.05793083466,0.1473029252,0.129802035,0.2142530515,0.199461595,0.289722345,0.3468216198,0.5157473034,0.4842881995,0.6276583009,0.4988882555,0.6929407237,0.4146382777,0.6246205868,0.3487185467,0.5320756477,0.4802872852,0.5823493042,0.417076916,0.5736633753
reading,4,The man stood near the captain of the sailors who were,0,pl,0,0.1382822648,0.08585930628,0.1474080413,0.1268265448,0.1338439876,0.1042600417,0.1663116929,0.1302403464,0.1560970464,0.1042813588,0.1411394054,0.09047711773,0.1733305924,0.07989148023,0.1760308135,0.1129793873,0.2259397173,0.1683276653,0.2718281254,0.3031369127,0.294428377,0.3927100245,0.455763804,0.588741183,0.5634895008,0.7020928609,0.5380235892,0.7081823098,0.4520707453,0.6322440413,0.3673085278,0.5247698699,0.5195272955,0.6410873904,0.4648826045,0.6276546727
reading,4,The man stood near the captains of the sailor who were,0,pl,1,0.138337091,0.08758534636,0.1466380595,0.1002999776,0.1331139238,0.08215866386,0.1656488956,0.1047781571,0.1575489133,0.07614173261,0.1434301241,0.05433962056,0.1797784861,0.03084633238,0.1864764094,0.05927561531,0.2577633584,0.08305856047,0.3035454245,0.1667455551,0.3524615847,0.2657835158,0.523103541,0.5194024778,0.6229399143,0.6533203862,0.6027854686,0.7011904344,0.5174268599,0.6303286701,0.4373894547,0.5321892493,0.5539890467,0.5954798615,0.5014867388,0.5968936233
reading,4,The man trusted the sailor of the captains who was,1,sg,1,0.05581537921,0.0607280782,0.1131118137,0.08686569926,0.09891240118,0.08951587077,0.1151584932,0.1173135284,0.0918554509,0.0853926632,0.07453961601,0.06330713573,0.05937660888,0.02906805328,0.08170095538,0.05430247825,0.1240176749,0.07304077998,0.1872392277,0.1855282533,0.2583594996,0.3088660012,0.5501276242,0.5414287521,0.6586964335,0.6444661104,0.6965118794,0.7008979237,0.6364970526,0.6390915294,0.5458360379,0.5278187079,0.5961320814,0.5936091766,0.5533681969,0.5873266611
reading,4,The man trusted the sailors of the captain who was,1,sg,0,0.06923800131,0.03979493857,0.1053103689,0.1070204282,0.08452178308,0.09758556673,0.1101535008,0.1154831257,0.07843235405,0.08674105118,0.05549316067,0.07130894087,0.0353035427,0.05760168127,0.06545397006,0.07782020285,0.106968165,0.1332542276,0.2019928537,0.2214936647,0.2614669534,0.2911247733,0.5225286408,0.5416811796,0.6466016415,0.6548634386,0.6910277017,0.726233989,0.6324038715,0.6564196303,0.5560174591,0.5669824224,0.5982092736,0.5862379398,0.5620414357,0.590899913
reading,4,The man trusted the sailor of the captains who were,1,pl,0,0.08777357566,0.1384635925,0.09417792424,0.1607969128,0.07845225313,0.1432577101,0.1035112018,0.178343632,0.07608864138,0.170676388,0.05418659984,0.1569256264,0.03008895373,0.1859673086,0.06018588853,0.1992331227,0.08633602672,0.2606171745,0.1629319869,0.3459298823,0.2371124187,0.4172079829,0.5143093623,0.6073212685,0.6360667661,0.6995091744,0.6720355629,0.7309431352,0.5921911962,0.6582818769,0.4942048399,0.547756286,0.5633531911,0.6070764298,0.5342401247,0.6153350781
reading,4,The man trusted the sailors of the captain who were,1,pl,1,0.08497992471,0.07096911902,0.1171544952,0.112707656,0.0962474563,0.08498366184,0.1164433842,0.1064236,0.09220824034,0.06017685288,0.07811003687,0.0406728755,0.06946887447,0.02274813496,0.09528363648,0.03811520028,0.1537258354,0.04617854929,0.3023517513,0.1931388955,0.3530580993,0.2578467246,0.6010357052,0.5259520857,0.7083908765,0.6552324314,0.7270076483,0.725848834,0.6660441025,0.6427394626,0.5833948602,0.5525333981,0.6310988246,0.5968105597,0.6118665808,0.6178616141
reading,4,The man stood near the sailor of the captains who was,0,sg,1,0.06928016158,0.06045238056,0.1026266984,0.08524233518,0.08310504441,0.08886047562,0.1098630775,0.1163683606,0.07828257879,0.08476145614,0.05546714479,0.0630468596,0.03577792948,0.02877471932,0.06665579917,0.05370462375,0.09744045314,0.07181001396,0.1785467893,0.1734044843,0.2348357112,0.3080708015,0.4239960668,0.4991697591,0.5550172866,0.6013459758,0.5860677515,0.6565558104,0.5357525929,0.5902482076,0.4426204722,0.4683369878,0.5477978428,0.5701591036,0.4846573389,0.5390702371
