exp,verb,item,sent,bias,isHigh ,gender,tf_layer_0_HIGH_SIM,tf_layer_0_LOW_SIM,tf_layer_1_HIGH_SIM,tf_layer_1_LOW_SIM,tf_layer_2_HIGH_SIM,tf_layer_2_LOW_SIM,tf_layer_3_HIGH_SIM,tf_layer_3_LOW_SIM,tf_layer_4_HIGH_SIM,tf_layer_4_LOW_SIM,tf_layer_5_HIGH_SIM,tf_layer_5_LOW_SIM,tf_layer_6_HIGH_SIM,tf_layer_6_LOW_SIM,tf_layer_7_HIGH_SIM,tf_layer_7_LOW_SIM,tf_layer_8_HIGH_SIM,tf_layer_8_LOW_SIM,tf_layer_9_HIGH_SIM,tf_layer_9_LOW_SIM,tf_layer_10_HIGH_SIM,tf_layer_10_LOW_SIM,tf_layer_11_HIGH_SIM,tf_layer_11_LOW_SIM,tf_layer_12_HIGH_SIM,tf_layer_12_LOW_SIM,tf_layer_13_HIGH_SIM,tf_layer_13_LOW_SIM,tf_layer_14_HIGH_SIM,tf_layer_14_LOW_SIM,tf_layer_15_HIGH_SIM,tf_layer_15_LOW_SIM,tf_layer_16_HIGH_SIM,tf_layer_16_LOW_SIM,tf_layer_17_HIGH_SIM,tf_layer_17_LOW_SIM
ic_match,admonished,0,The man admonished the boy because he,-32,0,m,0.2402590824,0.1899774851,0.2652571068,0.2129499638,0.2692285838,0.2264097877,0.2894783512,0.2376941497,0.2441130296,0.2048563495,0.2620152065,0.2049972017,0.245747303,0.1971631333,0.2457625938,0.204163068,0.2568028482,0.2218517654,0.215211535,0.2294963169,0.2694033419,0.3281745425,0.3038903405,0.4903578123,0.4280252622,0.5804926833,0.4080727323,0.620298303,0.3945505152,0.5288077221,0.3647448026,0.4757362311,0.5211680198,0.6039915038,0.3901926194,0.5183808827
ic_match,admonished,0,The boy admonished the man because he,-32,0,m,0.1901850504,0.2402979513,0.2145791727,0.2698892837,0.2271621739,0.2752068025,0.2391293429,0.2956734315,0.2062038556,0.2503904541,0.2032834831,0.272743234,0.1963980522,0.252014857,0.2042071494,0.251502275,0.2267318589,0.2724800938,0.2213172247,0.2606994613,0.286352299,0.3714877208,0.4053700816,0.4890801755,0.5257983849,0.5808916314,0.4947096522,0.6218342122,0.4445038536,0.5262606524,0.4179091984,0.4685446215,0.5336421414,0.5579302086,0.435642804,0.4751512659
ic_match,adored,0,The man adored the boy because he,-74,0,m,0.2404584637,0.1900679457,0.2674764068,0.2145298845,0.2701751108,0.2265660498,0.2911444667,0.2379963041,0.2462314467,0.2054322821,0.2642614926,0.2041430266,0.2505444923,0.1992965843,0.2567056211,0.2064295376,0.2639188337,0.2253983737,0.2276397351,0.2372472579,0.2571742165,0.2967393257,0.3590483505,0.4755250677,0.4573684418,0.5736843287,0.4372598334,0.6504333522,0.3837383071,0.5695130265,0.3607950966,0.5285566718,0.5014906177,0.6194372335,0.3770372287,0.5339884026
ic_match,adored,0,The boy adored the man because he,-74,0,m,0.1902463633,0.2405216307,0.2149287785,0.276114059,0.2269531268,0.2812434909,0.2391419173,0.2999983378,0.2069201555,0.2563056996,0.2046364374,0.2765940121,0.1987464656,0.2596423597,0.206439166,0.2651786574,0.2337350384,0.2797946665,0.2314212101,0.2753080214,0.2868133369,0.3317156903,0.4325068792,0.5176744674,0.5258164435,0.6222949936,0.5039561263,0.6828107282,0.4340446965,0.6095801184,0.4203575774,0.565866609,0.532595598,0.6496891559,0.4384928783,0.5799446081
ic_match,advised,0,The man advised the boy because he,-28,0,m,0.2391427163,0.1895411071,0.2647338097,0.2147300711,0.2704063569,0.2277856578,0.289368358,0.2384079306,0.2432543574,0.204176041,0.2615526208,0.2050666487,0.2452534463,0.1974338542,0.2452882117,0.2052542246,0.2575857966,0.2243213878,0.2185836221,0.2370871525,0.2643897125,0.343084762,0.358562919,0.4790657425,0.4492544295,0.5504261947,0.4301796155,0.5955198176,0.3971553312,0.4787864344,0.3645108782,0.431764208,0.505638344,0.5387784391,0.3904543923,0.4436640541
ic_match,advised,0,The boy advised the man because he,-28,0,m,0.1896983287,0.2391481172,0.2165296552,0.2654976983,0.2288998331,0.2736452081,0.2400225651,0.2935868495,0.2054464943,0.2471192871,0.2034265174,0.2691476578,0.1965725721,0.2490933587,0.2057082992,0.2508305019,0.2322291826,0.2739284597,0.2298201374,0.2634407934,0.2999553016,0.3601639768,0.4494935066,0.4893295036,0.5496265806,0.5873558182,0.5411061214,0.6223295206,0.4857296894,0.5108077548,0.4544713461,0.4560861787,0.5680701606,0.546714403,0.489232788,0.4729859149
ic_match,affected,0,The man affected the boy because he,29,0,m,0.2397594898,0.189842045,0.2667010004,0.2136812982,0.2703940941,0.2265910923,0.2905734307,0.2384803452,0.2454194325,0.2064407989,0.2629484843,0.2051762414,0.2499069534,0.1994344654,0.2609689845,0.2139467999,0.2661244227,0.2331909644,0.2282298201,0.2469547435,0.2633367156,0.2960306369,0.3984866804,0.4188231994,0.490952933,0.5349743237,0.4907915162,0.5887886793,0.4512978531,0.5149829492,0.4253798333,0.4404762143,0.5295478747,0.5345912529,0.405832153,0.4390850683
ic_match,affected,0,The boy affected the man because he,29,0,m,0.1898899336,0.2397631158,0.2142114514,0.2695942835,0.2267195566,0.2750278943,0.2392419533,0.2964616031,0.2066038405,0.2513092159,0.2034981483,0.2698862552,0.1977170156,0.2532304082,0.2123026302,0.2665339546,0.2380959425,0.2817507872,0.2312471149,0.278686643,0.2905477121,0.3258407803,0.460537858,0.4350178996,0.5637298064,0.5774123117,0.574165708,0.6209914704,0.5279748839,0.5413045448,0.506618885,0.4641718065,0.5858170963,0.5425309979,0.5134940334,0.4686871493
ic_match,aggravated,0,The man aggravated the boy because he,59,0,m,0.2402740744,0.1900226274,0.267227472,0.2145663287,0.2703539667,0.22690679,0.2908979394,0.2391264191,0.2460966242,0.2067274971,0.2635512122,0.2026508156,0.249504089,0.1972868472,0.2569016081,0.2082064261,0.2617557556,0.2264027882,0.2226951631,0.234828805,0.2519453262,0.2884620396,0.3518916209,0.4592934266,0.4610881551,0.5790633445,0.4342230694,0.6326906967,0.3858503593,0.5323740696,0.362927513,0.4939509442,0.4984922374,0.5877057164,0.3665659019,0.5019328174
ic_match,aggravated,0,The boy aggravated the man because he,59,0,m,0.1902010109,0.2402765342,0.213520818,0.2729492228,0.2261955973,0.2784303113,0.239305947,0.3005610153,0.2070077828,0.2556408045,0.2040471304,0.2728178386,0.1982693944,0.2551630535,0.2097064626,0.2627441388,0.2333958111,0.2765542516,0.2255533097,0.2621450107,0.2701715481,0.3235799922,0.4328245632,0.4933285295,0.546549863,0.6093536466,0.5171835771,0.6375801506,0.4557614803,0.5230209123,0.4400982465,0.4894982445,0.552362357,0.5742208471,0.4570433629,0.4946588581
ic_match,agitated,0,The man agitated the boy because he,85,0,m,0.2402740744,0.1899664867,0.2670539955,0.21316218,0.269471466,0.2271441047,0.2900414193,0.239282322,0.2448490618,0.2070222832,0.2615571488,0.2048331036,0.2470614122,0.1988072332,0.252172554,0.2082701731,0.2597485688,0.2292564831,0.2247047613,0.2430737994,0.2636165697,0.2933844649,0.3278112744,0.4513239839,0.426838257,0.530403223,0.4049866493,0.6030243339,0.3713939304,0.4951950711,0.3502104389,0.4534189835,0.4904825719,0.5693983285,0.3646581237,0.4845563997
ic_match,agitated,0,The boy agitated the man because he,85,0,m,0.1902010109,0.2403057711,0.2158345478,0.2719595851,0.2273639814,0.2787374304,0.2396580163,0.2995554156,0.206991496,0.2553212468,0.2032815785,0.2743235665,0.1969778088,0.2558066565,0.2049177381,0.2647725122,0.2313323839,0.2808657667,0.2311132983,0.2653440568,0.302792397,0.3252085897,0.4355870839,0.4941714166,0.5348418578,0.6044786689,0.5108824438,0.6379932751,0.455481249,0.5219621036,0.4366564138,0.46823411,0.5354136172,0.5541613614,0.4485595136,0.4965820871
ic_match,alarmed,0,The man alarmed the boy because he,58,0,m,0.2396155907,0.1897069359,0.2657411067,0.2095565238,0.2682032592,0.2239026087,0.288566661,0.2359836765,0.2433973243,0.2028338807,0.2601398909,0.2014205285,0.2458636628,0.1941501114,0.2541175442,0.2021645919,0.2585979511,0.2153123047,0.2240349385,0.2201003237,0.2487229212,0.253101372,0.3342650971,0.3370733849,0.4406495875,0.4661109996,0.4101988273,0.537499931,0.3908927673,0.4476416849,0.3672172136,0.4172823176,0.5096329193,0.5302103846,0.3819262296,0.4384086581
ic_match,alarmed,0,The boy alarmed the man because he,58,0,m,0.1899116379,0.2396750391,0.2117868498,0.2690041998,0.224003268,0.2760302681,0.2363289787,0.2986992187,0.2032681138,0.2519518613,0.199653298,0.2703740319,0.1935082973,0.2507426963,0.2001698103,0.259159481,0.2197831,0.2698869004,0.2132287244,0.2571740653,0.2527673659,0.3225729375,0.3906342809,0.3945665341,0.4972967639,0.524698074,0.4677401005,0.5698278612,0.4318821212,0.4496130773,0.4134674641,0.4186084294,0.5315397251,0.517307603,0.4453766533,0.4386833284
ic_match,alienated,0,The man alienated the boy because he,41,0,m,0.2404681381,0.1901966403,0.2667649269,0.2131190213,0.2696348846,0.2276250475,0.2906983609,0.2387413707,0.245049771,0.2084452023,0.2626597783,0.2068030617,0.2493982224,0.1996947094,0.2564420844,0.2073524669,0.2606982491,0.2173913378,0.2323680724,0.2199843305,0.2439933987,0.2525709188,0.3243653385,0.4181836003,0.4452240981,0.5456631943,0.4217696985,0.6124686938,0.4001249434,0.5157011786,0.3702625259,0.4827120264,0.5078631865,0.5819427251,0.3746702123,0.4970188086
ic_match,alienated,0,The boy alienated the man because he,41,0,m,0.190343055,0.2405259882,0.2151265371,0.2717200324,0.2270266414,0.2792554181,0.2394549813,0.2968203088,0.2073540955,0.2516296146,0.2034962277,0.2704201637,0.1972786914,0.2548037436,0.2052817284,0.2612942922,0.2293743229,0.2715005079,0.2291383275,0.2567435424,0.2616875122,0.3102700411,0.3784948285,0.4830449838,0.4891101359,0.6037397828,0.4424226908,0.6385956577,0.4164261006,0.553558156,0.3938800053,0.5195455603,0.5163517226,0.6075503024,0.4185075229,0.5270497118
ic_match,amazed,0,The man amazed the boy because he,68,0,m,0.2402740744,0.1900226274,0.2661763103,0.2153176514,0.269612999,0.2261408455,0.289808693,0.2378067833,0.2461569559,0.2056961363,0.2631390437,0.2028395013,0.2459847437,0.1968755804,0.2519781144,0.2071553337,0.2621287001,0.227492562,0.2360534164,0.2407638434,0.2620202299,0.2742314644,0.3685028967,0.3972257355,0.4692322709,0.5065098634,0.4469165687,0.5475878259,0.4300493932,0.4643797339,0.3985238945,0.4259410248,0.5291236114,0.5243560021,0.4112764404,0.4343521744
ic_match,amazed,0,The boy amazed the man because he,68,0,m,0.1902010109,0.2403388065,0.2163372676,0.2695513956,0.2281117687,0.275893023,0.2393185945,0.2958754709,0.2072156822,0.2515719554,0.2037929999,0.2703500893,0.1970760823,0.2508763292,0.2059322242,0.2577428418,0.2324711956,0.2780268914,0.2332886787,0.2752334428,0.2759509138,0.3282741895,0.4304142679,0.4317049677,0.5398999329,0.5732621316,0.5050835586,0.5868985469,0.4603634829,0.4717338816,0.436983733,0.4288203866,0.5406182776,0.5070839619,0.4602781085,0.43316511
ic_match,amused,0,The man amused the boy because he,67,0,m,0.2402740744,0.1899255811,0.2658920085,0.2129681256,0.2689333809,0.225339958,0.2898428865,0.2378245095,0.2455668654,0.2054914622,0.2623019529,0.2039557614,0.246621258,0.1981147143,0.2519309613,0.2081106282,0.2600545728,0.2269768224,0.2313706635,0.2291681505,0.259821791,0.2640809832,0.3572958582,0.3812907702,0.4473476547,0.4756324469,0.4273518341,0.5217813395,0.4047788982,0.429522446,0.3813945754,0.3988439973,0.5179565718,0.524449318,0.3926599922,0.4331496972
ic_match,amused,0,The boy amused the man because he,67,0,m,0.1902010109,0.2403432313,0.214919115,0.2722111602,0.2263666195,0.2771198226,0.2387989021,0.2970745249,0.2066904617,0.2535407197,0.2032739866,0.2740437054,0.1970288819,0.254837036,0.2058934488,0.260899367,0.2307297541,0.277358538,0.2284900807,0.2639907361,0.2821674583,0.3229120133,0.4321101939,0.4275342297,0.5293867114,0.5682330476,0.4991414643,0.5880821029,0.4448719912,0.4642684552,0.4280242101,0.4192955188,0.5356251745,0.5239630496,0.4456677876,0.4584017464
ic_match,angered,0,The man angered the boy because he,85,0,m,0.2395810823,0.1896844543,0.2662735278,0.2095939785,0.269250061,0.2237494077,0.2897277316,0.2351990882,0.2442324259,0.2033638474,0.2614400295,0.2033328903,0.2450898927,0.1951281712,0.2508437782,0.2027775494,0.2535688065,0.2116104485,0.2174448922,0.2172972525,0.2417311084,0.2461969894,0.3360920416,0.3483423304,0.440335071,0.4727922193,0.4053671345,0.548365977,0.3962826327,0.4669737946,0.3692699677,0.438182807,0.5181279245,0.5617695332,0.3841885455,0.477016212
ic_match,angered,0,The boy angered the man because he,85,0,m,0.1899666053,0.2394406511,0.214213527,0.2684006156,0.2258460702,0.2759267497,0.2382080666,0.2960665628,0.2054180469,0.2494112936,0.2016791318,0.2704783264,0.1944314055,0.2501032948,0.2019736997,0.2576329508,0.2205017595,0.2651847496,0.2145627546,0.2526786405,0.2473456023,0.3154494346,0.3762692789,0.4304495998,0.4877136535,0.5562519006,0.4534027103,0.6041203497,0.4256055445,0.4896966443,0.401698136,0.452931278,0.5239634157,0.5617832367,0.4263022719,0.4927976799
ic_match,annoyed,0,The man annoyed the boy because he,79,0,m,0.2394101066,0.1897046783,0.2649665123,0.2119044852,0.2676968919,0.2252774059,0.2889668789,0.2368947757,0.2439559599,0.2046247717,0.2619959691,0.203162546,0.2464843713,0.1961152375,0.2553198402,0.2041625115,0.2601137696,0.2160427249,0.2233857442,0.2123849009,0.2393692747,0.2467678596,0.3357927508,0.3486255436,0.4360846187,0.4618442158,0.4006751223,0.5604331454,0.3868815382,0.4852175652,0.3670781172,0.4582373034,0.5055978319,0.5773476518,0.3686222749,0.4900229843
ic_match,annoyed,0,The boy annoyed the man because he,79,0,m,0.189918598,0.2394476076,0.2141620305,0.2684657782,0.2258384612,0.2725904867,0.2384779005,0.2943421806,0.2062260418,0.2489520767,0.2032296619,0.2684408312,0.1964106835,0.2486797133,0.2050103818,0.258796375,0.228227231,0.2649830726,0.2215647036,0.2530671852,0.2606493316,0.3115472086,0.3957734713,0.4311714376,0.4986442221,0.5651772538,0.4910444092,0.6046498706,0.4468249591,0.487770932,0.4296090992,0.4547660091,0.5341983525,0.5498143547,0.4449096136,0.4903936675
ic_match,answered,0,The man answered the boy because he,-64,0,m,0.239391638,0.189732801,0.266549123,0.2125820164,0.2699610106,0.2264308107,0.2903133479,0.2383542772,0.2450312936,0.2049984784,0.2623965072,0.2032223206,0.2471864144,0.1970064066,0.2534668258,0.2065596423,0.2623671222,0.2261302817,0.224574946,0.2231511317,0.2579386316,0.2912572355,0.3408233187,0.4561879225,0.4301542791,0.5351837048,0.3987771492,0.6124150953,0.363911869,0.5358958787,0.3434321059,0.4968921954,0.4881677689,0.5582845873,0.3717030245,0.4482831959
ic_match,answered,0,The boy answered the man because he,-64,0,m,0.1898571431,0.2392780088,0.2156964469,0.2671438664,0.2278492535,0.2714761852,0.2398896517,0.2926981595,0.2065593099,0.249275979,0.2036776918,0.2672249538,0.1975347959,0.2495092103,0.208213002,0.2569230804,0.2353686873,0.2741837624,0.2350709142,0.2574777355,0.2807926774,0.3210036689,0.4276583831,0.4450085343,0.5277516881,0.5151088994,0.5149166848,0.5847813362,0.451413542,0.499839093,0.4396660478,0.4515449505,0.5458699848,0.5303091851,0.4453125948,0.4331454551
ic_match,apologized to,0,The man apologized to the boy because he,93,0,m,0.239389472,0.189745597,0.2644758127,0.2136532079,0.2677326125,0.2244769872,0.2876289776,0.2340293462,0.2426245346,0.2028520859,0.2615008573,0.2016224394,0.2466007773,0.1938302407,0.2591459086,0.2042452687,0.2659384962,0.2187348138,0.2157920943,0.1991748248,0.2550985395,0.2558366275,0.3421730304,0.4054882531,0.4456423797,0.5029260374,0.4200287336,0.5309665126,0.3940144389,0.4415072546,0.3679406778,0.4030070548,0.5075977595,0.5263470106,0.3733180855,0.4211255882
ic_match,apologized to,0,The boy apologized to the man because he,93,0,m,0.1898781719,0.2394344207,0.214551897,0.2672226871,0.2271412053,0.2731665773,0.238116542,0.2931034431,0.2057498966,0.2504570363,0.2033935569,0.2700551044,0.1965030469,0.2506440816,0.2080388896,0.2606652165,0.2339571941,0.2678441724,0.2223735753,0.2380471828,0.275164753,0.311736606,0.3961873526,0.4380978969,0.4958764459,0.535375133,0.463336514,0.5582888199,0.4171485474,0.4487041646,0.3976321842,0.4134403472,0.5193329321,0.5180696998,0.4273151168,0.4359011631
ic_match,appalled,0,The man appalled the boy because he,78,0,m,0.2402740744,0.1898955592,0.2673097519,0.2139096137,0.2694289527,0.2254174962,0.2895211097,0.2368914138,0.24485255,0.2050329315,0.2609065422,0.2023066419,0.2453111733,0.19526815,0.2447975129,0.2018020973,0.2539306507,0.2172056993,0.2210419372,0.2291820355,0.2505956751,0.269989856,0.3573793014,0.3955624821,0.459575644,0.4817983952,0.428810944,0.5561439769,0.4123393736,0.4729950158,0.3868495467,0.4389262825,0.5193752361,0.5401758882,0.3981362711,0.4517856826
ic_match,appalled,0,The boy appalled the man because he,78,0,m,0.1902010109,0.2403060575,0.2154630496,0.2711602752,0.2264933335,0.2760267484,0.2385206045,0.296051317,0.2057039578,0.2508597709,0.2011052237,0.27090763,0.194043113,0.2513949817,0.1988324965,0.2545431451,0.2212506767,0.2720844688,0.2196376522,0.2690521679,0.2690303499,0.3280112108,0.4191114761,0.4572061903,0.5272085212,0.5805785694,0.4968334573,0.608939382,0.4560133736,0.4894264258,0.429254977,0.4450858066,0.5372974364,0.5311300956,0.4537094952,0.4605525334
ic_match,applauded,0,The man applauded the boy because he,-84,0,m,0.2395879953,0.1897159759,0.2657423743,0.2118821601,0.2687526414,0.2248840446,0.2890211398,0.2369581358,0.243928502,0.2043593092,0.2610533158,0.2031597133,0.2461168287,0.1969003519,0.2465781012,0.2029243136,0.2593771539,0.2252803467,0.2245964998,0.2381957573,0.2614540888,0.3044051587,0.3571547066,0.5083389989,0.4636145518,0.597085125,0.4359730679,0.6525098855,0.3877270629,0.553729637,0.35347607,0.500869078,0.4896173369,0.5899638783,0.3615123763,0.5254629846
ic_match,applauded,0,The boy applauded the man because he,-84,0,m,0.1899350943,0.2395828575,0.2143815884,0.2694003674,0.2267752594,0.2742079007,0.2386305911,0.295346419,0.205875194,0.2504133557,0.2027829705,0.2710369261,0.1966808257,0.2525469504,0.2029178235,0.2552353812,0.2312153938,0.2759702012,0.230499958,0.2859347502,0.2806072204,0.3694710294,0.4256931246,0.5443526612,0.5443608106,0.6315130534,0.5062594671,0.66495841,0.4348352559,0.580675127,0.4193483145,0.5092197394,0.5309809239,0.6003728779,0.449306734,0.5409458376
ic_match,appreciated,0,The man appreciated the boy because he,-87,0,m,0.2400483004,0.1898429787,0.2654303718,0.2117242505,0.2694084681,0.2232803541,0.2903239941,0.2358188253,0.2455601546,0.2036699023,0.2631446898,0.2030066507,0.2476952841,0.1977345311,0.2493657452,0.2038178834,0.2612078061,0.2281216027,0.2302502837,0.2497951877,0.2479167614,0.319065224,0.3496990903,0.5292729627,0.4637375274,0.6218083487,0.4465922237,0.6995135458,0.3954161144,0.614482135,0.3569241328,0.5430768884,0.4977600241,0.6268395472,0.3712585973,0.5346528036
ic_match,appreciated,0,The boy appreciated the man because he,-87,0,m,0.1900677485,0.2400879691,0.2141131695,0.2707995243,0.2266952616,0.2747087944,0.2392979632,0.295086971,0.2067645291,0.2515838615,0.2040219039,0.2717941027,0.1980812659,0.2546079343,0.2045967199,0.2591887694,0.2352129182,0.2801808516,0.2334232426,0.2965429786,0.2781321269,0.3574473187,0.4359314308,0.5525862991,0.5449526271,0.6496621028,0.5150919262,0.7134044035,0.4445514956,0.6334370081,0.4244497676,0.5610244213,0.5423645969,0.6396603481,0.4500599047,0.5519372294
ic_match,approached,0,The man approached the boy because he,39,0,m,0.2398547954,0.1897258784,0.267158496,0.2111671047,0.2697062442,0.2263612132,0.2902121705,0.2385634989,0.2444730053,0.2052934113,0.26155415,0.2042929929,0.2465920723,0.1964711966,0.2554014398,0.2058189053,0.2606837433,0.2228485758,0.2165939025,0.2056457822,0.2418259473,0.2551820383,0.3189476773,0.4154306049,0.4141337108,0.5231753732,0.3872323628,0.5962130939,0.3501555632,0.5262450108,0.3304688524,0.5039653198,0.4784043576,0.6139526428,0.3661278329,0.5256274742
ic_match,approached,0,The boy approached the man because he,39,0,m,0.1899898285,0.2399444317,0.2149708184,0.2677005741,0.2268480147,0.2718339924,0.239432647,0.2939133528,0.2060073851,0.2482451073,0.2027237129,0.265308294,0.1963535337,0.2456704573,0.2072952282,0.2524566912,0.2319637298,0.266624725,0.2195164231,0.2413415013,0.2547801605,0.2961577706,0.3924949988,0.4175039748,0.5088800779,0.5416647663,0.4931238848,0.5768656213,0.4165143676,0.4594238356,0.4033818775,0.4337243728,0.5340321547,0.5687662111,0.4421582375,0.4858888786
