exp,item,sent,hasIC,num,isHIGH,LSTM_avg_layer_0_HIGH_SIM,LSTM_avg_layer_0_LOW_SIM,LSTM_avg_layer_1_HIGH_SIM,LSTM_avg_layer_1_LOW_SIM,LSTM_1_layer_0_HIGH_SIM,LSTM_1_layer_0_LOW_SIM,LSTM_10_layer_0_HIGH_SIM,LSTM_10_layer_0_LOW_SIM,LSTM_11_layer_0_HIGH_SIM,LSTM_11_layer_0_LOW_SIM,LSTM_12_layer_0_HIGH_SIM,LSTM_12_layer_0_LOW_SIM,LSTM_13_layer_0_HIGH_SIM,LSTM_13_layer_0_LOW_SIM,LSTM_14_layer_0_HIGH_SIM,LSTM_14_layer_0_LOW_SIM,LSTM_15_layer_0_HIGH_SIM,LSTM_15_layer_0_LOW_SIM,LSTM_16_layer_0_HIGH_SIM,LSTM_16_layer_0_LOW_SIM,LSTM_17_layer_0_HIGH_SIM,LSTM_17_layer_0_LOW_SIM,LSTM_18_layer_0_HIGH_SIM,LSTM_18_layer_0_LOW_SIM,LSTM_19_layer_0_HIGH_SIM,LSTM_19_layer_0_LOW_SIM,LSTM_2_layer_0_HIGH_SIM,LSTM_2_layer_0_LOW_SIM,LSTM_20_layer_0_HIGH_SIM,LSTM_20_layer_0_LOW_SIM,LSTM_21_layer_0_HIGH_SIM,LSTM_21_layer_0_LOW_SIM,LSTM_22_layer_0_HIGH_SIM,LSTM_22_layer_0_LOW_SIM,LSTM_23_layer_0_HIGH_SIM,LSTM_23_layer_0_LOW_SIM,LSTM_24_layer_0_HIGH_SIM,LSTM_24_layer_0_LOW_SIM,LSTM_25_layer_0_HIGH_SIM,LSTM_25_layer_0_LOW_SIM,LSTM_3_layer_0_HIGH_SIM,LSTM_3_layer_0_LOW_SIM,LSTM_4_layer_0_HIGH_SIM,LSTM_4_layer_0_LOW_SIM,LSTM_5_layer_0_HIGH_SIM,LSTM_5_layer_0_LOW_SIM,LSTM_6_layer_0_HIGH_SIM,LSTM_6_layer_0_LOW_SIM,LSTM_7_layer_0_HIGH_SIM,LSTM_7_layer_0_LOW_SIM,LSTM_8_layer_0_HIGH_SIM,LSTM_8_layer_0_LOW_SIM,LSTM_9_layer_0_HIGH_SIM,LSTM_9_layer_0_LOW_SIM,LSTM_1_layer_1_HIGH_SIM,LSTM_1_layer_1_LOW_SIM,LSTM_10_layer_1_HIGH_SIM,LSTM_10_layer_1_LOW_SIM,LSTM_11_layer_1_HIGH_SIM,LSTM_11_layer_1_LOW_SIM,LSTM_12_layer_1_HIGH_SIM,LSTM_12_layer_1_LOW_SIM,LSTM_13_layer_1_HIGH_SIM,LSTM_13_layer_1_LOW_SIM,LSTM_14_layer_1_HIGH_SIM,LSTM_14_layer_1_LOW_SIM,LSTM_15_layer_1_HIGH_SIM,LSTM_15_layer_1_LOW_SIM,LSTM_16_layer_1_HIGH_SIM,LSTM_16_layer_1_LOW_SIM,LSTM_17_layer_1_HIGH_SIM,LSTM_17_layer_1_LOW_SIM,LSTM_18_layer_1_HIGH_SIM,LSTM_18_layer_1_LOW_SIM,LSTM_19_layer_1_HIGH_SIM,LSTM_19_layer_1_LOW_SIM,LSTM_2_layer_1_HIGH_SIM,LSTM_2_layer_1_LOW_SIM,LSTM_20_layer_1_HIGH_SIM,LSTM_20_layer_1_LOW_SIM,LSTM_21_layer_1_HIGH_SIM,LSTM_21_layer_1_LOW_SIM,LSTM_22_layer_1_HIGH_SIM,LSTM_22_layer_1_LOW_SIM,LSTM_23_layer_1_HIGH_SIM,LSTM_23_layer_1_LOW_SIM,LSTM_24_layer_1_HIGH_SIM,LSTM_24_layer_1_LOW_SIM,LSTM_25_layer_1_HIGH_SIM,LSTM_25_layer_1_LOW_SIM,LSTM_3_layer_1_HIGH_SIM,LSTM_3_layer_1_LOW_SIM,LSTM_4_layer_1_HIGH_SIM,LSTM_4_layer_1_LOW_SIM,LSTM_5_layer_1_HIGH_SIM,LSTM_5_layer_1_LOW_SIM,LSTM_6_layer_1_HIGH_SIM,LSTM_6_layer_1_LOW_SIM,LSTM_7_layer_1_HIGH_SIM,LSTM_7_layer_1_LOW_SIM,LSTM_8_layer_1_HIGH_SIM,LSTM_8_layer_1_LOW_SIM,LSTM_9_layer_1_HIGH_SIM,LSTM_9_layer_1_LOW_SIM
reading,4,The man trusted the sailors of the captain who were,1,pl,1,0.06332782039,0.01087716342,0.3275842774,0.1809954189,0.05488958577,0.001929679025,-0.002957356105,0.002393275931,0.05695996281,-0.001984426684,0.05693389559,0.02435793216,0.08223312041,0.08983971208,0.1042489443,0.05651301888,0.07885023057,0.0001118957633,0.1052863104,0.06351294732,0.05293467412,7.11E-05,0.04719389543,0.08631313701,-9.77E-06,0.002427894741,0.05420506617,-0.04726864261,0.001659845506,0.001309951309,0.1934262171,-0.04937047472,0.05494093355,0.002273114848,0.05289153967,0.0004591389646,0.1346187281,0.06173640894,0.0002009040241,-0.06589264745,0.03572293669,0.002601577689,0.003584182101,0.005005384314,-0.001307425527,-0.05461439949,0.1481567005,0.002291633605,0.1104501511,0.0931728544,0.1057215749,-0.004941920992,0.05236065939,-0.0003191041665,0.3205342195,0.2303164868,0.2586846065,0.1240904939,0.3557480954,0.1705922216,0.2468716658,0.1501150457,0.2272584389,0.05162466957,0.3152107613,0.254833611,0.3491164627,0.1207379463,0.3499881294,0.0886402942,0.3830026152,0.1542959687,0.3196285462,0.2296217041,0.319713757,0.2044651243,0.3197932354,0.1856695265,0.2539819482,0.1677249989,0.392625051,0.1344071,0.3513126238,0.2013281021,0.3730494901,0.1785330679,0.3586489684,0.2780695719,0.3019300915,0.2030403631,0.357471812,0.1988349766,0.2946567055,0.2267219572,0.3902554867,0.08823671481,0.3243690453,0.164761987,0.3466593953,0.2911560721,0.3295614063,0.2024626621,0.3495343764,0.2246048054
reading,4,The man stood near the sailor of the captains who was,0,sg,1,0.02612016546,0.0179163006,0.3233971255,0.2372558691,-0.0005209557667,-0.0009503339617,-0.001926319546,0.00124616988,0.003822927515,0.002672702279,0.06356325444,-0.0006943368432,0.08031008831,0.07220252157,-0.007386365526,0.05219066242,-0.0002851188997,0.0001797284467,0.1038636603,0.05270050966,-0.0004005983762,-0.0005789448503,-0.003914657148,-0.002430182025,-2.15E-05,0.005906733331,-0.0003906554048,0.00228930632,2.97E-06,3.31E-06,0.100952504,0.001387205736,-0.002964834113,0.002210178676,-0.002726302868,-0.001751773599,0.14069725,0.06042310681,7.82E-08,-0.06513402958,-0.0001372960453,-0.001089062456,0.004647292237,0.008740509687,-0.0003527696814,0.01312922152,0.05442819512,0.05626632488,0.06719423661,0.07868678835,0.05301428514,0.05837019959,0.001534814701,0.05193099797,0.3079619274,0.2024161117,0.2563384182,0.1591294285,0.2979316993,0.2509849352,0.3418572704,0.2892132326,0.2236889797,0.1799039337,0.277773722,0.2116878283,0.2927332138,0.01804824231,0.3873260595,0.1742806961,0.3977150056,0.2668537417,0.3401186455,0.2636052595,0.3215019679,0.2695096687,0.3120686279,0.2530126862,0.2711477854,0.2699375345,0.3530752246,0.2067437595,0.3409527517,0.2432376274,0.3771248054,0.2852379156,0.4180849119,0.3788041277,0.3297544198,0.2578199886,0.3054749032,0.2327342667,0.2331485992,0.2545295461,0.3819726035,0.1697669695,0.305413336,0.2187818994,0.3405065152,0.3913704261,0.3527959899,0.2500757422,0.3184607541,0.2337111586
reading,4,The man stood near the sailors of the captain who was,0,sg,0,0.02635064778,0.01404038342,0.3177653623,0.1986564747,-0.0004116778709,-0.001365418854,-0.001926319546,0.001087188225,0.00381747772,-0.0009760084192,0.06299653945,0.0281005953,0.08315184171,0.08776079353,-0.007419375849,0.05372163225,-0.0002850910458,0.000249934076,0.1038636455,0.06155114873,-0.0004006218278,-0.001473599223,-0.003328091581,0.06839177503,-2.15E-05,0.004992221881,-0.0003935804481,0.00152280259,8.75E-05,0.05216175151,0.1009513471,-0.05173529813,-0.002964870732,0.002469698594,-0.002730038654,-0.001137865194,0.1406972837,0.06103318323,2.50E-12,-0.0733490057,-0.0001373654214,0.004079378054,0.005119138342,0.006702875764,0.0003448109352,-0.05793831723,0.05423273871,0.001706989446,0.06903253343,0.1055105218,0.05301505701,-0.001646438046,0.00147487387,-0.000410953751,0.2980774588,0.2678585607,0.2840902386,0.14320079,0.3246285247,0.1977428673,0.3435875262,0.1720456097,0.2162376047,0.06830533833,0.2608885947,0.2235822861,0.2751916293,0.06748362918,0.3856155777,0.1236879664,0.3868127087,0.2275512129,0.3299126294,0.2430214995,0.3239407949,0.2606481189,0.3252577966,0.1943072338,0.2664238104,0.2166344078,0.3479703308,0.1403747438,0.3246039114,0.1489495603,0.3849828452,0.2207402539,0.3814573009,0.3426864669,0.3167936463,0.2393814548,0.3044722705,0.188929377,0.2153063262,0.2086758961,0.3389071807,0.13677622,0.3073117021,0.2280891868,0.3538839151,0.3356843818,0.3408520538,0.2096510872,0.3069276791,0.1604037186
reading,4,The man stood near the sailor of the captains who were,0,pl,0,0.05969246627,0.05148919491,0.318794244,0.2240443944,0.05513305914,0.001211795251,-0.002957356094,0.001913165496,0.05832853399,0.05489677195,0.05734346484,0.002184176667,0.07923678619,0.07092444491,0.1022825155,0.1758805982,0.07884990041,0.1216690819,0.10528631,0.05252868454,0.05292314298,3.59E-05,0.04765536095,-0.001173065873,-9.77E-06,0.002730701328,0.05409449708,0.0617751507,0.0006556954405,0.04603060858,0.1524908719,0.05813876862,0.05494093388,0.05583495621,0.0533564546,0.05538623234,0.1346197223,0.06123865595,7.14E-08,-0.05945896214,0.03581850824,-0.0008531078599,0.00358234923,0.06336394071,-0.002005475184,0.01181883921,0.1036919148,0.1085334878,0.108912946,0.1298296207,0.105721575,0.115614337,0.0523596407,0.09717510092,0.3313968653,0.2075021441,0.2356073562,0.1454979701,0.3108487357,0.2329370164,0.285674272,0.2360478643,0.2191573908,0.166835327,0.3140238658,0.2241855039,0.3379200017,0.05742087014,0.344956379,0.1320434385,0.3833012524,0.2413631789,0.3268386168,0.2331091866,0.3024497878,0.2463612537,0.2988272803,0.2464412933,0.2406579143,0.2288303711,0.3944148501,0.2251856444,0.3455080201,0.2193498361,0.3516210637,0.2597729845,0.3556657417,0.3366771311,0.2911728039,0.2110747071,0.340785834,0.2440272645,0.2809964578,0.2720321621,0.3922044394,0.1713488951,0.2953006399,0.1947391562,0.3336777711,0.3734674894,0.3443008548,0.2529659928,0.3125479063,0.2418931774
reading,4,The man stood near the sailors of the captain who were,0,pl,1,0.05987643245,0.009868653304,0.3184986715,0.1784084256,0.05490864423,0.001921986567,-0.002957356086,0.00166909105,0.05830233425,-0.001307490701,0.05693820345,0.02422311416,0.08201499071,0.08595748951,0.1022825155,0.05540001873,0.07885022123,0.0001594460267,0.10528631,0.0635487052,0.05292261035,4.72E-06,0.04728263482,0.06621811288,-9.77E-06,0.002307924703,0.05409251942,-0.04720921011,0.001424432288,0.001071660541,0.1524893085,-0.05099767955,0.05494093355,0.002270755187,0.05335637979,2.33E-09,0.1346187042,0.06181634296,2.08E-12,-0.06695817499,0.03581126732,0.00233471778,0.003584178017,0.00500537277,-0.001341711729,-0.05473226844,0.103522833,0.002889891269,0.1105082974,0.09641171055,0.1057215749,-0.004941917436,0.05236075279,-0.0003479870942,0.3190272136,0.2393067675,0.2483435416,0.1207789333,0.3412781789,0.2043041569,0.2756611938,0.1327393494,0.2159030075,0.04702798996,0.3114199835,0.2200806327,0.3300763714,0.05937950383,0.3536099504,0.09587984919,0.3861459333,0.1927181454,0.3097114288,0.2274885004,0.3151843078,0.2206233926,0.3055363025,0.1839512717,0.2409361678,0.1855265521,0.380533133,0.1229907426,0.3397204194,0.1366644839,0.359081513,0.1970209539,0.3552607097,0.3034509457,0.2856048305,0.1949947192,0.3426653001,0.1744981914,0.2784186988,0.2217034243,0.3802494722,0.1150753079,0.2995198822,0.1819493391,0.3507717087,0.3160966768,0.3333561856,0.1974787517,0.3044513535,0.1684820577
reading,6,The man comforted the leader of the activists who was,1,sg,1,0.01760211159,0.03007456395,0.2156630415,0.268051654,-0.0005164651611,0.000107824923,-0.0004695463044,0.0007718060134,0.04778568143,0.0006471929636,0.07237458008,0.06763963116,0.0611566525,0.1075560615,0.1594756896,0.04993394005,-0.000574860542,-0.001282594683,0.002226172189,0.1039413602,-0.001041580116,-0.000142619702,-0.0008937212143,-0.05481038465,0.001084510724,0.002918593223,0.001821644666,0.02050209469,0.0634749395,7.45E-07,0.000320794726,-0.0004703745504,-0.001642011084,0.002260461111,0.0007306354752,-0.001277457683,0.06004602662,0.1125404997,-0.07293681611,3.07E-09,0.004293852029,0.0008740675688,0.006909333663,0.005849682106,-0.04509625506,-3.10E-05,0.001747577157,0.119857971,0.08597529376,0.1003197257,-0.000944616837,0.05433426403,-0.005254721863,0.05982259995,0.27246671,0.2205327678,0.1846056837,0.2542732431,0.2608241913,0.2642468284,0.1358259202,0.2890959176,0.1600112052,0.1991952455,0.1303650014,0.3068887283,0.2174626213,0.2514663593,0.2288122565,0.3365609773,0.2231773064,0.2120506072,0.2809219844,0.2666051141,0.1045075014,0.2598496562,0.2736946894,0.3396882138,0.1865702628,0.2655157305,0.2275157457,0.2395535753,0.2574041314,0.1920916057,0.2117399874,0.3050715957,0.2904192688,0.4159054988,0.192858228,0.3103889322,0.214953432,0.2654655877,0.2457478834,0.2763171324,0.2403640017,0.2360768099,0.2539782218,0.1831469865,0.2742235066,0.363257477,0.1349846543,0.2683186709,0.188141643,0.1797280878
reading,6,The man comforted the leaders of the activist who was,1,sg,0,0.02193045366,0.01110349303,0.2530807654,0.1250803123,-0.0005947514555,-0.1165355676,0.0004548225483,0.0007448153456,-0.004586173252,0.04439590615,-0.0008256809148,0.0002262941876,0.1630358559,0.1476547059,0.1063482888,0.05637784184,-0.0008737578637,-0.001669153996,0.06336285225,0.05143084349,-0.0001214893212,0.0002513612131,-0.002537866166,-0.05447565431,0.04143035828,0.00357046146,0.00313428631,0.000898988065,2.79E-05,3.41E-05,-0.04842001236,-0.0001813709126,-0.001553134126,0.005078164013,-0.001964041543,0.0006817609116,0.05860181729,0.05447377461,-0.06392753496,6.62E-07,-0.0002964631395,0.002947439542,0.00639114911,0.001260352925,0.00035775815,-0.0527915145,0.05260806606,0.001393516953,0.08281156037,0.08850058538,0.06324904375,-0.0003961220448,0.03214847842,0.0437151843,0.216819524,0.1419267843,0.2179255322,0.09179536183,0.2657536939,0.1368292512,0.24262312,0.06998491177,0.1612283973,0.1371042113,0.2002901208,0.1443886611,0.2382375518,0.1486731897,0.2909639035,0.0007148677715,0.2634845454,0.0951123965,0.340755443,0.195028729,0.2280347266,0.1568911403,0.3015099285,0.2026416873,0.2391362038,0.04815805284,0.2001741155,0.1133465005,0.2946833267,0.01709653549,0.2844180014,0.1877415528,0.2592655098,0.2115267126,0.2498218576,0.2474408544,0.2783966947,0.09222772031,0.2178496183,0.1468793337,0.2676133294,0.07206467704,0.2818716918,0.02276223298,0.3278879972,0.1982385256,0.2111938145,0.1506593709,0.2470804876,0.09777454767
reading,6,The man comforted the leader of the activists who were,1,pl,0,0.01787200386,0.05934244825,0.1894375537,0.2564491023,0.001308414394,0.04804443533,-0.0007197775977,0.001184904769,-0.004529983359,0.05167609222,0.1319369459,0.06066266443,0.06019394481,0.09978976302,0.1637554356,0.1639192686,-0.0003770532374,0.1124869207,0.05945584286,0.1044987065,2.56E-05,0.05224598503,-0.0003971947725,-0.05130818817,-0.001365498515,0.001349274484,-0.05357233177,0.07712632583,-0.001624787408,0.0002628984725,0.001009410956,0.04903302241,-0.001509759422,0.06050768449,0.0003188367511,0.05975874884,0.05922001794,0.1113399157,-0.06658189909,2.79E-09,0.004287861388,0.0006188376068,0.06457954354,0.00451265548,-0.04162865645,0.0001187580871,0.003162520934,0.1641192739,0.07691306717,0.1526490814,-0.002835560857,0.05424280445,-0.004224818159,0.1047213699,0.2418347705,0.1872054604,0.1626112402,0.2497258734,0.2598969864,0.2683014727,0.08833034285,0.2584319717,0.1259445139,0.1842898136,0.08995177988,0.3000990575,0.1941074563,0.2697713252,0.1633952044,0.2990306359,0.1969426198,0.2013675753,0.2936379939,0.2433788289,0.08989003188,0.2390401435,0.2382362374,0.3243461715,0.1461347717,0.2338634315,0.2042592097,0.2472905343,0.2426473417,0.1835583557,0.1832003758,0.2888091306,0.2449656851,0.3536661796,0.1635410511,0.2926453151,0.2087093546,0.2754080321,0.2342937548,0.2976945636,0.2002604721,0.2472626458,0.2323753121,0.1729304408,0.2478478447,0.3532534714,0.1112698453,0.2541319627,0.1716546457,0.1857251653
reading,6,The man comforted the leaders of the activist who were,1,pl,1,0.05424589633,0.008015208027,0.2516040176,0.1290697633,0.05423513736,-0.1049106444,0.0006992954726,0.001143461549,0.05036331632,-0.05519406193,0.06904184135,-0.0006147472377,0.1242242321,0.09774776897,0.2225513157,0.05785731483,0.1178992559,-0.001065035758,0.1044407494,0.05183742483,0.05369387865,-5.96E-06,-0.001220766678,-0.05164364028,0.03681882653,0.001650635989,0.05397451619,0.0004064843648,0.02548809705,0.02145093653,0.001298881323,-0.0005441603161,0.05467981605,0.004669018119,0.0004163654224,-3.93E-05,0.05910382684,0.05349863313,-0.05835758814,-2.08E-11,-0.0002969016362,-0.001711973016,0.05861819211,0.0009719138412,0.001595491832,-0.04901966919,0.04860069796,0.05534555352,0.1334841205,0.08230723656,0.06233442784,-0.001188985441,0.0824603829,0.03743200067,0.2098050788,0.1252029437,0.2145228286,0.09690995741,0.2740389749,0.143853044,0.2123167203,0.05385360961,0.1732953021,0.103564347,0.2438243459,0.1386577714,0.2722546651,0.163805941,0.251494506,-0.01039411327,0.2629768405,0.1021029856,0.3223397946,0.1998747343,0.2280035559,0.1249069035,0.2829154734,0.2000922579,0.212500949,0.0509445766,0.2341619432,0.1033815819,0.2910839744,0.04096815206,0.2432869454,0.1835904325,0.2241958685,0.2241453403,0.2548688104,0.2358817902,0.3085635327,0.09786447585,0.2399270194,0.1791375077,0.2585770177,0.1123196568,0.2813636304,0.0440965783,0.3144462146,0.1950264226,0.22753537,0.1707833582,0.2518010772,0.1461738274
reading,6,The man greeted the leader of the activists who was,0,sg,1,0.02032045789,0.02969393937,0.2165994777,0.2728254294,-0.0004778133168,0.0001071063126,-0.0002445911787,0.0007714734678,0.04928007914,0.0006431877244,0.07237545366,0.06763962039,0.0615333587,0.1075113875,0.1582060944,0.04993391802,-0.0001490180179,-0.0009601313388,0.002441653756,0.1039410572,-1.76E-05,-2.61E-06,-0.0008913300677,-0.05466947708,0.0001573023184,0.002910072194,0.001043622306,0.006888896898,0.06418249104,1.52E-06,0.0003194217009,-0.0004698142263,-0.001979714491,0.002165878709,0.06114499029,-0.0009895021333,0.06149839345,0.1131991292,-0.0714754698,0.0001492765253,0.005420706419,0.0009367988196,0.005614131334,0.00576180113,-0.04122795641,-3.06E-05,0.001861015137,0.1224224595,0.08598251409,0.100310326,-0.0009446025116,0.05433203798,-0.005641644802,0.05984466044,0.2679379941,0.234284214,0.170913015,0.2633124568,0.2288392013,0.2471249302,0.1224504892,0.292970859,0.1675792121,0.2022889353,0.1773763006,0.3196936084,0.1957620856,0.2308723601,0.1919468184,0.3279999353,0.2733122123,0.2009338754,0.2484571168,0.250795913,0.1156920207,0.2703588291,0.2639242218,0.3567666918,0.1900112076,0.2852155763,0.1963426979,0.2106520917,0.2805466562,0.2246928762,0.2646261476,0.3385151675,0.3091671024,0.4500399863,0.1682251211,0.292414541,0.2266855474,0.2640838761,0.2576514423,0.2866241262,0.2615291064,0.243494293,0.2147642816,0.1850895758,0.2764148382,0.3793155397,0.1779056699,0.2665740183,0.1669264358,0.1965214595
reading,6,The man greeted the leaders of the activist who was,0,sg,0,0.02221842436,0.0110942287,0.2662781701,0.1302407227,-0.0005087508332,-0.1163973786,0.0005812350985,0.0007443972108,-0.003928224125,0.04458549845,-0.0009138106101,0.0002262893166,0.1625897868,0.1476819602,0.106338611,0.0563777468,-0.0003966781547,-0.001669100657,0.05939453425,0.05143061015,-1.40E-06,4.59E-06,-0.002541663448,-0.05448550356,0.02613261533,0.003550685719,0.00310569312,0.000829673402,2.64E-05,3.28E-05,-0.04972897668,-0.0001821315706,-0.002278423325,0.005077939745,0.05836533564,0.0005224248283,0.05663013429,0.05447399068,-0.06343869133,-7.31E-05,-0.0006176461867,0.002773311264,0.0052043903,0.001237672812,0.0004192696129,-0.05253107337,0.05112420934,0.001383140424,0.08056473082,0.08849256639,0.06448856168,-0.0004677583535,0.004849357308,0.04373640868,0.2296514051,0.1457908068,0.2278091852,0.1005019775,0.2725695524,0.1280015193,0.2304769896,0.07291906015,0.1716897322,0.1405936496,0.2509701882,0.1501248278,0.2196309727,0.1400762089,0.28183305,0.008522009016,0.3232920448,0.08035147803,0.3266199895,0.1877845116,0.2433058961,0.1576477293,0.3149915726,0.2038323567,0.2695055071,0.05719848822,0.1749770505,0.08657138801,0.3152165155,0.02006330079,0.3315012727,0.2146910956,0.2775744774,0.2304283359,0.2409800053,0.2364568495,0.3001046776,0.1072926612,0.2332300015,0.1535214353,0.3018317449,0.09669838085,0.2673964525,0.02597520476,0.3507048695,0.2017572049,0.247721274,0.1872973052,0.2533698271,0.1219202834
reading,6,The man greeted the leader of the activists who were,0,pl,0,0.02031022686,0.05891663079,0.1918612367,0.2609970271,0.001207811385,0.04805435319,-0.0003608337452,0.001179257327,-0.00356882425,0.05190811188,0.1319260127,0.06066265938,0.06048845892,0.09975326936,0.1624772824,0.1639191959,-9.05E-05,0.1104852032,0.06034962302,0.1044983663,0.0008033535557,0.0504017143,-0.0003893339319,-0.05117077314,-0.002101832749,0.001345335187,-0.05450364878,0.06758442204,-0.002076605338,0.0002194110269,0.0009975909553,0.04902877054,-0.001820263356,0.06040056169,0.05597407615,0.05955100381,0.06095188392,0.1119228468,-0.06531723859,0.0001364134468,0.00541770615,0.0006682002494,0.06197227648,0.004444894797,-0.03761637653,0.0001197131265,0.003483589104,0.1661785269,0.07693877869,0.1526605251,-0.002835517855,0.05423957072,-0.00455176758,0.1047242165,0.2447893447,0.2038333331,0.1460598407,0.2575478622,0.2423021615,0.2490008194,0.08727373569,0.263229376,0.1401000145,0.185562974,0.1383628826,0.3105566019,0.1730459432,0.2469329623,0.1406937541,0.2976830877,0.2473326558,0.1903284153,0.2498316632,0.2254820805,0.1074689231,0.2484357615,0.227023262,0.3430864522,0.1562943751,0.2579362792,0.1738047945,0.2239350892,0.2682481211,0.2185739243,0.2331340617,0.3141008858,0.2635999128,0.3808235821,0.1413751947,0.2798785889,0.2238532523,0.2750008158,0.233431962,0.3044370223,0.2053822174,0.2576311855,0.1916783029,0.1717735309,0.2495517209,0.3641630838,0.1603586022,0.2543435048,0.1515342177,0.2006484588
reading,6,The man greeted the leaders of the activist who were,0,pl,1,0.05453895047,0.007976131094,0.2645246991,0.1349880269,0.05505273888,-0.1047135401,0.0009049511176,0.001142817818,0.05207638583,-0.05522478344,0.06798825452,-0.000614747317,0.12422728,0.09821602376,0.222533752,0.0578572194,0.1158089149,-0.001065001368,0.1063271847,0.05183717956,0.05128863898,-0.000211299523,-0.00122327174,-0.05165319263,0.02264945469,0.0016414936,0.05395596857,0.0003411734172,0.02505505564,0.02086132719,0.0009733301769,-0.0005469183821,0.05292225657,0.004668811935,0.05579220387,-0.0001808690031,0.05659006704,0.05349883977,-0.05797289269,-6.74E-05,-0.0006178697371,-0.002069164209,0.05653047903,0.0009544261477,0.001833298178,-0.04882038841,0.04741003344,0.05521057549,0.1304984989,0.08229589199,0.06338103611,-0.001404006592,0.0594880126,0.03744878252,0.2242712474,0.1282223941,0.2292549011,0.1039436177,0.292207691,0.1349694273,0.1936276718,0.0535432008,0.1959148205,0.1098977267,0.2793380732,0.1444425306,0.2498023396,0.1503233347,0.2530754392,-0.001260382853,0.3216596338,0.08941819751,0.2950778982,0.1942027675,0.2417143696,0.1267583328,0.2932392595,0.1982090944,0.2524469704,0.0648837895,0.2069347157,0.08461394652,0.3162736476,0.04223693444,0.287715433,0.2102049608,0.2457479352,0.2462262276,0.2459659426,0.2295196855,0.3329655265,0.117117343,0.2482078789,0.1816035785,0.2857273192,0.1320901273,0.2587522318,0.04684431509,0.3376871902,0.1986518283,0.2626060438,0.2174110716,0.2629032969,0.170626624
reading,6,The man comforted the activist of the leaders who was,1,sg,1,0.008832654072,0.02042811362,0.1797658602,0.2557894113,-0.1160280651,-0.0004211394003,0.0006879297676,0.0001100339814,0.04381803157,-0.001673220253,0.0001416693783,-0.0007751056718,0.1257388202,0.153852619,0.0561387571,0.1059213629,-0.001641690505,-0.0005998413473,0.05156283466,0.06046267925,2.85E-05,5.57E-05,-0.05467671141,-0.002800992607,0.003673128746,0.01662311159,0.00055229103,0.003422181385,5.77E-06,-8.93E-08,-0.000192420973,-0.05111511286,0.005078066684,-0.001596918105,0.0007971107539,-0.002151008843,0.05367035668,0.06257194119,-4.82E-07,-0.06656742462,0.002107168917,0.0004894894664,0.001633326591,0.007702993222,-0.0513545763,0.0003103059057,0.001344973045,0.05416294978,0.07065253418,0.1085813365,-0.0003222584226,0.0645074947,0.02740128868,-0.0003704597634,0.1799518355,0.2454606076,0.161025621,0.2005371545,0.1460651675,0.3045863325,0.09312076653,0.2045244774,0.2043220558,0.1614657278,0.09606433929,0.2740342244,0.2030930696,0.1464472761,0.1983382475,0.2916575005,0.1885338647,0.224717226,0.2406065819,0.3143357141,0.1980838948,0.2550339828,0.2803984752,0.3257983473,0.1548404666,0.2008629625,0.186335236,0.2171755034,0.1471119015,0.2752845,0.2145626032,0.2931811949,0.1392679005,0.3742591671,0.2238584331,0.2837988756,0.1617813677,0.2570583632,0.1626436834,0.2362722602,0.1638884993,0.2259209244,0.1971984381,0.2360535075,0.2218463527,0.3643952818,0.1553789379,0.2012258838,0.1758287649,0.2806482877
reading,6,The man comforted the activists of the leader who was,1,sg,0,0.02604623941,0.01345788072,0.2782962005,0.1953815287,0.0003718102031,-0.0007710810023,0.00100117697,-0.0002266592116,-0.0007242272791,0.05056093374,3.39E-05,0.004144408381,0.0972219187,0.05530407971,0.05256857525,0.1086354637,-0.001698971231,-0.000190728277,0.1024973153,0.002593768927,-0.0001437834447,-0.0008892390429,-0.05469764896,-0.0008862730728,0.002077077101,0.002779676483,0.04210306975,0.001366971167,2.76E-05,0.06429907812,-0.0001721487541,2.81E-05,0.002260617466,-0.001639112737,-0.001479267602,0.0004153543045,0.1061569005,0.06711717106,1.49E-10,-0.07956627491,0.001636140052,0.004678439271,0.005537461496,0.00691368858,5.23E-05,-0.05530683004,0.1031235635,0.001502875377,0.07909733037,0.1123704956,0.05476535144,-0.0009712619694,0.05953994127,-0.005816068084,0.2134518026,0.2202877971,0.2790017452,0.166626404,0.2358556652,0.2563838281,0.2714086919,0.1313275529,0.1836584589,0.1495359213,0.2163876946,0.1772994798,0.2763925054,0.1511123748,0.3699853102,0.1680774403,0.27199732,0.1988747022,0.2691500007,0.2076976656,0.2550058491,0.1030143078,0.3389334393,0.2758738366,0.2891617649,0.1322496951,0.2367645125,0.1742916971,0.2802681176,0.2261744051,0.3555796484,0.2241002609,0.371170589,0.3718188341,0.281380459,0.251764184,0.2951648942,0.1789822785,0.2223335155,0.2081524374,0.3137396848,0.1600065408,0.328466549,0.1812756499,0.3149003013,0.271752455,0.2573786544,0.1012668955,0.2298678385,0.1965915746
