exp,item,sent,hasIC,num,isHIGH,layer,NP,sim
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,9,2,0.1262656769
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,10,1,0.1317156238
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,10,2,0.2197884707
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,11,1,0.2031837191
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,11,2,0.357857211
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,12,1,0.4180299685
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,12,2,0.6336231658
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,13,1,0.5435561212
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,13,2,0.7178033517
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,14,1,0.5510541896
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,14,2,0.7641706315
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,15,1,0.486928942
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,15,2,0.7098861223
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,16,1,0.4176390218
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,16,2,0.6147940812
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,17,1,0.496816928
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,17,2,0.6593077331
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,18,1,0.4260169379
reading,1,The woman studied with the chef of the aristocrats who was,0,sg,1,18,2,0.6309050043
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,1,1,0.004062994695
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,1,2,0.08563573677
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,2,1,0.07790111255
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,2,2,0.1555760162
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,3,1,0.04924622506
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,3,2,0.1530648918
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,4,1,0.07580871353
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,4,2,0.1720203654
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,5,1,0.03008620736
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,5,2,0.1419950862
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,6,1,0.02227336316
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,6,2,0.1322224266
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,7,1,-0.009776672324
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,7,2,0.1113465902
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,8,1,0.0238146485
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,8,2,0.1320702176
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,9,1,0.05149995897
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,9,2,0.1835975267
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,10,1,0.106380943
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,10,2,0.2300025644
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,11,1,0.1720233428
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,11,2,0.3456953881
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,12,1,0.3906540685
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,12,2,0.6088660159
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,13,1,0.5355327835
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,13,2,0.7004966228
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,14,1,0.5452755097
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,14,2,0.7125535187
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,15,1,0.4688607592
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,15,2,0.6474991419
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,16,1,0.4037682959
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,16,2,0.567806013
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,17,1,0.481019229
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,17,2,0.5796761036
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,18,1,0.4204883915
reading,1,The woman studied with the chefs of the aristocrat who was,0,sg,0,18,2,0.5689954442
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,1,1,0.07845089606
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,1,2,0.1032495512
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,2,1,0.1113289944
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,2,2,0.1763175258
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,3,1,0.1012072548
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,3,2,0.1721485373
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,4,1,0.1248468381
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,4,2,0.1967844914
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,5,1,0.09747874961
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,5,2,0.1743204108
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,6,1,0.08156272295
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,6,2,0.1554964189
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,7,1,0.0779933788
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,7,2,0.1430838137
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,8,1,0.07424921923
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,8,2,0.1504378554
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,9,1,0.1124822428
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,9,2,0.192426139
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,10,1,0.1853819592
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,10,2,0.3213682885
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,11,1,0.2230949664
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,11,2,0.4032038078
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,12,1,0.445443879
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,12,2,0.637866434
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,13,1,0.5733311222
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,13,2,0.7328392562
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,14,1,0.5665812032
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,14,2,0.7792039985
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,15,1,0.5067657271
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,15,2,0.7065800899
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,16,1,0.4359414069
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,16,2,0.6137036158
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,17,1,0.5137012339
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,17,2,0.6589320854
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,18,1,0.4581626495
reading,1,The woman studied with the chef of the aristocrats who were,0,pl,0,18,2,0.6492490925
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,1,1,0.07841186423
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,1,2,0.06931518179
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,2,1,0.1230602168
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,2,2,0.1297144302
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,3,1,0.1088204204
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,3,2,0.1206654924
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,4,1,0.1312823771
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,4,2,0.1414503046
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,5,1,0.1018200095
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,5,2,0.1075222038
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,6,1,0.08463006709
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,6,2,0.08080652558
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,7,1,0.08104894359
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,7,2,0.05633703814
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,8,1,0.0832316652
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,8,2,0.07620030786
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,9,1,0.1447764672
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,9,2,0.07671131169
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,10,1,0.2400660567
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,10,2,0.1412290005
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,11,1,0.2945238666
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,11,2,0.2608351361
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,12,1,0.4847237742
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,12,2,0.538385403
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,13,1,0.625749902
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,13,2,0.6650968671
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,14,1,0.6225412207
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,14,2,0.7066672157
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,15,1,0.567701747
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,15,2,0.6379479749
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,16,1,0.4916013674
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,16,2,0.5529375442
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,17,1,0.5461964041
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,17,2,0.5790517148
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,18,1,0.4940181645
reading,1,The woman studied with the chefs of the aristocrat who were,0,pl,1,18,2,0.586989237
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,1,1,0.08579327282
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,1,2,0.004942112642
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,2,1,0.1488886129
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,2,2,0.08190808159
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,3,1,0.1498425192
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,3,2,0.05421746506
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,4,1,0.167732932
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,4,2,0.08201889822
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,5,1,0.1369595614
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,5,2,0.03575303147
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,6,1,0.1256969485
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,6,2,0.02973068266
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,7,1,0.1052299017
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,7,2,-0.0009902676133
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,8,1,0.1196059709
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,8,2,0.04444493282
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,9,1,0.1590059014
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,9,2,0.08443291421
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,10,1,0.1995012924
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,10,2,0.1734608141
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,11,1,0.3359270696
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,11,2,0.3000632791
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,12,1,0.5528763175
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,12,2,0.5587813125
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,13,1,0.6276121035
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,13,2,0.6701219781
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,14,1,0.6173668288
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,14,2,0.7013959423
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,15,1,0.5571057514
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,15,2,0.6415901028
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,16,1,0.5060220275
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,16,2,0.5719512263
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,17,1,0.5641187603
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,17,2,0.6311077497
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,18,1,0.5358160109
reading,1,The woman scolded the aristocrat of the chefs who was,1,sg,1,18,2,0.5793049739
reading,1,The woman scolded the aristocrats of the chef who was,1,sg,0,1,1,0.07456477478
reading,1,The woman scolded the aristocrats of the chef who was,1,sg,0,1,2,0.02739890456
reading,1,The woman scolded the aristocrats of the chef who was,1,sg,0,2,1,0.1342935245
reading,1,The woman scolded the aristocrats of the chef who was,1,sg,0,2,2,0.08511866688
