exp,item,sent,hasIC,num,isHIGH,model,lstm_score
story,1,The man admires the agents of the rocker who was,1,sg,0,LSTM_22,0.7109932718
story,1,The man admires the agents of the rocker who was,1,sg,0,LSTM_23,0.8036892283
story,1,The man admires the agents of the rocker who was,1,sg,0,LSTM_24,0.9280696324
story,1,The man admires the agents of the rocker who was,1,sg,0,LSTM_25,0.8648084113
story,1,The man admires the agents of the rocker who was,1,sg,0,LSTM_3,0.7902023824
story,1,The man admires the agents of the rocker who was,1,sg,0,LSTM_4,0.577023705
story,1,The man admires the agents of the rocker who was,1,sg,0,LSTM_5,0.6997508736
story,1,The man admires the agents of the rocker who was,1,sg,0,LSTM_6,0.3836229444
story,1,The man admires the agents of the rocker who was,1,sg,0,LSTM_7,0.845543897
story,1,The man admires the agents of the rocker who was,1,sg,0,LSTM_8,0.5770271366
story,1,The man admires the agents of the rocker who was,1,sg,0,LSTM_9,0.6991386037
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_1,0.07560526263
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_10,0.121460451
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_11,0.05232022771
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_12,0.0124486802
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_13,0.03039608788
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_14,0.06264680961
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_15,0.5242588177
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_16,0.1097546053
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_17,0.1224019171
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_18,0.2124788244
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_19,0.05758245368
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_2,0.05058649742
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_20,0.03466983843
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_21,0.1563717268
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_22,0.07547216689
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_23,0.1572696443
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_24,0.05268352405
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_25,0.08301680571
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_3,0.2019340196
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_4,0.2146602718
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_5,0.09268308296
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_6,0.1986367797
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_7,0.3845028925
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_8,0.1555040092
story,1,The man works with the agent of the rockers who was,0,sg,1,LSTM_9,0.1621801458
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_1,0.7949422251
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_10,0.7866486467
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_11,0.6169849899
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_12,0.1261925796
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_13,0.5178610048
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_14,0.8311594547
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_15,0.3195593408
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_16,0.7934447694
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_17,0.7089782825
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_18,0.8419713001
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_19,0.4402103863
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_2,0.5829948494
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_20,0.8775976243
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_21,0.8922000045
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_22,0.8446561187
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_23,0.760585149
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_24,0.9377146046
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_25,0.891583349
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_3,0.872228257
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_4,0.2946652166
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_5,0.8324676906
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_6,0.4483244842
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_7,0.8696672159
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_8,0.5668985085
story,1,The man works with the agents of the rocker who was,0,sg,0,LSTM_9,0.6071869134
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_1,0.03720154057
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_10,0.07300555991
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_11,0.05828933128
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_12,0.01015708823
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_13,0.02390334212
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_14,0.05928674256
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_15,0.1293779529
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_16,0.07663442704
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_17,0.1184404325
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_18,0.03816352396
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_19,0.04884805694
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_2,0.1272553651
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_20,0.06846430701
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_21,0.08318396368
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_22,0.06334536609
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_23,0.02693236107
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_24,0.1061677204
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_25,0.03949245561
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_3,0.1468431227
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_4,0.113058156
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_5,0.05932070568
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_6,0.05713844766
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_7,0.04323293445
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_8,0.05514741447
story,1,The man admires the rocker of the agents who was,1,sg,1,LSTM_9,0.1477589702
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_1,0.9106902254
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_10,0.576387439
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_11,0.8431431743
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_12,0.4196035651
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_13,0.8103093821
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_14,0.8869984397
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_15,0.7440435536
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_16,0.594032937
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_17,0.7654159601
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_18,0.7553273791
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_19,0.1535304164
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_2,0.8208138011
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_20,0.7388441315
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_21,0.7727746247
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_22,0.6896057323
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_23,0.6423945153
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_24,0.629937546
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_25,0.4237034114
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_3,0.8424126233
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_4,0.6794313301
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_5,0.9222540542
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_6,0.7360056693
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_7,0.7772403101
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_8,0.9003459876
story,1,The man admires the rockers of the agent who was,1,sg,0,LSTM_9,0.9145299205
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_1,0.06499109231
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_10,0.08710783074
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_11,0.0560256906
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_12,0.003789050115
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_13,0.02346838958
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_14,0.06646363406
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_15,0.2099817565
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_16,0.09078031993
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_17,0.1683597525
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_18,0.04651168589
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_19,0.0597393943
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_2,0.08585127466
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_20,0.08237826911
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_21,0.10812014
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_22,0.08695644641
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_23,0.0499738219
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_24,0.05136269168
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_25,0.1510501266
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_3,0.1761075653
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_4,0.146872879
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_5,0.07772926278
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_6,0.1191065225
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_7,0.1218095054
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_8,0.055750168
story,1,The man works with the rocker of the agents who was,0,sg,1,LSTM_9,0.09774750863
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_1,0.8286681725
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_10,0.685390875
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_11,0.8059453592
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_12,0.09966514322
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_13,0.5312543403
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_14,0.8954720158
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_15,0.777405007
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_16,0.6740355557
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_17,0.679767514
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_18,0.8649833551
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_19,0.1818539464
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_2,0.9054481357
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_20,0.840472538
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_21,0.8716295827
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_22,0.8170308536
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_23,0.6571670072
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_24,0.6558916824
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_25,0.6956651905
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_3,0.8925577918
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_4,0.2531244942
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_5,0.9582848295
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_6,0.7531443334
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_7,0.8478753918
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_8,0.9219172087
story,1,The man works with the rockers of the agent who was,0,sg,0,LSTM_9,0.8990856672
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_1,0.09950186628
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_10,0.09490012737
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_11,0.03060202205
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_12,0.02486796126
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_13,0.01480202256
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_14,0.03886385395
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_15,0.169490046
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_16,0.06539440721
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_17,0.1151977308
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_18,0.01587696451
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_19,0.1402769847
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_2,0.2553912326
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_20,0.08651950451
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_21,0.09455474283
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_22,0.08518245515
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_23,0.07932738157
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_24,0.03111033484
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_25,0.03983911183
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_3,0.1187546884
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_4,0.1808627834
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_5,0.06838310229
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_6,0.16100905
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_7,0.008883341729
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_8,0.05828154241
story,3,The man blamed the friend of the athletes who was,1,sg,1,LSTM_9,0.129188668
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_1,0.6623952876
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_10,0.9107489473
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_11,0.8809589075
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_12,0.9017628269
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_13,0.9522972135
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_14,0.9446584092
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_15,0.4416979087
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_16,0.6383465886
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_17,0.8453450705
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_18,0.9181756809
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_19,0.4146513167
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_2,0.9280271418
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_20,0.9387207004
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_21,0.7754370498
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_22,0.8255688275
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_23,0.9115859203
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_24,0.9519120393
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_25,0.764090724
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_3,0.6159867186
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_4,0.6417747537
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_5,0.9629255086
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_6,0.8160322149
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_7,0.7900101708
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_8,0.5980687046
story,3,The man blamed the friends of the athlete who was,1,sg,0,LSTM_9,0.7756130171
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_1,0.08650904417
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_10,0.06484051624
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_11,0.06079192476
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_12,0.01757116352
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_13,0.02509841304
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_14,0.06947206407
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_15,0.1735087897
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_16,0.06537467131
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_17,0.08282842268
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_18,0.01403325344
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_19,0.1658260414
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_2,0.215891327
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_20,0.1002027706
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_21,0.1196800234
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_22,0.05792975395
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_23,0.1270329393
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_24,0.05467994655
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_25,0.1791532862
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_3,0.223464289
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_4,0.2001286786
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_5,0.074404174
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_6,0.1394620373
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_7,0.02570479943
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_8,0.0620893041
story,3,The man noticed the friend of the athletes who was,0,sg,1,LSTM_9,0.1117987308
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_1,0.559369639
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_10,0.8411903589
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_11,0.9118570296
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_12,0.8060545985
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_13,0.9544029493
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_14,0.8899998914
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_15,0.5930265232
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_16,0.7004484858
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_17,0.7455865027
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_18,0.8558428212
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_19,0.4354862141
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_2,0.8944160484
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_20,0.9019284686
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_21,0.7936765511
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_22,0.7233931064
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_23,0.8322024706
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_24,0.9547693093
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_25,0.7086722558
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_3,0.6228626234
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_4,0.6085977375
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_5,0.92230719
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_6,0.7306854021
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_7,0.8638890164
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_8,0.6175746105
story,3,The man noticed the friends of the athlete who was,0,sg,0,LSTM_9,0.7048006355
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_1,0.0850946986
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_10,0.4451985904
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_11,0.04780262335
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_12,0.01511434279
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_13,0.04091862089
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_14,0.08304821061
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_15,0.06572073749
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_16,0.1049183865
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_17,0.2736316634
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_18,0.330122497
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_19,0.08374364911
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_2,0.1434751859
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_20,0.1020395468
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_21,0.1440986634
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_22,0.1368943508
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_23,0.3465585883
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_24,0.06988192568
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_25,0.06491621313
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_3,0.1736074382
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_4,0.2254895236
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_5,0.08806167732
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_6,0.18585158
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_7,0.0938466814
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_8,0.03884068122
story,3,The man blamed the athlete of the friends who was,1,sg,1,LSTM_9,0.4108661442
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_1,0.8355057727
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_10,0.7187660914
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_11,0.5903711902
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_12,0.6449048225
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_13,0.7503922541
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_14,0.8622913605
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_15,0.5410456726
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_16,0.4867543434
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_17,0.8620070034
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_18,0.7919783593
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_19,0.3587366787
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_2,0.8903012891
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_20,0.7444998125
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_21,0.5862962251
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_22,0.83929771
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_23,0.6739226489
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_24,0.9228630224
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_25,0.6922832107
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_3,0.5783209661
story,3,The man blamed the athletes of the friend who was,1,sg,0,LSTM_4,0.619688693
