exp,item,sent,hasIC,num,isHIGH,tf_layer_0_HIGH_SIM,tf_layer_0_LOW_SIM,tf_layer_1_HIGH_SIM,tf_layer_1_LOW_SIM,tf_layer_2_HIGH_SIM,tf_layer_2_LOW_SIM,tf_layer_3_HIGH_SIM,tf_layer_3_LOW_SIM,tf_layer_4_HIGH_SIM,tf_layer_4_LOW_SIM,tf_layer_5_HIGH_SIM,tf_layer_5_LOW_SIM,tf_layer_6_HIGH_SIM,tf_layer_6_LOW_SIM,tf_layer_7_HIGH_SIM,tf_layer_7_LOW_SIM,tf_layer_8_HIGH_SIM,tf_layer_8_LOW_SIM,tf_layer_9_HIGH_SIM,tf_layer_9_LOW_SIM,tf_layer_10_HIGH_SIM,tf_layer_10_LOW_SIM,tf_layer_11_HIGH_SIM,tf_layer_11_LOW_SIM,tf_layer_12_HIGH_SIM,tf_layer_12_LOW_SIM,tf_layer_13_HIGH_SIM,tf_layer_13_LOW_SIM,tf_layer_14_HIGH_SIM,tf_layer_14_LOW_SIM,tf_layer_15_HIGH_SIM,tf_layer_15_LOW_SIM,tf_layer_16_HIGH_SIM,tf_layer_16_LOW_SIM,tf_layer_17_HIGH_SIM,tf_layer_17_LOW_SIM
reading,3,The woman assisted the executive of the maids who were,1,pl,0,0.09850759033,0.1160058415,0.1183630735,0.152556409,0.1304822475,0.156461869,0.14543668,0.1846207583,0.1288602457,0.1547690182,0.09647644703,0.1384534748,0.07496403916,0.1195917858,0.07687474577,0.1390447575,0.08276556775,0.2066383825,0.09396729287,0.341648774,0.1822527033,0.4415993992,0.4953902168,0.6588573808,0.597881108,0.76314883,0.5847017316,0.7950879772,0.5446865646,0.7354411692,0.4934321094,0.6739340447,0.5561667025,0.7077404973,0.4835878969,0.6183580344
reading,3,The woman assisted the executives of the maid who were,1,pl,1,0.1071179214,0.02412341963,0.1237945425,0.05200998798,0.1299104866,0.06674009981,0.1528215252,0.0962476895,0.1218934666,0.06896354462,0.07884395851,0.05009339796,0.07093336125,0.03119225305,0.07879476532,0.05688604418,0.09511898107,0.1061394796,0.1554444829,0.1569634779,0.1927008375,0.295665456,0.4294107764,0.6228835865,0.6003771224,0.7284394501,0.5894726703,0.7558166629,0.5181153753,0.7029858726,0.4638447785,0.6483190361,0.5426693934,0.6801648214,0.4541112384,0.6404457275
reading,3,The woman joked with the executive of the maids who was,0,sg,1,0.1071280431,0.1146727239,0.1253925522,0.1517339404,0.1320476812,0.1550902146,0.1569048509,0.1831881223,0.1394032678,0.1543051222,0.09788851312,0.1378648968,0.09420896127,0.120042685,0.09455576428,0.1401740945,0.1219144271,0.2130883299,0.1892508811,0.3639692855,0.2070812279,0.4682814881,0.4047011625,0.6368937597,0.5585642685,0.7232409079,0.5306069147,0.70586241,0.4562877915,0.6298644272,0.4017646185,0.5655717773,0.5162264184,0.6520796844,0.4028635531,0.5711046857
reading,3,The woman joked with the executives of the maid who was,0,sg,0,0.1071053706,0.02388266385,0.1228738524,0.05386247155,0.1289975904,0.06783833302,0.1518396586,0.0965760359,0.1206410311,0.07085564102,0.07833317066,0.05208291544,0.07000847003,0.03341056085,0.07474086826,0.05991356419,0.08837327446,0.1098799649,0.1378741099,0.1683802117,0.1527656382,0.3036281561,0.3619151819,0.5442627072,0.5265531013,0.667036639,0.4916811487,0.6732233236,0.4262168923,0.6137482687,0.3703896747,0.5553234728,0.4870672282,0.6333157391,0.392813784,0.5816360236
reading,3,The woman joked with the executive of the maids who were,0,pl,0,0.1071280431,0.1146727239,0.1253925522,0.1517339404,0.1320476812,0.1550902146,0.1569048509,0.1831881223,0.1394032678,0.1543051222,0.09788851312,0.1378648968,0.09420896127,0.120042685,0.09455576428,0.1401740945,0.1219144271,0.2130883299,0.1892508811,0.3639692855,0.2070812279,0.4682814881,0.4047011625,0.6368937597,0.5585642685,0.7232409079,0.5306069147,0.70586241,0.4562877915,0.6298644272,0.4017646185,0.5655717773,0.5162264184,0.6520796844,0.4028635531,0.5711046857
reading,3,The woman joked with the executives of the maid who were,0,pl,1,0.1071053706,0.02388266385,0.1228738524,0.05386247155,0.1289975904,0.06783833302,0.1518396586,0.0965760359,0.1206410311,0.07085564102,0.07833317066,0.05208291544,0.07000847003,0.03341056085,0.07474086826,0.05991356419,0.08837327446,0.1098799649,0.1378741099,0.1683802117,0.1527656382,0.3036281561,0.3619151819,0.5442627072,0.5265531013,0.667036639,0.4916811487,0.6732233236,0.4262168923,0.6137482687,0.3703896747,0.5553234728,0.4870672282,0.6333157391,0.392813784,0.5816360236
reading,4,The man trusted the captain of the sailors who was,1,sg,1,0.1198280416,0.1176604248,0.1256673116,0.1722158668,0.1328947842,0.1662912666,0.1454329054,0.2041043955,0.1079676294,0.1921039439,0.09537016083,0.1687593558,0.09031241061,0.1566478868,0.08872148605,0.1782968363,0.1231525117,0.1826565207,0.1880960946,0.266597505,0.2357908267,0.3585782044,0.4398462003,0.6130484711,0.5569631631,0.7207326987,0.5851227862,0.7491914019,0.5113494665,0.7123229112,0.4840259347,0.6896701027,0.5855998077,0.7382762346,0.4966908896,0.6527467235
reading,4,The man trusted the captains of the sailor who was,1,sg,0,0.1171605161,0.07819572879,0.1421596553,0.08881325299,0.1387381017,0.1020794909,0.1589098221,0.1369614959,0.1301044076,0.1187930301,0.1086445939,0.1010520717,0.09772922799,0.08403806767,0.09954672931,0.1008920697,0.1133222518,0.1068788438,0.2163152644,0.1767305161,0.2538018296,0.2556077504,0.4710580343,0.5831607797,0.601325604,0.6963485336,0.5946208949,0.7529390893,0.4967162109,0.7009768882,0.4600875677,0.6597121226,0.5638694051,0.7070944587,0.4670499302,0.6277651467
reading,4,The man trusted the captain of the sailors who were,1,pl,0,0.1198280416,0.1176604248,0.1256673116,0.1722158668,0.1328947842,0.1662912666,0.1454329054,0.2041043955,0.1079676294,0.1921039439,0.09537016083,0.1687593558,0.09031241061,0.1566478868,0.08872148605,0.1782968363,0.1231525117,0.1826565207,0.1880960946,0.266597505,0.2357908267,0.3585782044,0.4398462003,0.6130484711,0.5569631631,0.7207326987,0.5851227862,0.7491914019,0.5113494665,0.7123229112,0.4840259347,0.6896701027,0.5855998077,0.7382762346,0.4966908896,0.6527467235
reading,4,The man trusted the captains of the sailor who were,1,pl,1,0.1171605161,0.07819572879,0.1421596553,0.08881325299,0.1387381017,0.1020794909,0.1589098221,0.1369614959,0.1301044076,0.1187930301,0.1086445939,0.1010520717,0.09772922799,0.08403806767,0.09954672931,0.1008920697,0.1133222518,0.1068788438,0.2163152644,0.1767305161,0.2538018296,0.2556077504,0.4710580343,0.5831607797,0.601325604,0.6963485336,0.5946208949,0.7529390893,0.4967162109,0.7009768882,0.4600875677,0.6597121226,0.5638694051,0.7070944587,0.4670499302,0.6277651467
reading,4,The man stood near the captain of the sailors who was,0,sg,1,0.1171695782,0.11778834,0.1417671402,0.1742958052,0.1414993965,0.1679673022,0.1668276072,0.2054816155,0.1457247497,0.1941871777,0.1248661838,0.1722837715,0.1206254304,0.1606489181,0.1129651664,0.1799005971,0.116368618,0.1854827163,0.1932459953,0.2609959308,0.2356445789,0.3702915683,0.3911422215,0.6387664308,0.5309988904,0.7364356204,0.521711683,0.7511353769,0.4241712285,0.6909765524,0.3942158707,0.6707532947,0.5061191662,0.7133100625,0.4052569008,0.6236935441
reading,4,The man stood near the captains of the sailor who was,0,sg,0,0.1170939351,0.07811089144,0.140660018,0.09007830029,0.1376879783,0.1023447474,0.1581996122,0.137239146,0.129266874,0.1182994796,0.1077867241,0.09964462592,0.09845914389,0.08267689714,0.09692461439,0.1003601402,0.1062539139,0.1135111458,0.1972699444,0.1743098067,0.2310031364,0.2692742236,0.3797600091,0.5868313156,0.5272761289,0.6855775941,0.5177059756,0.7251090016,0.4285070722,0.6738437338,0.3917334723,0.6294913592,0.4941745306,0.6641298119,0.387353544,0.5686127665
reading,4,The man stood near the captain of the sailors who were,0,pl,0,0.1171695782,0.11778834,0.1417671402,0.1742958052,0.1414993965,0.1679673022,0.1668276072,0.2054816155,0.1457247497,0.1941871777,0.1248661838,0.1722837715,0.1206254304,0.1606489181,0.1129651664,0.1799005971,0.116368618,0.1854827163,0.1932459953,0.2609959308,0.2356445789,0.3702915683,0.3911422215,0.6387664308,0.5309988904,0.7364356204,0.521711683,0.7511353769,0.4241712285,0.6909765524,0.3942158707,0.6707532947,0.5061191662,0.7133100625,0.4052569008,0.6236935441
reading,4,The man stood near the captains of the sailor who were,0,pl,1,0.1170939351,0.07811089144,0.140660018,0.09007830029,0.1376879783,0.1023447474,0.1581996122,0.137239146,0.129266874,0.1182994796,0.1077867241,0.09964462592,0.09845914389,0.08267689714,0.09692461439,0.1003601402,0.1062539139,0.1135111458,0.1972699444,0.1743098067,0.2310031364,0.2692742236,0.3797600091,0.5868313156,0.5272761289,0.6855775941,0.5177059756,0.7251090016,0.4285070722,0.6738437338,0.3917334723,0.6294913592,0.4941745306,0.6641298119,0.387353544,0.5686127665
reading,4,The man trusted the sailor of the captains who was,1,sg,1,0.07820990046,0.1169981777,0.08269800506,0.1574872061,0.09452238363,0.151968152,0.1205572818,0.1790930636,0.09721227477,0.1589003454,0.07978527023,0.1344234008,0.06496725476,0.1241880737,0.07218627821,0.129018989,0.07739574022,0.1470656754,0.1353894234,0.3012628517,0.2160839958,0.382733092,0.497378744,0.5949298495,0.6118056507,0.6794312656,0.6512410893,0.7230747822,0.6005137568,0.6792852864,0.5546566813,0.6257309106,0.6177074089,0.6866346653,0.5201872844,0.601593444
reading,4,The man trusted the sailors of the captain who was,1,sg,0,0.1173992988,0.1189977405,0.1546482882,0.1486782856,0.1473794553,0.1439742407,0.1755560218,0.1638380819,0.1591742749,0.1318853878,0.1439576447,0.1143122683,0.135808858,0.10909958,0.1546902609,0.1115112427,0.1619131403,0.1344982656,0.2358466808,0.2401396973,0.2876219067,0.3034685611,0.5280207567,0.5800933982,0.661601605,0.6829043737,0.6855016413,0.736023436,0.6398969881,0.6866801574,0.6143335728,0.6538891942,0.6686436732,0.7023658237,0.584654044,0.6400935264
reading,4,The man trusted the sailor of the captains who were,1,pl,0,0.07820990046,0.1169981777,0.08269800506,0.1574872061,0.09452238363,0.151968152,0.1205572818,0.1790930636,0.09721227477,0.1589003454,0.07978527023,0.1344234008,0.06496725476,0.1241880737,0.07218627821,0.129018989,0.07739574022,0.1470656754,0.1353894234,0.3012628517,0.2160839958,0.382733092,0.497378744,0.5949298495,0.6118056507,0.6794312656,0.6512410893,0.7230747822,0.6005137568,0.6792852864,0.5546566813,0.6257309106,0.6177074089,0.6866346653,0.5201872844,0.601593444
reading,4,The man trusted the sailors of the captain who were,1,pl,1,0.1173992988,0.1189977405,0.1546482882,0.1486782856,0.1473794553,0.1439742407,0.1755560218,0.1638380819,0.1591742749,0.1318853878,0.1439576447,0.1143122683,0.135808858,0.10909958,0.1546902609,0.1115112427,0.1619131403,0.1344982656,0.2358466808,0.2401396973,0.2876219067,0.3034685611,0.5280207567,0.5800933982,0.661601605,0.6829043737,0.6855016413,0.736023436,0.6398969881,0.6866801574,0.6143335728,0.6538891942,0.6686436732,0.7023658237,0.584654044,0.6400935264
reading,4,The man stood near the sailor of the captains who was,0,sg,1,0.1173178331,0.1161187858,0.1683627674,0.1571495124,0.1614355468,0.1515129603,0.1910702267,0.1791914895,0.1770461558,0.159209048,0.1557296575,0.1345605248,0.1454419653,0.125503644,0.1645860972,0.1283579697,0.1708489359,0.146252511,0.2439685106,0.2925778743,0.2808810951,0.3765215862,0.4716699793,0.5662036073,0.5894755155,0.6658779751,0.5916422521,0.6948630572,0.5516282917,0.6583784571,0.5141016428,0.6037028505,0.5803332253,0.6542744165,0.4798933363,0.5629207366
