exp,verb,item,sent,bias,isHigh ,gender,score,score_raw,score_1000,score_mbert,score_pro
ic_mismatch,preguntó por,0,el hombre preguntó por la mujer porque estaba [+female].,66.7,0,f,0.8358779845,0.3743432667,0.5058989295,0.1816212506,0.593615442980081
ic_mismatch,preguntó por,0,la mujer preguntó por el hombre porque estaba [+male].,66.7,0,m,0.9662584135,0.3659446687,0.6528950271,0.1457082669,0.661811382626183
ic_mismatch,preguntó por,0,la mujer preguntó por el hombre porque estaba [+female].,66.7,1,f,0.03374158653,0.01277872827,0.05109605446,0.2315790382,0.028910274617374
ic_mismatch,rompió,0,el hombre rompió a la mujer porque estaba [+male].,84.3,1,m,0,0,0.04013592194,0.104170784,0.02469874615781
ic_mismatch,rompió,0,el hombre rompió a la mujer porque estaba [+female].,84.3,0,f,1,0.5775209935,0.7420980985,0.3564968491,0.559103473555297
ic_mismatch,rompió,0,la mujer rompió al hombre porque estaba [+male].,84.3,0,m,1,0.5856633857,0.8111091998,0.3110469148,0.631974314106628
ic_mismatch,rompió,0,la mujer rompió al hombre porque estaba [+female].,84.3,1,f,0,0,0.009879933765,0.1444290031,0.003222591010854
ic_mismatch,usó,0,el hombre usó a la mujer porque estaba [+male].,66.7,1,m,0,0,0.01724412131,0.118161418,0.003558216965757
ic_mismatch,usó,0,el hombre usó a la mujer porque estaba [+female].,66.7,0,f,1,0.6656711288,0.8381297455,0.3069598241,0.663727928418666
ic_mismatch,usó,0,la mujer usó al hombre porque estaba [+male].,66.7,0,m,0.9751208005,0.4668119084,0.781560353,0.2568664104,0.639029004843906
ic_mismatch,usó,0,la mujer usó al hombre porque estaba [+female].,66.7,1,f,0.02487919946,0.0119102234,0.01808146147,0.1350113627,0.006457588169724
ic_mismatch,visitó,0,el hombre visitó a la mujer porque estaba [+male].,25,1,m,0,0,0.01502448311,0.08654720674,0.007040525437333
ic_mismatch,visitó,0,el hombre visitó a la mujer porque estaba [+female].,25,0,f,1,0.4580035238,0.6913310308,0.3699815384,0.627074119111057
ic_mismatch,visitó,0,la mujer visitó al hombre porque estaba [+male].,25,0,m,1,0.4596864143,0.7101034963,0.3501963856,0.689230724587105
ic_mismatch,visitó,0,la mujer visitó al hombre porque estaba [+female].,25,1,f,0,0,0.0173048231,0.09159640479,0.003101143287495
ic_mismatch,aceptó,0,el hombre aceptó a la mujer porque estaba [+male].,66.7,1,m,0.16011274,0.07832183037,0.2006205889,0.1164960621,0.189342743426096
ic_mismatch,aceptó,0,el hombre aceptó a la mujer porque estaba [+female].,66.7,0,f,0.83988726,0.4108449304,0.5510067329,0.302085132,0.601392024196684
ic_mismatch,aceptó,0,la mujer aceptó al hombre porque estaba [+male].,66.7,0,m,1,0.4530439246,0.7300825844,0.1717095885,0.608930039103143
ic_mismatch,aceptó,0,la mujer aceptó al hombre porque estaba [+female].,66.7,1,f,0,0,0.02882956219,0.2020359273,0.135042422858533
ic_mismatch,criticó,0,el hombre criticó a la mujer porque estaba [+male].,25.5,1,m,0,0,0.01640919424,0.07186058478,0.002147061750293
ic_mismatch,criticó,0,el hombre criticó a la mujer porque estaba [+female].,25.5,0,f,1,0.5553674428,0.755740356,0.3633275946,0.620838454808109
ic_mismatch,criticó,0,la mujer criticó al hombre porque estaba [+male].,25.5,0,m,1,0.5847268272,0.7994087986,0.3149506018,0.657862080377527
ic_mismatch,criticó,0,la mujer criticó al hombre porque estaba [+female].,25.5,1,f,0,0,0.009045039302,0.09198469738,0.002188011771068
ic_mismatch,cuidó,0,el hombre cuidó a la mujer porque estaba [+male].,20.4,1,m,0,0,0.01213541251,0.1151856316,0.005336796573829
ic_mismatch,cuidó,0,el hombre cuidó a la mujer porque estaba [+female].,20.4,0,f,1,0.4379028268,0.5625002285,0.3929303731,0.375658404664137
ic_mismatch,cuidó,0,la mujer cuidó al hombre porque estaba [+male].,20.4,0,m,1,0.5235627973,0.6392858112,0.355393726,0.52290460455697
ic_mismatch,cuidó,0,la mujer cuidó al hombre porque estaba [+female].,20.4,1,f,0,0,0.010854338,0.1387983011,0.005428930628113
ic_mismatch,debía,0,el hombre debía a la mujer porque estaba [+male].,9.3,1,m,0.3257448533,0.1093188105,0.2708857439,0.2679221348,0.159970196778886
ic_mismatch,debía,0,el hombre debía a la mujer porque estaba [+female].,9.3,0,f,0.6742551467,0.2262776215,0.4216957886,0.1716375448,0.297954866313376
ic_mismatch,debía,0,la mujer debía al hombre porque estaba [+male].,9.3,0,m,0.9619395219,0.4344720836,0.7114494588,0.124363679,0.506248378544115
ic_mismatch,debía,0,la mujer debía al hombre porque estaba [+female].,9.3,1,f,0.03806047813,0.01719049364,0.04718287832,0.2972645038,0.041654787026346
ic_mismatch,defendió,0,el hombre defendió a la mujer porque estaba [+male].,31.5,1,m,0,0,0.01407197711,0.08668955904,0.006935471377801
ic_mismatch,defendió,0,el hombre defendió a la mujer porque estaba [+female].,31.5,0,f,1,0.4140162021,0.6757365398,0.3987371047,0.73925428732764
ic_mismatch,defendió,0,la mujer defendió al hombre porque estaba [+male].,31.5,0,m,1,0.3563876562,0.7038407621,0.3225957025,0.790538615838159
ic_mismatch,defendió,0,la mujer defendió al hombre porque estaba [+female].,31.5,1,f,0,0,0.008246303385,0.1396908428,0
ic_mismatch,detuvo,0,el hombre detuvo a la mujer porque estaba [+male].,21.2,1,m,0,0,0.01844589228,0.08016730263,0.006506207748316
ic_mismatch,detuvo,0,el hombre detuvo a la mujer porque estaba [+female].,21.2,0,f,1,0.4552813563,0.6825521078,0.3885963901,0.689176487037912
ic_mismatch,detuvo,0,la mujer detuvo al hombre porque estaba [+male].,21.2,0,m,1,0.5423566867,0.769115254,0.4369386248,0.812164239119738
ic_mismatch,detuvo,0,la mujer detuvo al hombre porque estaba [+female].,21.2,1,f,0,0,0.01646257309,0.08011535293,0.003041634277906
ic_mismatch,escapó de,0,el hombre escapó de la mujer porque estaba [+male].,32,1,m,0.01119094237,0.00660639815,0.09156783591,0.3329276739,0.038159547839314
ic_mismatch,escapó de,0,el hombre escapó de la mujer porque estaba [+female].,32,0,f,0.9888090576,0.5837279931,0.7287297068,0.2077931328,0.643137287930585
ic_mismatch,escapó de,0,la mujer escapó del hombre porque estaba [+male].,32,0,m,0.9759583183,0.5183675922,0.7887485782,0.14220563,0.511099999304861
ic_mismatch,escapó de,0,la mujer escapó del hombre porque estaba [+female].,32,1,f,0.02404168168,0.01276942715,0.03362666309,0.3662401,0.165017231018283
ic_mismatch,obedeció,0,el hombre obedeció a la mujer porque estaba [+male].,25.5,1,m,0.02109967365,0.01036296319,0.05040138904,0.2160977903,0.045728643017355
ic_mismatch,obedeció,0,el hombre obedeció a la mujer porque estaba [+female].,25.5,0,f,0.9789003264,0.4807803296,0.6888254773,0.2529562532,0.656771679816302
ic_mismatch,obedeció,0,la mujer obedeció al hombre porque estaba [+male].,25.5,0,m,0.9776544627,0.4195038565,0.7066266567,0.1331174673,0.700873889261857
ic_mismatch,obedeció,0,la mujer obedeció al hombre porque estaba [+female].,25.5,1,f,0.02234553729,0.009588294663,0.02906240747,0.3124198301,0.028170704143122
ic_mismatch,protegió,0,el hombre protegió a la mujer porque estaba [+male].,34,1,m,0,0,0.01461801185,0.1124490274,0.013291613664478
ic_mismatch,protegió,0,el hombre protegió a la mujer porque estaba [+female].,34,0,f,1,0.6473920564,0.8026225421,0.3937664339,0.708165144082159
ic_mismatch,protegió,0,la mujer protegió al hombre porque estaba [+male].,34,0,m,1,0.5616998784,0.7884636821,0.5001573592,0.723114268912468
ic_mismatch,protegió,0,la mujer protegió al hombre porque estaba [+female].,34,1,f,0,0,0.01697951886,0.06964573241,0.009047544561327
ic_mismatch,rectificó,0,el hombre rectificó a la mujer porque estaba [+male].,13,1,m,0,0,0.02333945711,0.0971681372,0.009028470260091
ic_mismatch,rectificó,0,el hombre rectificó a la mujer porque estaba [+female].,13,0,f,1,0.4459620751,0.6837710415,0.3731774641,0.593303682166152
ic_mismatch,rectificó,0,la mujer rectificó al hombre porque estaba [+male].,13,0,m,1,0.4868946047,0.7331677945,0.2855347702,0.6973137462046
ic_mismatch,rectificó,0,la mujer rectificó al hombre porque estaba [+female].,13,1,f,0,0,0.008907021578,0.1581371995,0.000994206173345
ic_mismatch,respondió,0,el hombre respondió a la mujer porque estaba [+male].,32,1,m,0.2542380385,0.04848394077,0.273336208,0.1707869718,0.159759201458655
ic_mismatch,respondió,0,el hombre respondió a la mujer porque estaba [+female].,32,0,f,0.7457619615,0.1422189968,0.3417985185,0.2562540302,0.46344204293564
ic_mismatch,respondió,0,la mujer respondió al hombre porque estaba [+male].,32,0,m,0.9558354014,0.2634919621,0.6011852176,0.08994975023,0.626509121851996
ic_mismatch,respondió,0,la mujer respondió al hombre porque estaba [+female].,32,1,f,0.04416459864,0.01217470784,0.0606110485,0.3417192437,0.051459646318108
ic_mismatch,salvó,0,el hombre salvó a la mujer porque estaba [+male].,25.9,1,m,0,0,0.01921760984,0.1027323618,0.009081579977646
ic_mismatch,salvó,0,el hombre salvó a la mujer porque estaba [+female].,25.9,0,f,1,0.5034233341,0.6613509181,0.4593440159,0.487218009366188
ic_mismatch,salvó,0,la mujer salvó al hombre porque estaba [+male].,25.9,0,m,1,0.4654340623,0.7042541784,0.5400815934,0.597036523278803
ic_mismatch,salvó,0,la mujer salvó al hombre porque estaba [+female].,25.9,1,f,0,0,0.02003155046,0.0790965535,0.005054810317233
ic_mismatch,señaló,0,el hombre señaló a la mujer porque estaba [+male].,9.8,1,m,0,0,0.04020892794,0.08300568955,0.020890533691272
ic_mismatch,señaló,0,el hombre señaló a la mujer porque estaba [+female].,9.8,0,f,1,0.3712135525,0.5675639962,0.3634550604,0.576365621061996
ic_mismatch,señaló,0,la mujer señaló al hombre porque estaba [+male].,9.8,0,m,0.959992049,0.3790503284,0.6621474359,0.2477790161,0.666263730498031
ic_mismatch,señaló,0,la mujer señaló al hombre porque estaba [+female].,9.8,1,f,0.04000795096,0.01579703391,0.02699405441,0.1680537594,0.01424594852142
ic_mismatch,aburrió,0,el hombre aburrió a la mujer porque estaba [+male].,91.3,1,m,0,0,0.03356092702,0.1073161312,0.007875129696913
ic_mismatch,aburrió,0,el hombre aburrió a la mujer porque estaba [+female].,91.3,0,f,1,0.4805192715,0.6761155822,0.3333595599,0.51678323984379
ic_mismatch,aburrió,0,la mujer aburrió al hombre porque estaba [+male].,91.3,0,m,1,0.3783608992,0.6472191145,0.2135747082,0.553908157802653
ic_mismatch,aburrió,0,la mujer aburrió al hombre porque estaba [+female].,91.3,1,f,0,0,0.02067288639,0.18152297,0.004433769267052
ic_mismatch,afectó,0,el hombre afectó a la mujer porque estaba [+male].,66.7,1,m,0,0,0.01956261749,0.1267993787,0.003248161636293
ic_mismatch,afectó,0,el hombre afectó a la mujer porque estaba [+female].,66.7,0,f,1,0.6844094987,0.8319450456,0.3247119011,0.705101023660973
ic_mismatch,afectó,0,la mujer afectó al hombre porque estaba [+male].,66.7,0,m,0.9278012398,0.435850841,0.7122319964,0.3532244724,0.609989575692453
ic_mismatch,afectó,0,la mujer afectó al hombre porque estaba [+female].,66.7,1,f,0.07219876022,0.03391662892,0.03978462311,0.1199462363,0.015176195651293
ic_mismatch,alteró,0,el hombre alteró a la mujer porque estaba [+male].,82.7,1,m,0,0,0.01438216595,0.08538519091,0.007180076267105
ic_mismatch,alteró,0,el hombre alteró a la mujer porque estaba [+female].,82.7,0,f,1,0.7837943835,0.874254533,0.3856802779,0.787914205342531
ic_mismatch,alteró,0,la mujer alteró al hombre porque estaba [+male].,82.7,0,m,1,0.6836746,0.84965679,0.4394431358,0.786177112720907
ic_mismatch,alteró,0,la mujer alteró al hombre porque estaba [+female].,82.7,1,f,0,0,0.009453376621,0.07362403563,0.004109750094358
ic_mismatch,amenazó,0,el hombre amenazó a la mujer porque estaba [+male].,29.4,1,m,0.004628407314,0.004002796952,0.01783152702,0.08582606597,0.00358605114161
ic_mismatch,amenazó,0,el hombre amenazó a la mujer porque estaba [+female].,29.4,0,f,0.9953715927,0.8608296779,0.9161014923,0.3527835424,0.910909329308197
ic_mismatch,amenazó,0,la mujer amenazó al hombre porque estaba [+male].,29.4,0,m,0.9888594234,0.7575675901,0.8991717673,0.1944792207,0.840714443067554
ic_mismatch,amenazó,0,la mujer amenazó al hombre porque estaba [+female].,29.4,1,f,0.0111405766,0.008534822613,0.01298816066,0.1987853799,0.010883521405049
ic_mismatch,animó,0,el hombre animó a la mujer porque estaba [+male].,18.5,1,m,0,0,0.02034980023,0.08748636453,0.003249002620578
ic_mismatch,animó,0,el hombre animó a la mujer porque estaba [+female].,18.5,0,f,1,0.4045229936,0.6894175604,0.3124521903,0.713652278878726
ic_mismatch,animó,0,la mujer animó al hombre porque estaba [+male].,18.5,0,m,1,0.3648613617,0.6763254294,0.2271355014,0.663977746851742
ic_mismatch,animó,0,la mujer animó al hombre porque estaba [+female].,18.5,1,f,0,0,0.01677934556,0.1537467028,0.008067493443377
ic_mismatch,asombró,0,el hombre asombró a la mujer porque estaba [+male].,73.9,1,m,0,0,0.04840388122,0.08758695866,0.014706701855175
ic_mismatch,asombró,0,el hombre asombró a la mujer porque estaba [+female].,73.9,0,f,1,0.2637090636,0.5221292361,0.3375228154,0.647410287288949
ic_mismatch,asombró,0,la mujer asombró al hombre porque estaba [+male].,73.9,0,m,1,0.2734858375,0.5597955405,0.3115042105,0.579598501208238
ic_mismatch,asombró,0,la mujer asombró al hombre porque estaba [+female].,73.9,1,f,0,0,0.03542178351,0.1094529231,0.028334157192148
ic_mismatch,calmó,0,el hombre calmó a la mujer porque estaba [+male].,4,1,m,0.01709070464,0.009581452236,0.02882669974,0.1027792119,0.014450066315476
ic_mismatch,calmó,0,el hombre calmó a la mujer porque estaba [+female].,4,0,f,0.9829092954,0.5510421405,0.6917406935,0.3243351126,0.762088007410057
ic_mismatch,calmó,0,la mujer calmó al hombre porque estaba [+male].,4,0,m,0.9894355456,0.6892625028,0.8131113879,0.2257275078,0.828824445459759
ic_mismatch,calmó,0,la mujer calmó al hombre porque estaba [+female].,4,1,f,0.01056445441,0.00735943066,0.01199593686,0.1784533178,0.007490070536733
ic_mismatch,conmovió,0,el hombre conmovió a la mujer porque estaba [+male].,82.4,1,m,0,0,0.04947750881,0.09861788829,0.01411059894599
ic_mismatch,conmovió,0,el hombre conmovió a la mujer porque estaba [+female].,82.4,0,f,1,0.1526301876,0.3861981472,0.3599767397,0.547094331821427
ic_mismatch,conmovió,0,la mujer conmovió al hombre porque estaba [+male].,82.4,0,m,1,0.2094042376,0.4748128413,0.320799799,0.574354705633596
ic_mismatch,conmovió,0,la mujer conmovió al hombre porque estaba [+female].,82.4,1,f,0,0,0.03533447704,0.1358749765,0.019878013641574
ic_mismatch,distrajo,0,el hombre distrajo a la mujer porque estaba [+male].,69.2,1,m,0,0,0.01417249541,0.08775139763,0.00461844203528
ic_mismatch,distrajo,0,el hombre distrajo a la mujer porque estaba [+female].,69.2,0,f,1,0.3763001468,0.5707614715,0.3561218641,0.677174870797899
ic_mismatch,distrajo,0,la mujer distrajo al hombre porque estaba [+male].,69.2,0,m,1,0.3307479452,0.6017577686,0.3303479099,0.585091051296331
ic_mismatch,distrajo,0,la mujer distrajo al hombre porque estaba [+female].,69.2,1,f,0,0,0.02423918805,0.1091783995,0.012574698077515
ic_mismatch,fascinó,0,el hombre fascinó a la mujer porque estaba [+male].,100,1,m,0.03996041378,0.01948798448,0.06153880355,0.06379487249,0.058211067342199
ic_mismatch,fascinó,0,el hombre fascinó a la mujer porque estaba [+female].,100,0,f,0.9600395862,0.4681942649,0.6862445427,0.3559008561,0.691479810397141
ic_mismatch,fascinó,0,la mujer fascinó al hombre porque estaba [+male].,100,0,m,1,0.4484221581,0.6729129244,0.2217840054,0.612871735938825
ic_mismatch,fascinó,0,la mujer fascinó al hombre porque estaba [+female].,100,1,f,0,0,0.06822494627,0.1550941814,0.118399895494804
ic_mismatch,impresionó,0,el hombre impresionó a la mujer porque estaba [+male].,88,1,m,0.1395425697,0.0642178487,0.1192365444,0.07056822698,0.03782149986364
ic_mismatch,impresionó,0,el hombre impresionó a la mujer porque estaba [+female].,88,0,f,0.8604574303,0.3959847176,0.589461151,0.3207338913,0.774837499018759
ic_mismatch,impresionó,0,la mujer impresionó al hombre porque estaba [+male].,88,0,m,1,0.3947900543,0.6764535706,0.2377917096,0.737022116198204
ic_mismatch,impresionó,0,la mujer impresionó al hombre porque estaba [+female].,88,1,f,0,0,0.02554294153,0.1188558487,0.021850563352928
ic_mismatch,invitó,0,el hombre invitó a la mujer porque estaba [+male].,72.3,1,m,0,0,0.06864662958,0.06940810336,0.048486468265765
ic_mismatch,invitó,0,el hombre invitó a la mujer porque estaba [+female].,72.3,0,f,1,0.4312081244,0.6561143747,0.3403628222,0.638290287111886
ic_mismatch,invitó,0,la mujer invitó al hombre porque estaba [+male].,72.3,0,m,1,0.4880199954,0.7291552473,0.2385571508,0.627230923972093
ic_mismatch,invitó,0,la mujer invitó al hombre porque estaba [+female].,72.3,1,f,0,0,0.01968235788,0.132163748,0.00607276824303
ic_mismatch,recordó,0,el hombre recordó a la mujer porque estaba [+male].,22,1,m,0.06514184879,0.02215823717,0.1383569666,0.09484259243,0.027480480843224
ic_mismatch,recordó,0,el hombre recordó a la mujer porque estaba [+female].,22,0,f,0.9348581512,0.3179954058,0.4946055665,0.3841734019,0.408443731605075
ic_mismatch,recordó,0,la mujer recordó al hombre porque estaba [+male].,22,0,m,1,0.3288897816,0.6178895497,0.3379275436,0.497119745356031
ic_mismatch,recordó,0,la mujer recordó al hombre porque estaba [+female].,22,1,f,0,0,0.03799665872,0.1201682543,0.036193788284436
ic_mismatch,satisfizo,0,el hombre satisfizo a la mujer porque estaba [+male].,66.7,1,m,0.1686215898,0.1261628419,0.1525181757,0.09024605365,0.143836573843146
ic_mismatch,satisfizo,0,el hombre satisfizo a la mujer porque estaba [+female].,66.7,0,f,0.8313784102,0.622038157,0.6994879543,0.3320565386,0.744472942140419
ic_mismatch,satisfizo,0,la mujer satisfizo al hombre porque estaba [+male].,66.7,0,m,0.9896447681,0.761325008,0.8663001498,0.2123022311,0.874690156808356
ic_mismatch,satisfizo,0,la mujer satisfizo al hombre porque estaba [+female].,66.7,1,f,0.01035523187,0.007966188714,0.01330033516,0.1754091562,0.011778677813709
ic_mismatch,admiró,0,el hombre admiró a la mujer porque estaba [+male].,5.7,1,m,0,0,0.02080917009,0.08599318098,0.016851077554748
ic_mismatch,admiró,0,el hombre admiró a la mujer porque estaba [+female].,5.7,0,f,1,0.3554402376,0.6512916491,0.3108031367,0.622444757085759
ic_mismatch,admiró,0,la mujer admiró al hombre porque estaba [+male].,5.7,0,m,1,0.3146920018,0.6273026358,0.245901114,0.597407269175164
ic_mismatch,admiró,0,la mujer admiró al hombre porque estaba [+female].,5.7,1,f,0,0,0.0297546815,0.1136764874,0.03689762018621
ic_mismatch,confió en,0,el hombre confió en la mujer porque estaba [+male].,5,1,m,0,0,0.02371278919,0.1713973295,0.023425978724845
ic_mismatch,confió en,0,el hombre confió en la mujer porque estaba [+female].,5,0,f,1,0.5970229898,0.7960148668,0.2382809011,0.773040001397021
ic_mismatch,confió en,0,la mujer confió en el hombre porque estaba [+male].,5,0,m,1,0.5554860746,0.8073648091,0.2544806604,0.802768724446651
ic_mismatch,confió en,0,la mujer confió en el hombre porque estaba [+female].,5,1,f,0,0,0.02302766913,0.1524032608,0.013427342113573
ic_mismatch,consideró,0,el hombre consideró a la mujer porque estaba [+male].,11.5,1,m,0,0,0.03103061102,0.0809867112,0.018594153574668
ic_mismatch,consideró,0,el hombre consideró a la mujer porque estaba [+female].,11.5,0,f,1,0.4866906321,0.7089603929,0.3573075077,0.607045615906827
ic_mismatch,consideró,0,la mujer consideró al hombre porque estaba [+male].,11.5,0,m,1,0.4550953144,0.7457798472,0.3803424491,0.682358285179362
ic_mismatch,consideró,0,la mujer consideró al hombre porque estaba [+female].,11.5,1,f,0,0,0.0159669846,0.07189787796,0.022692677390296
ic_mismatch,despreció,0,el hombre despreció a la mujer porque estaba [+male].,24.1,1,m,0,0,0.03012315565,0.08645274991,0.005885778926313
ic_mismatch,despreció,0,el hombre despreció a la mujer porque estaba [+female].,24.1,0,f,1,0.5766606433,0.7704451426,0.3584211713,0.676998057460878
ic_mismatch,despreció,0,la mujer despreció al hombre porque estaba [+male].,24.1,0,m,1,0.5747221755,0.8346430671,0.2909129134,0.677985319285654
ic_mismatch,despreció,0,la mujer despreció al hombre porque estaba [+female].,24.1,1,f,0,0,0.008015006604,0.1247560595,0.010340677457862
ic_mismatch,se enamoró de,0,el hombre se enamoró de la mujer porque estaba [+male].,5.7,1,m,0.5346351591,0.3660428245,0.4802378155,0.2249787946,0.208119763294235
