exp,verb,item,sent,bias,isHigh ,gender,score,score_pro,score_base,score_roberta,score_roberta_pro,score_roberta_base,score_mbert
ic_mismatch,admonished,0,The woman admonished the man because he was there.,-32,0,m,0.8056100011,0.7880613208,0.9444198608,0.2224451452,0.06763470918,0.1724818796,0.7069541216
ic_mismatch,admonished,0,The woman admonished the man because she was there.,-32,1,f,0.107077457,0.05467480794,0.03213148564,0.5326328278,0.2626026273,0.6721353531,0.2023156434
ic_mismatch,adored,0,The man adored the woman because he was there.,-74,1,m,0.0160282366,0.007280837279,0.008206091821,0.05760275945,0.06334450096,0.05975789577,0.4989563525
ic_mismatch,adored,0,The man adored the woman because she was there.,-74,0,f,0.9545667171,0.9336200356,0.9777874947,0.9267066717,0.6841747165,0.9253352284,0.4018341005
ic_mismatch,adored,0,The woman adored the man because he was there.,-74,0,m,0.9658475518,0.9363471866,0.9885231853,0.9023039341,0.5304123163,0.8446887136,0.5078033805
ic_mismatch,adored,0,The woman adored the man because she was there.,-74,1,f,0.009732973762,0.003838270437,0.002914172132,0.08114248514,0.1852489114,0.137108013,0.3896673024
ic_mismatch,advised,0,The man advised the woman because he was there.,-28,1,m,0.2733558118,0.1152111888,0.1860414147,0.6854527593,0.1774822325,0.8154724836,0.4555844069
ic_mismatch,advised,0,The man advised the woman because she was there.,-28,0,f,0.4735793769,0.3810132742,0.7170740366,0.1213245541,0.08876731247,0.1123303398,0.4341039658
ic_mismatch,advised,0,The woman advised the man because he was there.,-28,0,m,0.474101454,0.3127677739,0.7152357697,0.07025169581,0.03415746987,0.0354190506,0.5288450718
ic_mismatch,advised,0,The woman advised the man because she was there.,-28,1,f,0.2734612226,0.1805666983,0.1888134181,0.7355482578,0.2704962194,0.9047293663,0.3502800465
ic_mismatch,affected,0,The man affected the woman because he was there.,29,1,m,0.5941290855,0.4010261893,0.4702387452,0.9147432446,0.5027285218,0.8505806923,0.3744227588
ic_mismatch,affected,0,The man affected the woman because she was there.,29,0,f,0.2093372792,0.3359725773,0.447647959,0.04306913912,0.17978324,0.1111926883,0.5315680504
ic_mismatch,affected,0,The woman affected the man because he was there.,29,0,m,0.1977673769,0.216676414,0.5139527917,0.02173596062,0.03111638501,0.01530001964,0.7066838145
ic_mismatch,affected,0,The woman affected the man because she was there.,29,1,f,0.6334105134,0.5364844203,0.409569025,0.9549856186,0.7323399186,0.9631810784,0.1954849362
ic_mismatch,aggravated,0,The man aggravated the woman because he was there.,59,1,m,0.3555244803,0.2191348821,0.3649103642,0.5816209912,0.2601796985,0.6411296129,0.4045628905
ic_mismatch,aggravated,0,The man aggravated the woman because she was there.,59,0,f,0.3802166879,0.3932977021,0.510150671,0.3341313004,0.2856436074,0.2973584533,0.4962271154
ic_mismatch,aggravated,0,The woman aggravated the man because he was there.,59,0,m,0.4696337283,0.3839661777,0.6732935309,0.1966000348,0.1189098358,0.1010047495,0.6452353597
ic_mismatch,aggravated,0,The woman aggravated the man because she was there.,59,1,f,0.2841264009,0.1868764013,0.2107430249,0.7330873609,0.4473262131,0.8488310575,0.2547334135
ic_mismatch,agitated,0,The man agitated the woman because he was there.,85,1,m,0.3206788003,0.124563694,0.1736016124,0.6520719528,0.2262212485,0.6339368224,0.3002122343
ic_mismatch,agitated,0,The man agitated the woman because she was there.,85,0,f,0.4835502207,0.6009346247,0.7777680755,0.1844611168,0.1507651359,0.2291439027,0.6092063189
ic_mismatch,agitated,0,The woman agitated the man because he was there.,85,0,m,0.6006605029,0.5853033066,0.8708187938,0.1769728512,0.09001518041,0.1318694502,0.6611475348
ic_mismatch,agitated,0,The woman agitated the man because she was there.,85,1,f,0.2283701748,0.1071556881,0.08861739933,0.6602950692,0.300966531,0.7323080897,0.2385648638
ic_mismatch,alarmed,0,The man alarmed the woman because he was there.,58,1,m,0.4736312032,0.2597832978,0.3887372017,0.8125221729,0.2103928179,0.74457407,0.2943820357
ic_mismatch,alarmed,0,The man alarmed the woman because she was there.,58,0,f,0.235034883,0.3463831842,0.5197341442,0.1016302407,0.1294530928,0.1839080453,0.6238322854
ic_mismatch,alarmed,0,The woman alarmed the man because he was there.,58,0,m,0.3424020708,0.3382459581,0.6485829949,0.06232665479,0.07042322308,0.07947923988,0.6373045444
ic_mismatch,alarmed,0,The woman alarmed the man because she was there.,58,1,f,0.410356164,0.2713228762,0.2619974911,0.8628300428,0.3062191904,0.8594841361,0.271677345
ic_mismatch,alienated,0,The man alienated the woman because he was there.,41,1,m,0.4932233095,0.2185596675,0.2264801711,0.6580878496,0.357196033,0.7932505012,0.4040249884
ic_mismatch,alienated,0,The man alienated the woman because she was there.,41,0,f,0.3454785645,0.4771410823,0.7140948176,0.1846858114,0.1139619872,0.1266435534,0.4894799888
ic_mismatch,alienated,0,The woman alienated the man because he was there.,41,0,m,0.3534426689,0.3823514581,0.7436282039,0.1953539252,0.05544769764,0.08297241479,0.5557577014
ic_mismatch,alienated,0,The woman alienated the man because she was there.,41,1,f,0.5065870285,0.304189831,0.2012630105,0.6683911085,0.4433149695,0.8310946226,0.3303764462
ic_mismatch,amazed,0,The man amazed the woman because he was there.,68,1,m,0.5328789949,0.3311855793,0.455255419,0.8424523473,0.2234828621,0.777908206,0.3996488154
ic_mismatch,amazed,0,The man amazed the woman because she was there.,68,0,f,0.2658520341,0.3356149495,0.469209373,0.09079987556,0.116619058,0.1514396667,0.5035554767
ic_mismatch,amazed,0,The woman amazed the man because he was there.,68,0,m,0.1177861318,0.08880472928,0.3101996779,0.03383015469,0.02976472862,0.03126031905,0.6481186152
ic_mismatch,amazed,0,The woman amazed the man because she was there.,68,1,f,0.7820575833,0.7065531015,0.6479430795,0.9251295924,0.3898999393,0.9294047952,0.251845926
ic_mismatch,amused,0,The man amused the woman because he was there.,67,1,m,0.5743145347,0.3154798448,0.4389569759,0.791085422,0.2892678976,0.7183537483,0.2923499048
ic_mismatch,amused,0,The man amused the woman because she was there.,67,0,f,0.2324659824,0.3636057675,0.4703539908,0.1633958071,0.1969346255,0.243076995,0.6304756999
ic_mismatch,amused,0,The woman amused the man because he was there.,67,0,m,0.2213757932,0.2437936664,0.4985549748,0.05873578414,0.06792958826,0.06261654943,0.7006979585
ic_mismatch,amused,0,The woman amused the man because she was there.,67,1,f,0.6347209215,0.4759693146,0.4262878299,0.9080590606,0.5009007454,0.9103884697,0.2080161124
ic_mismatch,angered,0,The man angered the woman because he was there.,85,1,m,0.4953011274,0.2077034861,0.2001999319,0.7220401764,0.3264640868,0.6994515657,0.411318928
ic_mismatch,angered,0,The man angered the woman because she was there.,85,0,f,0.3672420681,0.5641547441,0.7716463208,0.2191334218,0.2322860956,0.2609460354,0.5006861091
ic_mismatch,angered,0,The woman angered the man because he was there.,85,0,m,0.2286521196,0.3626201451,0.6592431068,0.1090501919,0.1043202728,0.1119348928,0.525283277
ic_mismatch,angered,0,The woman angered the man because she was there.,85,1,f,0.6884871125,0.4035386443,0.3122439086,0.8468578458,0.5241125226,0.8584707379,0.3858688176
ic_mismatch,annoyed,0,The man annoyed the woman because he was there.,79,1,m,0.3997291923,0.1241744012,0.1450617909,0.6245484948,0.2264228463,0.6220981479,0.3396157324
ic_mismatch,annoyed,0,The man annoyed the woman because she was there.,79,0,f,0.4068166316,0.6292282343,0.8116733432,0.2725085318,0.2055198103,0.3075025082,0.5746643543
ic_mismatch,annoyed,0,The woman annoyed the man because he was there.,79,0,m,0.4081003964,0.4723092914,0.8105728626,0.2555349171,0.1279271245,0.2022845,0.6614187956
ic_mismatch,annoyed,0,The woman annoyed the man because she was there.,79,1,f,0.4309486747,0.2434980273,0.1477337331,0.6360260248,0.3317300677,0.7312511802,0.243543148
ic_mismatch,answered,0,The man answered the woman because he was there.,-64,1,m,0.3258146644,0.1653669178,0.219013378,0.6624376178,0.3264207542,0.7839507461,0.2864823937
ic_mismatch,answered,0,The man answered the woman because she was there.,-64,0,f,0.3558174074,0.3068477809,0.6444476843,0.1930699199,0.1022710502,0.1635143012,0.6198917031
ic_mismatch,answered,0,The woman answered the man because he was there.,-64,0,m,0.4896003008,0.3384939432,0.7995194793,0.2250428796,0.06178065762,0.0795923844,0.6032508612
ic_mismatch,answered,0,The woman answered the man because she was there.,-64,1,f,0.2123345286,0.1356859654,0.08877206594,0.6264517903,0.4069412053,0.8689270616,0.2797572911
ic_mismatch,apologized to,0,The man apologized to the woman because he was there.,93,1,m,0.1798308194,0.08281226456,0.09976700693,0.5151252151,0.2571663857,0.615711987,0.4301424921
ic_mismatch,apologized to,0,The man apologized to the woman because she was there.,93,0,f,0.7369197011,0.792945385,0.8786562085,0.4044698775,0.2608818114,0.3478178978,0.4882028997
ic_mismatch,apologized to,0,The woman apologized to the man because he was there.,93,0,m,0.800286293,0.7750842571,0.9399132133,0.3348137438,0.1555625647,0.1293724626,0.5890346169
ic_mismatch,apologized to,0,The woman apologized to the man because she was there.,93,1,f,0.1174094751,0.06515865028,0.04232726619,0.5820413232,0.3850335479,0.8367125392,0.3244283497
ic_mismatch,appalled,0,The man appalled the woman because he was there.,78,1,m,0.3213456273,0.177735284,0.2381504774,0.8015912175,0.3547191918,0.7472146749,0.3491484523
ic_mismatch,appalled,0,The man appalled the woman because she was there.,78,0,f,0.4441904724,0.5482233763,0.6702014208,0.1555981189,0.2861453593,0.2269480675,0.5756809115
ic_mismatch,appalled,0,The woman appalled the man because he was there.,78,0,m,0.5333217978,0.5763351917,0.8184067607,0.1137816831,0.1588568538,0.09363076836,0.6961935163
ic_mismatch,appalled,0,The woman appalled the man because she was there.,78,1,f,0.2559691966,0.155714497,0.1182257086,0.8460106254,0.4562948346,0.8823593259,0.2246666253
ic_mismatch,applauded,0,The man applauded the woman because he was there.,-84,1,m,0.03257969394,0.009676663205,0.01084476896,0.2237113714,0.09408497065,0.2391733676,0.3897420466
ic_mismatch,applauded,0,The man applauded the woman because she was there.,-84,0,f,0.9102998376,0.8637676239,0.9625376463,0.7295099497,0.4734990597,0.734172523,0.5284536481
ic_mismatch,applauded,0,The woman applauded the man because he was there.,-84,0,m,0.9256424904,0.8387644887,0.9719589353,0.6714937687,0.2669503391,0.5742836595,0.6121494174
ic_mismatch,applauded,0,The woman applauded the man because she was there.,-84,1,f,0.01975374296,0.008669049479,0.005558362231,0.2760181725,0.2290872186,0.3903633356,0.2989005446
ic_mismatch,appreciated,0,The man appreciated the woman because he was there.,-87,1,m,0.01075725164,0.004713514354,0.006054296158,0.04260137677,0.04126081243,0.05009966344,0.440025419
ic_mismatch,appreciated,0,The man appreciated the woman because she was there.,-87,0,f,0.9583413601,0.9221887589,0.9735835195,0.9420468807,0.6474583745,0.9361978769,0.4703841507
ic_mismatch,appreciated,0,The woman appreciated the man because he was there.,-87,0,m,0.9647975564,0.9175562263,0.9826152325,0.9399374723,0.513913095,0.8768117428,0.5731185675
ic_mismatch,appreciated,0,The woman appreciated the man because she was there.,-87,1,f,0.00889267493,0.008420643397,0.00476001855,0.04478630424,0.1358137727,0.1070411652,0.3335210681
ic_mismatch,approached,0,The man approached the woman because he was there.,39,1,m,0.1974883974,0.04278676957,0.05289342254,0.3890592456,0.1152781546,0.4366268516,0.232904017
ic_mismatch,approached,0,The man approached the woman because she was there.,39,0,f,0.5574728847,0.4967718124,0.8840171099,0.511742413,0.1884264201,0.4814617336,0.6750300527
ic_mismatch,approached,0,The woman approached the man because he was there.,39,0,m,0.693043232,0.4855910242,0.925188899,0.5397267342,0.09700477868,0.4117915928,0.6975461245
ic_mismatch,approached,0,The woman approached the man because she was there.,39,1,f,0.09197635949,0.03654018417,0.01988757215,0.3341034353,0.1516055316,0.4659264088,0.188367188
ic_mismatch,astonished,0,The man astonished the woman because he was there.,51,1,m,0.5294674039,0.3117264509,0.4053183496,0.8928461075,0.3240295351,0.8473638296,0.3698999882
ic_mismatch,astonished,0,The man astonished the woman because she was there.,51,0,f,0.2579551935,0.3810322583,0.5180042982,0.06235148013,0.1216620505,0.1049388126,0.5351809859
ic_mismatch,astonished,0,The woman astonished the man because he was there.,51,0,m,0.2059536427,0.2276985645,0.5032606125,0.02653732896,0.03237045556,0.02202227898,0.641936481
ic_mismatch,astonished,0,The woman astonished the man because she was there.,51,1,f,0.6554700732,0.5207530856,0.4423358142,0.9509099126,0.5444254875,0.9536025524,0.2577855885
ic_mismatch,astounded,0,The man astounded the woman because he was there.,62,1,m,0.7083026171,0.5483824611,0.6535344124,0.8159248233,0.2805641592,0.7484998703,0.3637885153
ic_mismatch,astounded,0,The man astounded the woman because she was there.,62,0,f,0.1262137443,0.1456142962,0.2477040589,0.09868393838,0.1260673851,0.1680757701,0.5333649516
ic_mismatch,astounded,0,The woman astounded the man because he was there.,62,0,m,0.1068260968,0.1180714145,0.3171394169,0.03214297816,0.0271426253,0.04632690921,0.6491108537
ic_mismatch,astounded,0,The woman astounded the man because she was there.,62,1,f,0.7905056477,0.6594157815,0.6151186228,0.9057139754,0.4746666551,0.889710784,0.2407255024
ic_mismatch,attracted,0,The man attracted the woman because he was there.,87,1,m,0.3955809176,0.0814365074,0.07074856013,0.7612496018,0.3644930124,0.6907764077,0.421228081
ic_mismatch,attracted,0,The man attracted the woman because she was there.,87,0,f,0.4964180887,0.8193300962,0.90447855,0.2157215327,0.266639024,0.2818389237,0.4648087919
ic_mismatch,attracted,0,The woman attracted the man because he was there.,87,0,m,0.496278584,0.7519983649,0.9140823483,0.0835449025,0.08131060004,0.05910874158,0.587004602
ic_mismatch,attracted,0,The woman attracted the man because she was there.,87,1,f,0.4073941708,0.1053455248,0.06142159924,0.8989875913,0.6144641638,0.9200406075,0.2914773524
ic_mismatch,avoided,0,The man avoided the woman because he was there.,14,1,m,0.04291237146,0.02083202824,0.01869919524,0.1792022586,0.06492009759,0.1449023038,0.438028425
ic_mismatch,avoided,0,The man avoided the woman because she was there.,14,0,f,0.8988645077,0.8435628414,0.9635118842,0.5842992067,0.4113757312,0.7029724717,0.4721195102
ic_mismatch,avoided,0,The woman avoided the man because he was there.,14,0,m,0.9190234542,0.7936366796,0.9733434916,0.6927258968,0.3024401963,0.7252451181,0.6048114896
ic_mismatch,avoided,0,The woman avoided the man because she was there.,14,1,f,0.02563264593,0.02071913891,0.009375418536,0.09024820477,0.09050684422,0.1146477312,0.3014321029
ic_mismatch,baffled,0,The man baffled the woman because he was there.,56,1,m,0.3523774743,0.1193327308,0.1577155739,0.813593924,0.1528022885,0.7087137699,0.296109885
ic_mismatch,baffled,0,The man baffled the woman because she was there.,56,0,f,0.3986776769,0.5737327933,0.7665123343,0.04247324169,0.09026820213,0.1348371804,0.6063595414
ic_mismatch,baffled,0,The woman baffled the man because he was there.,56,0,m,0.4384129941,0.5760392547,0.8335986137,0.01661481522,0.01987942494,0.02132290415,0.6824012995
ic_mismatch,baffled,0,The woman baffled the man because she was there.,56,1,f,0.3358519673,0.1037757546,0.1017524078,0.8728764653,0.3294584751,0.8856352568,0.2048791647
ic_mismatch,banished,0,The man banished the woman because he was there.,-56,1,m,0.1542131305,0.07298058271,0.08410866559,0.1398642212,0.05652091652,0.1550361812,0.311144501
ic_mismatch,banished,0,The man banished the woman because she was there.,-56,0,f,0.7199683189,0.6581429839,0.8790952563,0.7695144415,0.6805196404,0.7880568504,0.6078803539
ic_mismatch,banished,0,The woman banished the man because he was there.,-56,0,m,0.7917662263,0.602147758,0.9225541949,0.7631715536,0.4756236672,0.6981959939,0.678861022
ic_mismatch,banished,0,The woman banished the man because she was there.,-56,1,f,0.09548287839,0.05448884889,0.04369062185,0.1343892962,0.1176139116,0.2213201672,0.2280123085
ic_mismatch,battled,0,The man battled the woman because he was there.,47,1,m,0.1026233062,0.01672679558,0.01684873551,0.3798250258,0.1679756641,0.459687829,0.4191263914
ic_mismatch,battled,0,The man battled the woman because she was there.,47,0,f,0.7538678646,0.8215656281,0.9470123649,0.4350083172,0.199867934,0.4012865424,0.4681127071
ic_mismatch,battled,0,The woman battled the man because he was there.,47,0,m,0.8405170441,0.7949146628,0.9594241381,0.485904187,0.09582142532,0.37741974,0.4931287467
ic_mismatch,battled,0,The woman battled the man because she was there.,47,1,f,0.04516440257,0.0210237857,0.01148257311,0.330704391,0.2952881753,0.4866330028,0.3864142597
ic_mismatch,believed,0,The man believed the woman because he was there.,-54,1,m,0.1055064425,0.0309463162,0.02709245123,0.2145088613,0.2397158593,0.3196935952,0.5578786135
ic_mismatch,believed,0,The man believed the woman because she was there.,-54,0,f,0.7970993519,0.7982313633,0.9387729764,0.7537890673,0.5631375909,0.6662669182,0.2921604514
ic_mismatch,believed,0,The woman believed the man because he was there.,-54,0,m,0.8749293089,0.8158541918,0.9601629972,0.6841296554,0.3672049344,0.5755017996,0.4218140543
ic_mismatch,believed,0,The woman believed the man because she was there.,-54,1,f,0.04823009297,0.02831901796,0.01487017423,0.2783348858,0.3902160823,0.4078467786,0.4248747528
ic_mismatch,betrayed,0,The man betrayed the woman because he was there.,74,1,m,0.4101527035,0.2010656744,0.2909753323,0.4575940669,0.2323793918,0.5559561849,0.4439666271
ic_mismatch,betrayed,0,The man betrayed the woman because she was there.,74,0,f,0.3481996357,0.4229168892,0.5868117809,0.323082149,0.1916712373,0.3405090868,0.4624378979
ic_mismatch,betrayed,0,The woman betrayed the man because he was there.,74,0,m,0.3691882789,0.3721505105,0.7631601691,0.4433795512,0.1090838015,0.3897523284,0.5029639602
ic_mismatch,betrayed,0,The woman betrayed the man because she was there.,74,1,f,0.4267117977,0.2812401652,0.1556409448,0.2896539271,0.2371723056,0.4623147249,0.4018385112
ic_mismatch,bewildered,0,The man bewildered the woman because he was there.,49,1,m,0.3977997303,0.1558479667,0.2039217502,0.661867857,0.1752876192,0.6742280722,0.355974406
ic_mismatch,bewildered,0,The man bewildered the woman because she was there.,49,0,f,0.3589224517,0.4782052636,0.7352291346,0.1247901693,0.1116749048,0.168559432,0.5619046092
ic_mismatch,bewildered,0,The woman bewildered the man because he was there.,49,0,m,0.3947776556,0.4698895812,0.7887435555,0.06823852658,0.0378574729,0.05265792459,0.6782743335
ic_mismatch,bewildered,0,The woman bewildered the man because she was there.,49,1,f,0.3987860382,0.1702504307,0.1541711986,0.7374577522,0.332911551,0.8433314562,0.2327567041
ic_mismatch,blamed,0,The man blamed the woman because he was there.,-30,1,m,0.1195375472,0.02283909358,0.03827762976,0.2842996418,0.1752863228,0.3555208743,0.334818393
ic_mismatch,blamed,0,The man blamed the woman because she was there.,-30,0,f,0.7482156157,0.7557857633,0.9217908978,0.6625134945,0.6132697463,0.6052194834,0.5799876451
ic_mismatch,blamed,0,The woman blamed the man because he was there.,-30,0,m,0.7677468061,0.7093362212,0.9355812073,0.6447585821,0.3833537698,0.5152202845,0.6092488766
ic_mismatch,blamed,0,The woman blamed the man because she was there.,-30,1,f,0.09384655207,0.0274277404,0.0242198687,0.3004262149,0.3425266147,0.4402695298,0.2837453485
ic_mismatch,blessed,0,The man blessed the woman because he was there.,-21,1,m,0.07524172962,0.02174146473,0.02674149163,0.3005448282,0.1757095605,0.434056282,0.3788655102
ic_mismatch,blessed,0,The man blessed the woman because she was there.,-21,0,f,0.8542181253,0.7874372602,0.9484367371,0.3633250892,0.3586139977,0.5018965602,0.5149294138
ic_mismatch,blessed,0,The woman blessed the man because he was there.,-21,0,m,0.875518322,0.7488253117,0.9668521881,0.2733782828,0.1414346099,0.2391889244,0.7132684588
ic_mismatch,blessed,0,The woman blessed the man because she was there.,-21,1,f,0.05227008834,0.0144352857,0.01330719423,0.392599225,0.3742349446,0.6905338168,0.172874555
ic_mismatch,bored,0,The man bored the woman because he was there.,73,1,m,0.3630939126,0.106578216,0.11863783,0.8428132534,0.2916987836,0.7857248783,0.3706423044
ic_mismatch,bored,0,The man bored the woman because she was there.,73,0,f,0.4496599138,0.6575750113,0.8448334932,0.04490455613,0.06550575793,0.07639172673,0.5332573652
ic_mismatch,bored,0,The woman bored the man because he was there.,73,0,m,0.4611376226,0.5085692406,0.8110637069,0.03639217839,0.01466153096,0.02346196771,0.6392890811
ic_mismatch,bored,0,The woman bored the man because she was there.,73,1,f,0.387663722,0.2535152137,0.1577703506,0.8420104384,0.4198192358,0.8615222573,0.2552313805
ic_mismatch,bothered,0,The man bothered the woman because he was there.,59,1,m,0.4313285053,0.1727926284,0.1747616678,0.8102099895,0.3482930362,0.7789050937,0.3360889256
ic_mismatch,bothered,0,The man bothered the woman because she was there.,59,0,f,0.3661877215,0.5615670681,0.7728832364,0.1332585514,0.1738048047,0.1795228869,0.5752252936
ic_mismatch,bothered,0,The woman bothered the man because he was there.,59,0,m,0.3745171726,0.4519447386,0.7959179282,0.06850001216,0.06233808771,0.04637853056,0.682082057
ic_mismatch,bothered,0,The woman bothered the man because she was there.,59,1,f,0.4479845166,0.2514580786,0.1504308283,0.8845091462,0.5407916307,0.9236530662,0.2227704525
ic_mismatch,called,0,The man called the woman because he was there.,82,1,m,0.1004636437,0.02452172898,0.04253763705,0.1730341017,0.07347540557,0.1191136017,0.460106343
ic_mismatch,called,0,The man called the woman because she was there.,82,0,f,0.8130601048,0.846668005,0.9206562042,0.7843942642,0.5932510495,0.8567399979,0.3788306415
ic_mismatch,called,0,The woman called the man because he was there.,82,0,m,0.8819956779,0.8149173856,0.9435632229,0.7827581763,0.4030329287,0.6825984716,0.4253300726
ic_mismatch,called,0,The woman called the man because she was there.,82,1,f,0.04882350564,0.02711107582,0.02514242195,0.1760667711,0.1807297766,0.2841626704,0.4193581641
ic_mismatch,calmed,0,The man calmed the woman because he was there.,-53,1,m,0.3808413744,0.2279333472,0.3064454794,0.7351126075,0.2590174973,0.8812112212,0.3541971147
ic_mismatch,calmed,0,The man calmed the woman because she was there.,-53,0,f,0.3369321525,0.3121905327,0.5953287482,0.03417487442,0.02615804411,0.0334248282,0.5591967702
ic_mismatch,calmed,0,The woman calmed the man because he was there.,-53,0,m,0.3478913903,0.3093269467,0.7003168464,0.02828500047,0,0.01568953693,0.6902613044
ic_mismatch,calmed,0,The woman calmed the man because she was there.,-53,1,f,0.3597018719,0.1979840696,0.1935497373,0.7776017189,0.4301148951,0.9121879339,0.2136260867
ic_mismatch,calmed down,0,The man calmed down the woman because he was there.,-79,1,m,0.3851018846,0.1677018106,0.3149935901,0.6408986449,0.240662083,0.8319922686,0.2787001133
ic_mismatch,calmed down,0,The man calmed down the woman because she was there.,-79,0,f,0.3063894212,0.2991557419,0.5718704462,0.0537930578,0.03344317526,0.0671287328,0.6340563297
ic_mismatch,calmed down,0,The woman calmed down the man because he was there.,-79,0,m,0.3866555095,0.3092659116,0.7511636615,0.03983610868,0,0.02531472594,0.7021284699
ic_mismatch,calmed down,0,The woman calmed down the man because she was there.,-79,1,f,0.2994100451,0.1584253162,0.1483079791,0.6314629912,0.3669556081,0.889554739,0.1980687827
ic_mismatch,captivated,0,The man captivated the woman because he was there.,78,1,m,0.8369093537,0.5645897388,0.5728129148,0.9783427119,0.6139885187,0.9720944166,0.4561460018
ic_mismatch,captivated,0,The man captivated the woman because she was there.,78,0,f,0.0757079944,0.2266669273,0.3711363971,0.00978666544,0.02449558862,0.01304068975,0.4447875917
ic_mismatch,captivated,0,The woman captivated the man because he was there.,78,0,m,0.03335173801,0.06388197839,0.3002214432,0.001818917575,0.004796502646,0.002476423746,0.5529797673
ic_mismatch,captivated,0,The woman captivated the man because she was there.,78,1,f,0.9107168913,0.7667095065,0.6541555524,0.9905883074,0.7218927145,0.9881880879,0.3431290388
ic_mismatch,carried,0,The man carried the woman because he was there.,-92,1,m,0.322827816,0.1534236223,0.2590218484,0.4642474949,0.1127963513,0.4354320467,0.3410142362
ic_mismatch,carried,0,The man carried the woman because she was there.,-92,0,f,0.4412314296,0.4884663224,0.6362164021,0.3809810877,0.2630679607,0.4383578002,0.5478467941
ic_mismatch,carried,0,The woman carried the man because he was there.,-92,0,m,0.5011410713,0.4970784783,0.7158471346,0.4475321174,0.1748155504,0.3947836161,0.6014274955
ic_mismatch,carried,0,The woman carried the man because she was there.,-92,1,f,0.292857945,0.1445730627,0.1905245483,0.4003244042,0.2322895378,0.4788010716,0.2740719318
