exp,item,sent,hasIC,num,isHIGH,LSTM_1_layer_0_HIGH_SIM,LSTM_1_layer_0_LOW_SIM,LSTM_10_layer_0_HIGH_SIM,LSTM_10_layer_0_LOW_SIM,LSTM_11_layer_0_HIGH_SIM,LSTM_11_layer_0_LOW_SIM,LSTM_12_layer_0_HIGH_SIM,LSTM_12_layer_0_LOW_SIM,LSTM_13_layer_0_HIGH_SIM,LSTM_13_layer_0_LOW_SIM,LSTM_14_layer_0_HIGH_SIM,LSTM_14_layer_0_LOW_SIM,LSTM_15_layer_0_HIGH_SIM,LSTM_15_layer_0_LOW_SIM,LSTM_16_layer_0_HIGH_SIM,LSTM_16_layer_0_LOW_SIM,LSTM_17_layer_0_HIGH_SIM,LSTM_17_layer_0_LOW_SIM,LSTM_18_layer_0_HIGH_SIM,LSTM_18_layer_0_LOW_SIM,LSTM_19_layer_0_HIGH_SIM,LSTM_19_layer_0_LOW_SIM,LSTM_2_layer_0_HIGH_SIM,LSTM_2_layer_0_LOW_SIM,LSTM_20_layer_0_HIGH_SIM,LSTM_20_layer_0_LOW_SIM,LSTM_21_layer_0_HIGH_SIM,LSTM_21_layer_0_LOW_SIM,LSTM_22_layer_0_HIGH_SIM,LSTM_22_layer_0_LOW_SIM,LSTM_23_layer_0_HIGH_SIM,LSTM_23_layer_0_LOW_SIM,LSTM_24_layer_0_HIGH_SIM,LSTM_24_layer_0_LOW_SIM,LSTM_25_layer_0_HIGH_SIM,LSTM_25_layer_0_LOW_SIM,LSTM_3_layer_0_HIGH_SIM,LSTM_3_layer_0_LOW_SIM,LSTM_4_layer_0_HIGH_SIM,LSTM_4_layer_0_LOW_SIM,LSTM_5_layer_0_HIGH_SIM,LSTM_5_layer_0_LOW_SIM,LSTM_6_layer_0_HIGH_SIM,LSTM_6_layer_0_LOW_SIM,LSTM_7_layer_0_HIGH_SIM,LSTM_7_layer_0_LOW_SIM,LSTM_8_layer_0_HIGH_SIM,LSTM_8_layer_0_LOW_SIM,LSTM_9_layer_0_HIGH_SIM,LSTM_9_layer_0_LOW_SIM,LSTM_avg_layer_0_HIGH_SIM,LSTM_avg_layer_0_LOW_SIM,LSTM_1_layer_1_HIGH_SIM,LSTM_1_layer_1_LOW_SIM,LSTM_10_layer_1_HIGH_SIM,LSTM_10_layer_1_LOW_SIM,LSTM_11_layer_1_HIGH_SIM,LSTM_11_layer_1_LOW_SIM,LSTM_12_layer_1_HIGH_SIM,LSTM_12_layer_1_LOW_SIM,LSTM_13_layer_1_HIGH_SIM,LSTM_13_layer_1_LOW_SIM,LSTM_14_layer_1_HIGH_SIM,LSTM_14_layer_1_LOW_SIM,LSTM_15_layer_1_HIGH_SIM,LSTM_15_layer_1_LOW_SIM,LSTM_16_layer_1_HIGH_SIM,LSTM_16_layer_1_LOW_SIM,LSTM_17_layer_1_HIGH_SIM,LSTM_17_layer_1_LOW_SIM,LSTM_18_layer_1_HIGH_SIM,LSTM_18_layer_1_LOW_SIM,LSTM_19_layer_1_HIGH_SIM,LSTM_19_layer_1_LOW_SIM,LSTM_2_layer_1_HIGH_SIM,LSTM_2_layer_1_LOW_SIM,LSTM_20_layer_1_HIGH_SIM,LSTM_20_layer_1_LOW_SIM,LSTM_21_layer_1_HIGH_SIM,LSTM_21_layer_1_LOW_SIM,LSTM_22_layer_1_HIGH_SIM,LSTM_22_layer_1_LOW_SIM,LSTM_23_layer_1_HIGH_SIM,LSTM_23_layer_1_LOW_SIM,LSTM_24_layer_1_HIGH_SIM,LSTM_24_layer_1_LOW_SIM,LSTM_25_layer_1_HIGH_SIM,LSTM_25_layer_1_LOW_SIM,LSTM_3_layer_1_HIGH_SIM,LSTM_3_layer_1_LOW_SIM,LSTM_4_layer_1_HIGH_SIM,LSTM_4_layer_1_LOW_SIM,LSTM_5_layer_1_HIGH_SIM,LSTM_5_layer_1_LOW_SIM,LSTM_6_layer_1_HIGH_SIM,LSTM_6_layer_1_LOW_SIM,LSTM_7_layer_1_HIGH_SIM,LSTM_7_layer_1_LOW_SIM,LSTM_8_layer_1_HIGH_SIM,LSTM_8_layer_1_LOW_SIM,LSTM_9_layer_1_HIGH_SIM,LSTM_9_layer_1_LOW_SIM,LSTM_avg_layer_1_HIGH_SIM,LSTM_avg_layer_1_LOW_SIM
reading,4,The man trusted the sailor of the captains who was,1,sg,1,0.04997417,0.08957718394,0.1591090377,0.1026645464,0.1105442106,0.1498876407,0.05135809728,0.08316180489,0.09350852908,0.1984366019,0.1175599131,0.1649515319,0.05991209195,0.05346995682,0.1232897829,0.2012770037,0.1980188122,0.2452005646,0.03548446069,0.07966879203,0.0980430346,0.142556518,0.1449532908,0.1976752347,0.0491192607,0.108356284,-0.1059997479,0.1469126785,0.1042814355,0.1334753033,0.135064707,0.2325735156,0.1372939674,0.1862351009,0.1511838985,0.1326836906,0.05668874874,0.04646152849,0.06105414924,0.1129150031,0.05967042159,0.1162262101,0.1032157173,0.1556419141,0.1737842324,0.1954996794,0.05371693518,0.1948576159,-4.88E-05,0.09445084027,0.08883121537,0.1425926698,0.3202966386,0.3716135243,0.3113581947,0.2817398259,0.2837189729,0.2915605245,0.1504484559,0.2277675529,0.2756476614,0.3089290367,0.2603411543,0.3323349925,0.3241723933,0.2561221967,0.2508682598,0.3309465792,0.3230634483,0.3012743331,0.1989305951,0.3349013688,0.2053621972,0.2409162726,0.3512897979,0.39356415,0.3487726392,0.3332209986,0.260478821,0.3437766106,0.2310505072,0.4333658739,0.2251024114,0.292079814,0.3764253599,0.3188544906,0.257693503,0.2953599405,0.3559459456,0.2104940612,0.2218735894,0.2175277302,0.2730105173,0.3140413979,0.3148822497,0.2947946671,0.3895263155,0.4237566045,0.271502892,0.4096138945,0.3938990596,0.3760278033,0.2870264632,0.3173833698
reading,4,The man trusted the sailors of the captain who was,1,sg,0,0.05468640398,0.1018784312,0.0557988714,0.002181009746,0.09150676099,0.07651128989,0.05018589063,-0.002586453828,0.218557405,0.116676895,0.1124909869,0.06079825914,0.06044071144,0.1154904997,0.1526214026,0.1143247674,0.1646321636,0.1040790407,0.04202323236,0.1752944179,0.04123697876,0.1041634488,0.1482484941,0.1060308643,0.08562472372,0.06736243307,0.04702078833,0.0394126315,0.04922108135,0.09881607047,0.1875063793,0.1125340764,0.1282124895,0.09904230134,0.1420515548,0.1044828394,0.09340801898,0.06284208491,0.05394159497,0.06585352689,0.00341446872,-0.0001634930352,0.09339445617,0.04674075643,0.1347820752,0.05822434175,0.09716503853,0.05645004905,0.09619365003,-0.05390925447,0.09617462486,0.07330123334,0.3774663218,0.3057169205,0.289869643,0.2756045443,0.3379808461,0.303318308,0.2247578557,0.2977758236,0.3024184715,0.2976332143,0.3093253895,0.3434236584,0.2441370982,0.3315456752,0.3443824786,0.3133112207,0.3369980009,0.2801206784,0.2338361015,0.3962156498,0.2840986606,0.2847962002,0.3007249641,0.4720560273,0.352125616,0.3318870486,0.3402494439,0.313339525,0.3363646858,0.3200853749,0.2862995021,0.2934607393,0.3001218133,0.4484228567,0.2949361398,0.2591946411,0.3050477083,0.2374451095,0.2824193662,0.2834093109,0.2831843786,0.2694777392,0.3198280828,0.2651920582,0.4194330418,0.4130486053,0.3902532767,0.2993515641,0.4294891306,0.3414826439,0.3170299207,0.3190926055
reading,4,The man trusted the sailor of the captains who were,1,pl,0,0.04997417,0.08957718394,0.1591090377,0.1026645464,0.1105442106,0.1498876407,0.05135809728,0.08316180489,0.09350852908,0.1984366019,0.1175599131,0.1649515319,0.05991209195,0.05346995682,0.1232897829,0.2012770037,0.1980188122,0.2452005646,0.03548446069,0.07966879203,0.0980430346,0.142556518,0.1449532908,0.1976752347,0.0491192607,0.108356284,-0.1059997479,0.1469126785,0.1042814355,0.1334753033,0.135064707,0.2325735156,0.1372939674,0.1862351009,0.1511838985,0.1326836906,0.05668874874,0.04646152849,0.06105414924,0.1129150031,0.05967042159,0.1162262101,0.1032157173,0.1556419141,0.1737842324,0.1954996794,0.05371693518,0.1948576159,-4.88E-05,0.09445084027,0.08883121537,0.1425926698,0.3202966386,0.3716135243,0.3113581947,0.2817398259,0.2837189729,0.2915605245,0.1504484559,0.2277675529,0.2756476614,0.3089290367,0.2603411543,0.3323349925,0.3241723933,0.2561221967,0.2508682598,0.3309465792,0.3230634483,0.3012743331,0.1989305951,0.3349013688,0.2053621972,0.2409162726,0.3512897979,0.39356415,0.3487726392,0.3332209986,0.260478821,0.3437766106,0.2310505072,0.4333658739,0.2251024114,0.292079814,0.3764253599,0.3188544906,0.257693503,0.2953599405,0.3559459456,0.2104940612,0.2218735894,0.2175277302,0.2730105173,0.3140413979,0.3148822497,0.2947946671,0.3895263155,0.4237566045,0.271502892,0.4096138945,0.3938990596,0.3760278033,0.2870264632,0.3173833698
reading,4,The man trusted the sailors of the captain who were,1,pl,1,0.05468640398,0.1018784312,0.0557988714,0.002181009746,0.09150676099,0.07651128989,0.05018589063,-0.002586453828,0.218557405,0.116676895,0.1124909869,0.06079825914,0.06044071144,0.1154904997,0.1526214026,0.1143247674,0.1646321636,0.1040790407,0.04202323236,0.1752944179,0.04123697876,0.1041634488,0.1482484941,0.1060308643,0.08562472372,0.06736243307,0.04702078833,0.0394126315,0.04922108135,0.09881607047,0.1875063793,0.1125340764,0.1282124895,0.09904230134,0.1420515548,0.1044828394,0.09340801898,0.06284208491,0.05394159497,0.06585352689,0.00341446872,-0.0001634930352,0.09339445617,0.04674075643,0.1347820752,0.05822434175,0.09716503853,0.05645004905,0.09619365003,-0.05390925447,0.09617462486,0.07330123334,0.3774663218,0.3057169205,0.289869643,0.2756045443,0.3379808461,0.303318308,0.2247578557,0.2977758236,0.3024184715,0.2976332143,0.3093253895,0.3434236584,0.2441370982,0.3315456752,0.3443824786,0.3133112207,0.3369980009,0.2801206784,0.2338361015,0.3962156498,0.2840986606,0.2847962002,0.3007249641,0.4720560273,0.352125616,0.3318870486,0.3402494439,0.313339525,0.3363646858,0.3200853749,0.2862995021,0.2934607393,0.3001218133,0.4484228567,0.2949361398,0.2591946411,0.3050477083,0.2374451095,0.2824193662,0.2834093109,0.2831843786,0.2694777392,0.3198280828,0.2651920582,0.4194330418,0.4130486053,0.3902532767,0.2993515641,0.4294891306,0.3414826439,0.3170299207,0.3190926055
reading,4,The man stood near the sailor of the captains who was,0,sg,1,0.1271109334,0.09101144606,0.1546387591,0.1007180923,0.1342523955,0.1525381232,0.1382803569,0.08308471271,0.297256272,0.1864480614,0.199477544,0.164950084,0.0578661765,0.05246773799,0.2414687878,0.2012783629,0.3139662477,0.24573196,0.1194494718,0.0805011026,0.1213058573,0.1443378244,0.2158536693,0.197994936,0.204449327,0.1045749885,0.1328988722,0.1496908936,0.047438343,0.1335374845,0.2856562093,0.2365574591,0.2068865798,0.1800753634,0.2207387871,0.135841193,0.1309653088,0.04652270407,0.1437748855,0.1129152922,0.05155449994,0.1154251371,0.1766213183,0.1563534485,0.2563016575,0.2009796526,0.2709673003,0.1968292216,0.1865157738,0.09605100655,0.1774278134,0.1426566515,0.4587778426,0.3933633875,0.349767622,0.2899067478,0.3642335394,0.3260606435,0.2637349099,0.2707936829,0.2837437293,0.3309877447,0.3583400349,0.3122075719,0.2744010337,0.254457855,0.3284261242,0.3296720539,0.4368107997,0.2978802305,0.2931998982,0.2930817331,0.2564060844,0.223489355,0.2960052184,0.3907343226,0.3539629927,0.3187329174,0.351747693,0.336362902,0.4586843602,0.3777854263,0.3641056182,0.3392058199,0.3743244208,0.3467581416,0.3486111722,0.2283739417,0.2623136338,0.1959848709,0.2618461694,0.2244676854,0.3843552926,0.349907185,0.3057591265,0.2833524801,0.3997873869,0.5177116393,0.4290429117,0.446730354,0.4264731547,0.3900461028,0.3473944308,0.3227221918
reading,4,The man stood near the sailors of the captain who was,0,sg,0,0.0455963051,0.1035670588,0.06300452027,0.00110796761,0.09297613704,0.0769284606,0.05018842489,-0.002574937523,0.2184821587,0.1116178719,0.112461366,0.06072356543,0.0603979946,0.1149619604,0.152620987,0.1144386631,0.1646564023,0.1038686873,0.04206405958,0.1583957161,0.04123687668,0.1023876778,0.1487884048,0.1064943569,0.0856831619,0.06712232416,0.04701594029,0.04241139472,0.04922097519,0.09880712942,0.1875038305,0.1124415506,0.1282167367,0.0990861584,0.1420517021,0.1046984307,0.09322304577,0.06265772239,0.05394160439,0.06585356261,0.003408154525,-0.0001598767141,0.09376259042,0.04693271426,0.1347984178,0.06573210283,0.09716502509,0.05645004919,0.09661061965,-0.05401634763,0.09620301765,0.07279735853,0.3554257169,0.3143040498,0.2579762793,0.2584325,0.3012595604,0.3516609659,0.1948505321,0.3556826413,0.26903976,0.33037244,0.3066098076,0.3425802626,0.2237307575,0.3355777533,0.3231030086,0.3445049341,0.3215020559,0.2918159354,0.2209230215,0.3255519529,0.2639746233,0.2723584086,0.2454452457,0.438338132,0.3037584533,0.2972202803,0.3027427446,0.299340148,0.3245320743,0.2612629069,0.2682267659,0.3119756519,0.2654727616,0.4675267829,0.2591178552,0.1985411299,0.2735218072,0.2410699206,0.2685490168,0.2896205366,0.2416464871,0.2858316236,0.3055793638,0.2899828687,0.4043183946,0.4506662596,0.3714182037,0.3286676744,0.3927639396,0.3435105741,0.2906195295,0.3210558533
reading,4,The man stood near the sailor of the captains who were,0,pl,0,0.1271109334,0.09101144606,0.1546387591,0.1007180923,0.1342523955,0.1525381232,0.1382803569,0.08308471271,0.297256272,0.1864480614,0.199477544,0.164950084,0.0578661765,0.05246773799,0.2414687878,0.2012783629,0.3139662477,0.24573196,0.1194494718,0.0805011026,0.1213058573,0.1443378244,0.2158536693,0.197994936,0.204449327,0.1045749885,0.1328988722,0.1496908936,0.047438343,0.1335374845,0.2856562093,0.2365574591,0.2068865798,0.1800753634,0.2207387871,0.135841193,0.1309653088,0.04652270407,0.1437748855,0.1129152922,0.05155449994,0.1154251371,0.1766213183,0.1563534485,0.2563016575,0.2009796526,0.2709673003,0.1968292216,0.1865157738,0.09605100655,0.1774278134,0.1426566515,0.4587778426,0.3933633875,0.349767622,0.2899067478,0.3642335394,0.3260606435,0.2637349099,0.2707936829,0.2837437293,0.3309877447,0.3583400349,0.3122075719,0.2744010337,0.254457855,0.3284261242,0.3296720539,0.4368107997,0.2978802305,0.2931998982,0.2930817331,0.2564060844,0.223489355,0.2960052184,0.3907343226,0.3539629927,0.3187329174,0.351747693,0.336362902,0.4586843602,0.3777854263,0.3641056182,0.3392058199,0.3743244208,0.3467581416,0.3486111722,0.2283739417,0.2623136338,0.1959848709,0.2618461694,0.2244676854,0.3843552926,0.349907185,0.3057591265,0.2833524801,0.3997873869,0.5177116393,0.4290429117,0.446730354,0.4264731547,0.3900461028,0.3473944308,0.3227221918
reading,4,The man stood near the sailors of the captain who were,0,pl,1,0.0455963051,0.1035670588,0.06300452027,0.00110796761,0.09297613704,0.0769284606,0.05018842489,-0.002574937523,0.2184821587,0.1116178719,0.112461366,0.06072356543,0.0603979946,0.1149619604,0.152620987,0.1144386631,0.1646564023,0.1038686873,0.04206405958,0.1583957161,0.04123687668,0.1023876778,0.1487884048,0.1064943569,0.0856831619,0.06712232416,0.04701594029,0.04241139472,0.04922097519,0.09880712942,0.1875038305,0.1124415506,0.1282167367,0.0990861584,0.1420517021,0.1046984307,0.09322304577,0.06265772239,0.05394160439,0.06585356261,0.003408154525,-0.0001598767141,0.09376259042,0.04693271426,0.1347984178,0.06573210283,0.09716502509,0.05645004919,0.09661061965,-0.05401634763,0.09620301765,0.07279735853,0.3554257169,0.3143040498,0.2579762793,0.2584325,0.3012595604,0.3516609659,0.1948505321,0.3556826413,0.26903976,0.33037244,0.3066098076,0.3425802626,0.2237307575,0.3355777533,0.3231030086,0.3445049341,0.3215020559,0.2918159354,0.2209230215,0.3255519529,0.2639746233,0.2723584086,0.2454452457,0.438338132,0.3037584533,0.2972202803,0.3027427446,0.299340148,0.3245320743,0.2612629069,0.2682267659,0.3119756519,0.2654727616,0.4675267829,0.2591178552,0.1985411299,0.2735218072,0.2410699206,0.2685490168,0.2896205366,0.2416464871,0.2858316236,0.3055793638,0.2899828687,0.4043183946,0.4506662596,0.3714182037,0.3286676744,0.3927639396,0.3435105741,0.2906195295,0.3210558533
reading,6,The man comforted the leader of the activists who was,1,sg,1,0.001718526083,0.2200000817,0.05023383741,0.1659534417,0.0820031724,0.1411101275,-0.0007580916204,0.1487757649,0.08706507386,0.219210738,0.05480393105,0.1567647882,0.05679777022,0.1298515725,0.1079075457,0.2447651494,0.0415382388,0.3634046105,0.05048776201,0.03919463868,0.05489031603,0.07875869156,0.05425862174,0.2226343191,0.05199410787,0.128544463,-0.08099346071,0.07667657041,-0.0002497735724,0.04868188197,0.09809344709,0.2645008239,0.1435573066,0.1791435799,0.101191219,0.1751794164,0.00719754264,0.09710002221,0.002265133492,0.1058823323,-0.0009223097311,0.1569139338,0.04646763975,0.2090518728,-0.05381447268,0.2991865372,0.05091938998,0.1386970243,-0.09489218952,0.230235318,0.03647041135,0.169608708,0.2662103692,0.3782506077,0.1975245047,0.3279680778,0.224928718,0.3256441038,0.2010882833,0.3312965962,0.1708438544,0.250666667,0.2141668141,0.3535023334,0.2867964778,0.3964034687,0.2618702735,0.3350963668,0.177756396,0.295856678,0.169684115,0.3116449451,0.1888496155,0.2132229788,0.356496299,0.3824758502,0.2541931572,0.3461340037,0.1906776789,0.3722356024,0.2095091533,0.3507906114,0.2144168648,0.3348781097,0.2767897309,0.3839688267,0.1657500232,0.3179607166,0.2221386542,0.2697044631,0.2332762842,0.2452870509,0.2215477787,0.3864080162,0.1791139315,0.3130311815,0.313667776,0.3927878602,0.2260919684,0.4803372664,0.1814872327,0.3144116457,0.2241950382,0.3363985611
reading,6,The man comforted the leaders of the activist who was,1,sg,0,0.04317655802,0.0992151865,0.05252580751,-0.02963784643,0.0890324957,0.05182010445,0.005330696529,-0.06586417624,0.1300456762,0.1554707557,0.05600714497,0.06096257528,0.05431857669,0.06037398557,0.1026453739,0.1012599407,0.07561968347,0.1111365196,-0.001150826263,-0.04849051108,0.08581576541,0.057013212,0.09303870043,0.07759039181,0.1015232495,-0.03393894032,0.02334765886,0.004265395015,0.04795763197,0.04984534251,0.0507741025,0.08538514017,0.09420065055,0.1157781733,0.04740006498,0.1051962186,-0.000402885511,-0.003498816564,0.002542829316,0.0005015103204,0.04813344509,-0.0013065635,0.02608092287,0.1135100998,0.05190995013,0.09174369878,0.05690091584,0.05577310348,0.03802952646,0.04680244538,0.05499214861,0.05043627779,0.2974809337,0.3993082706,0.2500489545,0.2396747172,0.311203447,0.2702630379,0.1592813839,0.1896255239,0.2448069658,0.2275860833,0.2725572512,0.238685848,0.3113100671,0.3200694284,0.2999060847,0.2416257203,0.2085585829,0.1864034986,0.1789666867,0.2543473408,0.2542721204,0.2938773966,0.3415570812,0.3155125214,0.3058464163,0.2314967187,0.2378805784,0.2500794575,0.1667014512,0.1045976819,0.2159674905,0.1709288072,0.245442413,0.2684913904,0.2125774004,0.2711273001,0.3006505965,0.2508430676,0.2308291293,0.2621201061,0.2662544683,0.1840891169,0.2331092429,0.2098403346,0.3759381041,0.2445736815,0.3550443833,0.2471717609,0.2337923881,0.2712716854,0.2603993449,0.2457444198
reading,6,The man comforted the leader of the activists who were,1,pl,0,0.001718526083,0.2200000817,0.05023383741,0.1659534417,0.0820031724,0.1411101275,-0.0007580916204,0.1487757649,0.08706507386,0.219210738,0.05480393105,0.1567647882,0.05679777022,0.1298515725,0.1079075457,0.2447651494,0.0415382388,0.3634046105,0.05048776201,0.03919463868,0.05489031603,0.07875869156,0.05425862174,0.2226343191,0.05199410787,0.128544463,-0.08099346071,0.07667657041,-0.0002497735724,0.04868188197,0.09809344709,0.2645008239,0.1435573066,0.1791435799,0.101191219,0.1751794164,0.00719754264,0.09710002221,0.002265133492,0.1058823323,-0.0009223097311,0.1569139338,0.04646763975,0.2090518728,-0.05381447268,0.2991865372,0.05091938998,0.1386970243,-0.09489218952,0.230235318,0.03647041135,0.169608708,0.2662103692,0.3782506077,0.1975245047,0.3279680778,0.224928718,0.3256441038,0.2010882833,0.3312965962,0.1708438544,0.250666667,0.2141668141,0.3535023334,0.2867964778,0.3964034687,0.2618702735,0.3350963668,0.177756396,0.295856678,0.169684115,0.3116449451,0.1888496155,0.2132229788,0.356496299,0.3824758502,0.2541931572,0.3461340037,0.1906776789,0.3722356024,0.2095091533,0.3507906114,0.2144168648,0.3348781097,0.2767897309,0.3839688267,0.1657500232,0.3179607166,0.2221386542,0.2697044631,0.2332762842,0.2452870509,0.2215477787,0.3864080162,0.1791139315,0.3130311815,0.313667776,0.3927878602,0.2260919684,0.4803372664,0.1814872327,0.3144116457,0.2241950382,0.3363985611
reading,6,The man comforted the leaders of the activist who were,1,pl,1,0.04317655802,0.0992151865,0.05252580751,-0.02963784643,0.0890324957,0.05182010445,0.005330696529,-0.06586417624,0.1300456762,0.1554707557,0.05600714497,0.06096257528,0.05431857669,0.06037398557,0.1026453739,0.1012599407,0.07561968347,0.1111365196,-0.001150826263,-0.04849051108,0.08581576541,0.057013212,0.09303870043,0.07759039181,0.1015232495,-0.03393894032,0.02334765886,0.004265395015,0.04795763197,0.04984534251,0.0507741025,0.08538514017,0.09420065055,0.1157781733,0.04740006498,0.1051962186,-0.000402885511,-0.003498816564,0.002542829316,0.0005015103204,0.04813344509,-0.0013065635,0.02608092287,0.1135100998,0.05190995013,0.09174369878,0.05690091584,0.05577310348,0.03802952646,0.04680244538,0.05499214861,0.05043627779,0.2974809337,0.3993082706,0.2500489545,0.2396747172,0.311203447,0.2702630379,0.1592813839,0.1896255239,0.2448069658,0.2275860833,0.2725572512,0.238685848,0.3113100671,0.3200694284,0.2999060847,0.2416257203,0.2085585829,0.1864034986,0.1789666867,0.2543473408,0.2542721204,0.2938773966,0.3415570812,0.3155125214,0.3058464163,0.2314967187,0.2378805784,0.2500794575,0.1667014512,0.1045976819,0.2159674905,0.1709288072,0.245442413,0.2684913904,0.2125774004,0.2711273001,0.3006505965,0.2508430676,0.2308291293,0.2621201061,0.2662544683,0.1840891169,0.2331092429,0.2098403346,0.3759381041,0.2445736815,0.3550443833,0.2471717609,0.2337923881,0.2712716854,0.2603993449,0.2457444198
reading,6,The man greeted the leader of the activists who was,0,sg,1,0.001586755629,0.2200207175,0.04994683053,0.1659572266,0.08306140881,0.140985111,-0.0007743747053,0.1490852166,0.08862730268,0.2191775046,0.05459949727,0.1567647649,0.05457839393,0.1276321719,0.1091471798,0.2447651429,0.04217334981,0.363405614,0.0507404063,0.03910983328,0.05548989566,0.07926594484,0.05371805306,0.2252587605,0.05216101612,0.1312030465,-0.08151394844,0.07667670943,-0.0003010778932,0.04864733275,0.09698667185,0.2645008082,0.1451675936,0.180492253,0.09959515611,0.1751822086,0.007525956575,0.09673308174,0.001769112542,0.1061231749,0.04440383324,0.1570524978,0.04603007405,0.2039739246,-0.05383130102,0.2992308367,0.05091940502,0.1386900633,-0.09642718313,0.2308286643,0.03821520029,0.1696305044,0.2680264198,0.3992598929,0.1640333916,0.343826477,0.2347997695,0.3498423726,0.2506050892,0.3372615349,0.1647147725,0.2467795275,0.213132717,0.3564807162,0.2844291781,0.380148668,0.227553803,0.2951878958,0.1977534691,0.2984081045,0.1470877551,0.2898369538,0.1900966875,0.2333455699,0.3586754231,0.3934842414,0.2421378147,0.3373838771,0.1571408603,0.3504164331,0.2160990143,0.3522620588,0.2441122042,0.3459858809,0.2591342985,0.3844771325,0.141176198,0.3336477347,0.2200831903,0.2601219786,0.2752564659,0.2951341054,0.2408317775,0.3909048813,0.2092175208,0.3406204461,0.3199780888,0.4206659917,0.2280452558,0.4727275283,0.1939960922,0.3058304598,0.2259246903,0.3405616185
reading,6,The man greeted the leaders of the activist who was,0,sg,0,0.04366420138,0.09409456383,0.05265203918,-0.02959247893,0.0905528194,0.05179590266,0.005826746257,-0.06724955657,0.1271126602,0.1557843336,0.0560051049,0.06096253782,0.05256312864,0.06037493035,0.103986955,0.1012598934,0.07197802717,0.1111213656,-0.001174980869,-0.04851291787,0.08049671051,0.0570321876,0.0929690792,0.07742942035,0.1022570056,-0.03490327093,0.02364289278,0.004325743098,0.0469853768,0.04984529432,0.04998590099,0.08538514017,0.09281307788,0.115778303,0.04731237793,0.1051605912,-0.0006515264466,-0.003499807215,0.002070634983,0.0004924776619,0.04886536502,-0.001218880689,0.02584689637,0.1131409669,0.04993292094,0.09173553336,0.05796492412,0.05628822798,0.0281352271,0.0475505155,0.0540717426,0.05018324065,0.3135599052,0.403789534,0.2669258521,0.245673749,0.3186612642,0.2613369713,0.1937587454,0.2244941923,0.2552481058,0.249703905,0.2764307765,0.2489609521,0.2854764019,0.3024466488,0.2792906951,0.2346647395,0.2218703861,0.1990943583,0.1709472334,0.2401138577,0.2532787846,0.3061557326,0.3572252347,0.3238090483,0.2688271526,0.2393265088,0.2111318801,0.2352564308,0.1707176615,0.1162266768,0.2250574617,0.1969900571,0.2288798823,0.264205484,0.1958391848,0.2898420676,0.2801876742,0.2654107944,0.2622216282,0.2703563396,0.3111872526,0.2283453144,0.2703434657,0.2321404151,0.4078415213,0.2515297412,0.3558523394,0.2436515143,0.2831638784,0.2817802259,0.2665569747,0.2542122104
reading,6,The man greeted the leader of the activists who were,0,pl,0,0.001586755629,0.2200207175,0.04994683053,0.1659572266,0.08306140881,0.140985111,-0.0007743747053,0.1490852166,0.08862730268,0.2191775046,0.05459949727,0.1567647649,0.05457839393,0.1276321719,0.1091471798,0.2447651429,0.04217334981,0.363405614,0.0507404063,0.03910983328,0.05548989566,0.07926594484,0.05371805306,0.2252587605,0.05216101612,0.1312030465,-0.08151394844,0.07667670943,-0.0003010778932,0.04864733275,0.09698667185,0.2645008082,0.1451675936,0.180492253,0.09959515611,0.1751822086,0.007525956575,0.09673308174,0.001769112542,0.1061231749,0.04440383324,0.1570524978,0.04603007405,0.2039739246,-0.05383130102,0.2992308367,0.05091940502,0.1386900633,-0.09642718313,0.2308286643,0.03821520029,0.1696305044,0.2680264198,0.3992598929,0.1640333916,0.343826477,0.2347997695,0.3498423726,0.2506050892,0.3372615349,0.1647147725,0.2467795275,0.213132717,0.3564807162,0.2844291781,0.380148668,0.227553803,0.2951878958,0.1977534691,0.2984081045,0.1470877551,0.2898369538,0.1900966875,0.2333455699,0.3586754231,0.3934842414,0.2421378147,0.3373838771,0.1571408603,0.3504164331,0.2160990143,0.3522620588,0.2441122042,0.3459858809,0.2591342985,0.3844771325,0.141176198,0.3336477347,0.2200831903,0.2601219786,0.2752564659,0.2951341054,0.2408317775,0.3909048813,0.2092175208,0.3406204461,0.3199780888,0.4206659917,0.2280452558,0.4727275283,0.1939960922,0.3058304598,0.2259246903,0.3405616185
