exp,verb,item,sent,bias,isHigh,gender,layer,NP,sim
ic_match,accused,0,The man accused the boy because he,2,0,m,1,2,0.04701890324
ic_match,accused,0,The man accused the boy because he,2,0,m,2,1,0.3242927424
ic_match,accused,0,The man accused the boy because he,2,0,m,2,2,0.2690316685
ic_match,accused,0,The boy accused the man because he,2,0,m,1,1,0.1331581886
ic_match,accused,0,The boy accused the man because he,2,0,m,1,2,0.07046120334
ic_match,accused,0,The boy accused the man because he,2,0,m,2,1,0.2987394288
ic_match,accused,0,The boy accused the man because he,2,0,m,2,2,0.3027168172
ic_match,admired,0,The man admired the boy because he,-92,0,m,1,1,0.127865828
ic_match,admired,0,The man admired the boy because he,-92,0,m,1,2,0.03106128242
ic_match,admired,0,The man admired the boy because he,-92,0,m,2,1,0.3324565072
ic_match,admired,0,The man admired the boy because he,-92,0,m,2,2,0.2418287076
ic_match,admired,0,The boy admired the man because he,-92,0,m,1,1,0.1327966439
ic_match,admired,0,The boy admired the man because he,-92,0,m,1,2,0.0584316602
ic_match,admired,0,The boy admired the man because he,-92,0,m,2,1,0.3139136362
ic_match,admired,0,The boy admired the man because he,-92,0,m,2,2,0.2999141754
ic_match,admonished,0,The man admonished the boy because he,-32,0,m,1,1,0.1275289996
ic_match,admonished,0,The man admonished the boy because he,-32,0,m,1,2,0.03723825284
ic_match,admonished,0,The man admonished the boy because he,-32,0,m,2,1,0.3261754037
ic_match,admonished,0,The man admonished the boy because he,-32,0,m,2,2,0.2256767066
ic_match,admonished,0,The boy admonished the man because he,-32,0,m,1,1,0.1326636495
ic_match,admonished,0,The boy admonished the man because he,-32,0,m,1,2,0.06323410678
ic_match,admonished,0,The boy admonished the man because he,-32,0,m,2,1,0.3057285269
ic_match,admonished,0,The boy admonished the man because he,-32,0,m,2,2,0.2843216285
ic_match,adored,0,The man adored the boy because he,-74,0,m,1,1,0.1285383377
ic_match,adored,0,The man adored the boy because he,-74,0,m,1,2,0.03103167569
ic_match,adored,0,The man adored the boy because he,-74,0,m,2,1,0.3447881215
ic_match,adored,0,The man adored the boy because he,-74,0,m,2,2,0.2601232736
ic_match,adored,0,The boy adored the man because he,-74,0,m,1,1,0.1340410996
ic_match,adored,0,The boy adored the man because he,-74,0,m,1,2,0.05865364282
ic_match,adored,0,The boy adored the man because he,-74,0,m,2,1,0.3226086793
ic_match,adored,0,The boy adored the man because he,-74,0,m,2,2,0.3150785854
ic_match,advised,0,The man advised the boy because he,-28,0,m,1,1,0.1275787483
ic_match,advised,0,The man advised the boy because he,-28,0,m,1,2,0.0493481563
ic_match,advised,0,The man advised the boy because he,-28,0,m,2,1,0.3273675204
ic_match,advised,0,The man advised the boy because he,-28,0,m,2,2,0.2426004594
ic_match,advised,0,The boy advised the man because he,-28,0,m,1,1,0.133050608
ic_match,advised,0,The boy advised the man because he,-28,0,m,1,2,0.06887472342
ic_match,advised,0,The boy advised the man because he,-28,0,m,2,1,0.3076738712
ic_match,advised,0,The boy advised the man because he,-28,0,m,2,2,0.2902978521
ic_match,affected,0,The man affected the boy because he,29,0,m,1,1,0.129819154
ic_match,affected,0,The man affected the boy because he,29,0,m,1,2,0.03715849152
ic_match,affected,0,The man affected the boy because he,29,0,m,2,1,0.3476173485
ic_match,affected,0,The man affected the boy because he,29,0,m,2,2,0.2345914453
ic_match,affected,0,The boy affected the man because he,29,0,m,1,1,0.1349488193
ic_match,affected,0,The boy affected the man because he,29,0,m,1,2,0.06084646136
ic_match,affected,0,The boy affected the man because he,29,0,m,2,1,0.3246681327
ic_match,affected,0,The boy affected the man because he,29,0,m,2,2,0.294546359
ic_match,aggravated,0,The man aggravated the boy because he,59,0,m,1,1,0.1299440313
ic_match,aggravated,0,The man aggravated the boy because he,59,0,m,1,2,0.03503466057
ic_match,aggravated,0,The man aggravated the boy because he,59,0,m,2,1,0.3441010825
ic_match,aggravated,0,The man aggravated the boy because he,59,0,m,2,2,0.2505221175
ic_match,aggravated,0,The boy aggravated the man because he,59,0,m,1,1,0.1357071345
ic_match,aggravated,0,The boy aggravated the man because he,59,0,m,1,2,0.06327101356
ic_match,aggravated,0,The boy aggravated the man because he,59,0,m,2,1,0.3232770487
ic_match,aggravated,0,The boy aggravated the man because he,59,0,m,2,2,0.3081204813
ic_match,agitated,0,The man agitated the boy because he,85,0,m,1,1,0.1284164801
ic_match,agitated,0,The man agitated the boy because he,85,0,m,1,2,0.03343389415
ic_match,agitated,0,The man agitated the boy because he,85,0,m,2,1,0.3397790975
ic_match,agitated,0,The man agitated the boy because he,85,0,m,2,2,0.2697555774
ic_match,agitated,0,The boy agitated the man because he,85,0,m,1,1,0.1335620807
ic_match,agitated,0,The boy agitated the man because he,85,0,m,1,2,0.06241775184
ic_match,agitated,0,The boy agitated the man because he,85,0,m,2,1,0.3171611208
ic_match,agitated,0,The boy agitated the man because he,85,0,m,2,2,0.3296302054
ic_match,alarmed,0,The man alarmed the boy because he,58,0,m,1,1,0.1283246259
ic_match,alarmed,0,The man alarmed the boy because he,58,0,m,1,2,0.03722388955
ic_match,alarmed,0,The man alarmed the boy because he,58,0,m,2,1,0.3333622974
ic_match,alarmed,0,The man alarmed the boy because he,58,0,m,2,2,0.2407318156
ic_match,alarmed,0,The boy alarmed the man because he,58,0,m,1,1,0.1335945754
ic_match,alarmed,0,The boy alarmed the man because he,58,0,m,1,2,0.06003197529
ic_match,alarmed,0,The boy alarmed the man because he,58,0,m,2,1,0.3125588906
ic_match,alarmed,0,The boy alarmed the man because he,58,0,m,2,2,0.2920906874
ic_match,alienated,0,The man alienated the boy because he,41,0,m,1,1,0.1286268522
ic_match,alienated,0,The man alienated the boy because he,41,0,m,1,2,0.03485124792
ic_match,alienated,0,The man alienated the boy because he,41,0,m,2,1,0.3347347544
ic_match,alienated,0,The man alienated the boy because he,41,0,m,2,2,0.2207191435
ic_match,alienated,0,The boy alienated the man because he,41,0,m,1,1,0.1340318451
ic_match,alienated,0,The boy alienated the man because he,41,0,m,1,2,0.05864093663
ic_match,alienated,0,The boy alienated the man because he,41,0,m,2,1,0.3150220886
ic_match,alienated,0,The boy alienated the man because he,41,0,m,2,2,0.2720736017
ic_match,amazed,0,The man amazed the boy because he,68,0,m,1,1,0.1275039844
ic_match,amazed,0,The man amazed the boy because he,68,0,m,1,2,0.03404910254
ic_match,amazed,0,The man amazed the boy because he,68,0,m,2,1,0.3326919519
ic_match,amazed,0,The man amazed the boy because he,68,0,m,2,2,0.2481511569
ic_match,amazed,0,The boy amazed the man because he,68,0,m,1,1,0.132847928
ic_match,amazed,0,The boy amazed the man because he,68,0,m,1,2,0.05422680114
ic_match,amazed,0,The boy amazed the man because he,68,0,m,2,1,0.3119049235
ic_match,amazed,0,The boy amazed the man because he,68,0,m,2,2,0.3003901699
ic_match,amused,0,The man amused the boy because he,67,0,m,1,1,0.1274417279
ic_match,amused,0,The man amused the boy because he,67,0,m,1,2,0.03260921139
ic_match,amused,0,The man amused the boy because he,67,0,m,2,1,0.3349503649
ic_match,amused,0,The man amused the boy because he,67,0,m,2,2,0.2379674986
ic_match,amused,0,The boy amused the man because he,67,0,m,1,1,0.1327294425
ic_match,amused,0,The boy amused the man because he,67,0,m,1,2,0.05728778866
ic_match,amused,0,The boy amused the man because he,67,0,m,2,1,0.3151729603
ic_match,amused,0,The boy amused the man because he,67,0,m,2,2,0.2973734122
ic_match,angered,0,The man angered the boy because he,85,0,m,1,1,0.1277260847
ic_match,angered,0,The man angered the boy because he,85,0,m,1,2,0.03329468071
ic_match,angered,0,The man angered the boy because he,85,0,m,2,1,0.3256012439
ic_match,angered,0,The man angered the boy because he,85,0,m,2,2,0.2152711779
ic_match,angered,0,The boy angered the man because he,85,0,m,1,1,0.1331613292
ic_match,angered,0,The boy angered the man because he,85,0,m,1,2,0.05843936149
ic_match,angered,0,The boy angered the man because he,85,0,m,2,1,0.3078543028
ic_match,angered,0,The boy angered the man because he,85,0,m,2,2,0.2781135733
ic_match,annoyed,0,The man annoyed the boy because he,79,0,m,1,1,0.1276767039
ic_match,annoyed,0,The man annoyed the boy because he,79,0,m,1,2,0.03332625557
ic_match,annoyed,0,The man annoyed the boy because he,79,0,m,2,1,0.3309022056
ic_match,annoyed,0,The man annoyed the boy because he,79,0,m,2,2,0.2312020981
ic_match,annoyed,0,The boy annoyed the man because he,79,0,m,1,1,0.1329211979
ic_match,annoyed,0,The boy annoyed the man because he,79,0,m,1,2,0.06006746205
ic_match,annoyed,0,The boy annoyed the man because he,79,0,m,2,1,0.3113978286
ic_match,annoyed,0,The boy annoyed the man because he,79,0,m,2,2,0.2882227337
ic_match,answered,0,The man answered the boy because he,-64,0,m,1,1,0.1277650003
ic_match,answered,0,The man answered the boy because he,-64,0,m,1,2,0.03852215075
ic_match,answered,0,The man answered the boy because he,-64,0,m,2,1,0.3353603944
ic_match,answered,0,The man answered the boy because he,-64,0,m,2,2,0.2532439125
ic_match,answered,0,The boy answered the man because he,-64,0,m,1,1,0.1331528413
ic_match,answered,0,The boy answered the man because he,-64,0,m,1,2,0.06350234857
ic_match,answered,0,The boy answered the man because he,-64,0,m,2,1,0.3130436014
ic_match,answered,0,The boy answered the man because he,-64,0,m,2,2,0.311756621
ic_match,apologized to,0,The man apologized to the boy because he,93,0,m,1,1,0.1277813992
ic_match,apologized to,0,The man apologized to the boy because he,93,0,m,1,2,0.03643689508
ic_match,apologized to,0,The man apologized to the boy because he,93,0,m,2,1,0.3167991043
ic_match,apologized to,0,The man apologized to the boy because he,93,0,m,2,2,0.1917117057
ic_match,apologized to,0,The boy apologized to the man because he,93,0,m,1,1,0.1329700792
ic_match,apologized to,0,The boy apologized to the man because he,93,0,m,1,2,0.06333823817
ic_match,apologized to,0,The boy apologized to the man because he,93,0,m,2,1,0.2988121006
ic_match,apologized to,0,The boy apologized to the man because he,93,0,m,2,2,0.2722415754
ic_match,appalled,0,The man appalled the boy because he,78,0,m,1,1,0.1283357941
ic_match,appalled,0,The man appalled the boy because he,78,0,m,1,2,0.03160351708
ic_match,appalled,0,The man appalled the boy because he,78,0,m,2,1,0.3338570927
ic_match,appalled,0,The man appalled the boy because he,78,0,m,2,2,0.244869407
ic_match,appalled,0,The boy appalled the man because he,78,0,m,1,1,0.1336208532
ic_match,appalled,0,The boy appalled the man because he,78,0,m,1,2,0.05608351934
ic_match,appalled,0,The boy appalled the man because he,78,0,m,2,1,0.3133630574
ic_match,appalled,0,The boy appalled the man because he,78,0,m,2,2,0.2999218299
ic_match,applauded,0,The man applauded the boy because he,-84,0,m,1,1,0.1272435808
ic_match,applauded,0,The man applauded the boy because he,-84,0,m,1,2,0.03248276109
ic_match,applauded,0,The man applauded the boy because he,-84,0,m,2,1,0.3249551251
ic_match,applauded,0,The man applauded the boy because he,-84,0,m,2,2,0.2328281671
ic_match,applauded,0,The boy applauded the man because he,-84,0,m,1,1,0.1324824428
ic_match,applauded,0,The boy applauded the man because he,-84,0,m,1,2,0.05845285771
ic_match,applauded,0,The boy applauded the man because he,-84,0,m,2,1,0.3080079558
ic_match,applauded,0,The boy applauded the man because he,-84,0,m,2,2,0.2939520363
ic_match,appreciated,0,The man appreciated the boy because he,-87,0,m,1,1,0.1276874652
ic_match,appreciated,0,The man appreciated the boy because he,-87,0,m,1,2,0.03186920452
ic_match,appreciated,0,The man appreciated the boy because he,-87,0,m,2,1,0.3279185471
ic_match,appreciated,0,The man appreciated the boy because he,-87,0,m,2,2,0.2443277272
ic_match,appreciated,0,The boy appreciated the man because he,-87,0,m,1,1,0.1329079765
ic_match,appreciated,0,The boy appreciated the man because he,-87,0,m,1,2,0.05839365415
ic_match,appreciated,0,The boy appreciated the man because he,-87,0,m,2,1,0.311022316
ic_match,appreciated,0,The boy appreciated the man because he,-87,0,m,2,2,0.3023380817
ic_match,approached,0,The man approached the boy because he,39,0,m,1,1,0.128006773
ic_match,approached,0,The man approached the boy because he,39,0,m,1,2,0.03092929355
ic_match,approached,0,The man approached the boy because he,39,0,m,2,1,0.3365355172
ic_match,approached,0,The man approached the boy because he,39,0,m,2,2,0.2087475063
ic_match,approached,0,The boy approached the man because he,39,0,m,1,1,0.1336145076
ic_match,approached,0,The boy approached the man because he,39,0,m,1,2,0.05972751047
ic_match,approached,0,The boy approached the man because he,39,0,m,2,1,0.3179259441
ic_match,approached,0,The boy approached the man because he,39,0,m,2,2,0.2765704027
ic_match,astonished,0,The man astonished the boy because he,51,0,m,1,1,0.1276441444
ic_match,astonished,0,The man astonished the boy because he,51,0,m,1,2,0.03337072263
ic_match,astonished,0,The man astonished the boy because he,51,0,m,2,1,0.3331432906
ic_match,astonished,0,The man astonished the boy because he,51,0,m,2,2,0.2368921723
ic_match,astonished,0,The boy astonished the man because he,51,0,m,1,1,0.1330789939
ic_match,astonished,0,The boy astonished the man because he,51,0,m,1,2,0.05565210753
ic_match,astonished,0,The boy astonished the man because he,51,0,m,2,1,0.3114106081
ic_match,astonished,0,The boy astonished the man because he,51,0,m,2,2,0.2927425856
ic_match,astounded,0,The man astounded the boy because he,62,0,m,1,1,0.1283316887
ic_match,astounded,0,The man astounded the boy because he,62,0,m,1,2,0.03327181841
ic_match,astounded,0,The man astounded the boy because he,62,0,m,2,1,0.3362478516
ic_match,astounded,0,The man astounded the boy because he,62,0,m,2,2,0.2446884176
ic_match,astounded,0,The boy astounded the man because he,62,0,m,1,1,0.1336718499
ic_match,astounded,0,The boy astounded the man because he,62,0,m,1,2,0.05620654825
ic_match,astounded,0,The boy astounded the man because he,62,0,m,2,1,0.314654279
ic_match,astounded,0,The boy astounded the man because he,62,0,m,2,2,0.2969322184
ic_match,attracted,0,The man attracted the boy because he,87,0,m,1,1,0.1291255625
ic_match,attracted,0,The man attracted the boy because he,87,0,m,1,2,0.04074961896
ic_match,attracted,0,The man attracted the boy because he,87,0,m,2,1,0.3315770336
ic_match,attracted,0,The man attracted the boy because he,87,0,m,2,2,0.1931568092
ic_match,attracted,0,The boy attracted the man because he,87,0,m,1,1,0.1345623653
ic_match,attracted,0,The boy attracted the man because he,87,0,m,1,2,0.06128474721
ic_match,attracted,0,The boy attracted the man because he,87,0,m,2,1,0.3145586302
ic_match,attracted,0,The boy attracted the man because he,87,0,m,2,2,0.2482922788
ic_match,avoided,0,The man avoided the boy because he,14,0,m,1,1,0.1291213167
ic_match,avoided,0,The man avoided the boy because he,14,0,m,1,2,0.03767804973
ic_match,avoided,0,The man avoided the boy because he,14,0,m,2,1,0.3392608056
ic_match,avoided,0,The man avoided the boy because he,14,0,m,2,2,0.2365049193
ic_match,avoided,0,The boy avoided the man because he,14,0,m,1,1,0.1347961444
ic_match,avoided,0,The boy avoided the man because he,14,0,m,1,2,0.06520105071
ic_match,avoided,0,The boy avoided the man because he,14,0,m,2,1,0.320466841
ic_match,avoided,0,The boy avoided the man because he,14,0,m,2,2,0.2976228331
ic_match,baffled,0,The man baffled the boy because he,56,0,m,1,1,0.1283219194
ic_match,baffled,0,The man baffled the boy because he,56,0,m,1,2,0.03310894912
ic_match,baffled,0,The man baffled the boy because he,56,0,m,2,1,0.3391480811
ic_match,baffled,0,The man baffled the boy because he,56,0,m,2,2,0.2559289112
ic_match,baffled,0,The boy baffled the man because he,56,0,m,1,1,0.1336550555
ic_match,baffled,0,The boy baffled the man because he,56,0,m,1,2,0.06110899404
ic_match,baffled,0,The boy baffled the man because he,56,0,m,2,1,0.324270694
ic_match,baffled,0,The boy baffled the man because he,56,0,m,2,2,0.3247854469
ic_match,banished,0,The man banished the boy because he,-56,0,m,1,1,0.1294155055
ic_match,banished,0,The man banished the boy because he,-56,0,m,1,2,0.03191526827
ic_match,banished,0,The man banished the boy because he,-56,0,m,2,1,0.3441546259
ic_match,banished,0,The man banished the boy because he,-56,0,m,2,2,0.2365116536
ic_match,banished,0,The boy banished the man because he,-56,0,m,1,1,0.1349763862
ic_match,banished,0,The boy banished the man because he,-56,0,m,1,2,0.06065696537
ic_match,banished,0,The boy banished the man because he,-56,0,m,2,1,0.3211759403
ic_match,banished,0,The boy banished the man because he,-56,0,m,2,2,0.28229389
ic_match,battled,0,The man battled the boy because he,47,0,m,1,1,0.1292622837
ic_match,battled,0,The man battled the boy because he,47,0,m,1,2,0.03243891153
ic_match,battled,0,The man battled the boy because he,47,0,m,2,1,0.3422049565
ic_match,battled,0,The man battled the boy because he,47,0,m,2,2,0.2367810025
ic_match,battled,0,The boy battled the man because he,47,0,m,1,1,0.134738247
ic_match,battled,0,The boy battled the man because he,47,0,m,1,2,0.06554177311
ic_match,battled,0,The boy battled the man because he,47,0,m,2,1,0.3239129143
ic_match,battled,0,The boy battled the man because he,47,0,m,2,2,0.3000440747
ic_match,believed,0,The man believed the boy because he,-54,0,m,1,1,0.1302722119
ic_match,believed,0,The man believed the boy because he,-54,0,m,1,2,0.1708199304
ic_match,believed,0,The man believed the boy because he,-54,0,m,2,1,0.3378599298
ic_match,believed,0,The man believed the boy because he,-54,0,m,2,2,0.4571062059
ic_match,believed,0,The boy believed the man because he,-54,0,m,1,1,0.1345569216
ic_match,believed,0,The boy believed the man because he,-54,0,m,1,2,0.1664022958
ic_match,believed,0,The boy believed the man because he,-54,0,m,2,1,0.3143329168
ic_match,believed,0,The boy believed the man because he,-54,0,m,2,2,0.4869015096
ic_match,betrayed,0,The man betrayed the boy because he,74,0,m,1,1,0.1288107989
ic_match,betrayed,0,The man betrayed the boy because he,74,0,m,1,2,0.0340736903
ic_match,betrayed,0,The man betrayed the boy because he,74,0,m,2,1,0.3401015561
ic_match,betrayed,0,The man betrayed the boy because he,74,0,m,2,2,0.2432768515
ic_match,betrayed,0,The boy betrayed the man because he,74,0,m,1,1,0.1343806529
ic_match,betrayed,0,The boy betrayed the man because he,74,0,m,1,2,0.06034724518
ic_match,betrayed,0,The boy betrayed the man because he,74,0,m,2,1,0.3212031278
ic_match,betrayed,0,The boy betrayed the man because he,74,0,m,2,2,0.3065171915
ic_match,bewildered,0,The man bewildered the boy because he,49,0,m,1,1,0.1286521276
ic_match,bewildered,0,The man bewildered the boy because he,49,0,m,1,2,0.04823531564
ic_match,bewildered,0,The man bewildered the boy because he,49,0,m,2,1,0.3443607053
ic_match,bewildered,0,The man bewildered the boy because he,49,0,m,2,2,0.2962613166
ic_match,bewildered,0,The boy bewildered the man because he,49,0,m,1,1,0.1341758272
ic_match,bewildered,0,The boy bewildered the man because he,49,0,m,1,2,0.07437735356
ic_match,bewildered,0,The boy bewildered the man because he,49,0,m,2,1,0.3215500463
ic_match,bewildered,0,The boy bewildered the man because he,49,0,m,2,2,0.3433166185
ic_match,blamed,0,The man blamed the boy because he,-30,0,m,1,1,0.1272831306
ic_match,blamed,0,The man blamed the boy because he,-30,0,m,1,2,0.03904149864
ic_match,blamed,0,The man blamed the boy because he,-30,0,m,2,1,0.3260501952
ic_match,blamed,0,The man blamed the boy because he,-30,0,m,2,2,0.2348280893
ic_match,blamed,0,The boy blamed the man because he,-30,0,m,1,1,0.1325425721
ic_match,blamed,0,The boy blamed the man because he,-30,0,m,1,2,0.06504679555
ic_match,blamed,0,The boy blamed the man because he,-30,0,m,2,1,0.3067297117
ic_match,blamed,0,The boy blamed the man because he,-30,0,m,2,2,0.2943157902
ic_match,blessed,0,The man blessed the boy because he,-21,0,m,1,1,0.1290962254
ic_match,blessed,0,The man blessed the boy because he,-21,0,m,1,2,0.03686281834
ic_match,blessed,0,The man blessed the boy because he,-21,0,m,2,1,0.3553634974
ic_match,blessed,0,The man blessed the boy because he,-21,0,m,2,2,0.2887919237
ic_match,blessed,0,The boy blessed the man because he,-21,0,m,1,1,0.1350406332
ic_match,blessed,0,The boy blessed the man because he,-21,0,m,1,2,0.06534590665
ic_match,blessed,0,The boy blessed the man because he,-21,0,m,2,1,0.3360058121
ic_match,blessed,0,The boy blessed the man because he,-21,0,m,2,2,0.339352974
ic_match,bored,0,The man bored the boy because he,73,0,m,1,1,0.1283796439
ic_match,bored,0,The man bored the boy because he,73,0,m,1,2,0.03801572557
ic_match,bored,0,The man bored the boy because he,73,0,m,2,1,0.3482489232
ic_match,bored,0,The man bored the boy because he,73,0,m,2,2,0.263223282
ic_match,bored,0,The boy bored the man because he,73,0,m,1,1,0.1348363853
ic_match,bored,0,The boy bored the man because he,73,0,m,1,2,0.06228024244
ic_match,bored,0,The boy bored the man because he,73,0,m,2,1,0.3262080456
ic_match,bored,0,The boy bored the man because he,73,0,m,2,2,0.3140836217
ic_match,bothered,0,The man bothered the boy because he,59,0,m,1,1,0.1282215018
ic_match,bothered,0,The man bothered the boy because he,59,0,m,1,2,0.0395518863
ic_match,bothered,0,The man bothered the boy because he,59,0,m,2,1,0.33396645
ic_match,bothered,0,The man bothered the boy because he,59,0,m,2,2,0.2300410546
ic_match,bothered,0,The boy bothered the man because he,59,0,m,1,1,0.1337432184
ic_match,bothered,0,The boy bothered the man because he,59,0,m,1,2,0.06280000098
ic_match,bothered,0,The boy bothered the man because he,59,0,m,2,1,0.3157416294
ic_match,bothered,0,The boy bothered the man because he,59,0,m,2,2,0.295305341
ic_match,called,0,The man called the boy because he,82,0,m,1,1,0.1297103304
ic_match,called,0,The man called the boy because he,82,0,m,1,2,0.04774517186
ic_match,called,0,The man called the boy because he,82,0,m,2,1,0.3542655616
ic_match,called,0,The man called the boy because he,82,0,m,2,2,0.2775990495
ic_match,called,0,The boy called the man because he,82,0,m,1,1,0.1350037143
ic_match,called,0,The boy called the man because he,82,0,m,1,2,0.07690223364
ic_match,called,0,The boy called the man because he,82,0,m,2,1,0.3304032035
ic_match,called,0,The boy called the man because he,82,0,m,2,2,0.321610722
ic_match,calmed,0,The man calmed the boy because he,-53,0,m,1,1,0.1283516062
ic_match,calmed,0,The man calmed the boy because he,-53,0,m,1,2,0.03717041117
ic_match,calmed,0,The man calmed the boy because he,-53,0,m,2,1,0.3356087021
ic_match,calmed,0,The man calmed the boy because he,-53,0,m,2,2,0.2323316504
ic_match,calmed,0,The boy calmed the man because he,-53,0,m,1,1,0.1338819102
ic_match,calmed,0,The boy calmed the man because he,-53,0,m,1,2,0.06467733117
ic_match,calmed,0,The boy calmed the man because he,-53,0,m,2,1,0.3162484359
ic_match,calmed,0,The boy calmed the man because he,-53,0,m,2,2,0.2953115726
ic_match,calmed down,0,The man calmed down the boy because he,-79,0,m,1,1,0.1283840713
ic_match,calmed down,0,The man calmed down the boy because he,-79,0,m,1,2,0.04018784193
ic_match,calmed down,0,The man calmed down the boy because he,-79,0,m,2,1,0.3350046481
ic_match,calmed down,0,The man calmed down the boy because he,-79,0,m,2,2,0.2479557219
ic_match,calmed down,0,The boy calmed down the man because he,-79,0,m,1,1,0.1339835755
ic_match,calmed down,0,The boy calmed down the man because he,-79,0,m,1,2,0.06250916752
ic_match,calmed down,0,The boy calmed down the man because he,-79,0,m,2,1,0.315679289
ic_match,calmed down,0,The boy calmed down the man because he,-79,0,m,2,2,0.3140628103
ic_match,captivated,0,The man captivated the boy because he,78,0,m,1,1,0.1276375682
ic_match,captivated,0,The man captivated the boy because he,78,0,m,1,2,0.03220061
ic_match,captivated,0,The man captivated the boy because he,78,0,m,2,1,0.3348551107
ic_match,captivated,0,The man captivated the boy because he,78,0,m,2,2,0.2260672577
ic_match,captivated,0,The boy captivated the man because he,78,0,m,1,1,0.1334716181
ic_match,captivated,0,The boy captivated the man because he,78,0,m,1,2,0.05730833013
ic_match,captivated,0,The boy captivated the man because he,78,0,m,2,1,0.316041418
ic_match,captivated,0,The boy captivated the man because he,78,0,m,2,2,0.2874012276
ic_match,carried,0,The man carried the boy because he,-92,0,m,1,1,0.1299069813
ic_match,carried,0,The man carried the boy because he,-92,0,m,1,2,0.04138367721
ic_match,carried,0,The man carried the boy because he,-92,0,m,2,1,0.3514648541
ic_match,carried,0,The man carried the boy because he,-92,0,m,2,2,0.2301805364
ic_match,carried,0,The boy carried the man because he,-92,0,m,1,1,0.1351711621
ic_match,carried,0,The boy carried the man because he,-92,0,m,1,2,0.06202422466
ic_match,carried,0,The boy carried the man because he,-92,0,m,2,1,0.3296708157
ic_match,carried,0,The boy carried the man because he,-92,0,m,2,2,0.2750663949
ic_match,castigated,0,The man castigated the boy because he,-45,0,m,1,1,0.1272158048
ic_match,castigated,0,The man castigated the boy because he,-45,0,m,1,2,0.0293208437
ic_match,castigated,0,The man castigated the boy because he,-45,0,m,2,1,0.3231658826
ic_match,castigated,0,The man castigated the boy because he,-45,0,m,2,2,0.2264684324
ic_match,castigated,0,The boy castigated the man because he,-45,0,m,1,1,0.1324876813
ic_match,castigated,0,The boy castigated the man because he,-45,0,m,1,2,0.05962948166
ic_match,castigated,0,The boy castigated the man because he,-45,0,m,2,1,0.3029052892
ic_match,castigated,0,The boy castigated the man because he,-45,0,m,2,2,0.2859448605
ic_match,caught,0,The man caught the boy because he,-44,0,m,1,1,0.1292886174
ic_match,caught,0,The man caught the boy because he,-44,0,m,1,2,0.03991090433
ic_match,caught,0,The man caught the boy because he,-44,0,m,2,1,0.3511826412
ic_match,caught,0,The man caught the boy because he,-44,0,m,2,2,0.2550741691
ic_match,caught,0,The boy caught the man because he,-44,0,m,1,1,0.1348387635
ic_match,caught,0,The boy caught the man because he,-44,0,m,1,2,0.06164213654
ic_match,caught,0,The boy caught the man because he,-44,0,m,2,1,0.327735708
ic_match,caught,0,The boy caught the man because he,-44,0,m,2,2,0.3036278602
ic_match,cautioned,0,The man cautioned the boy because he,-36,0,m,1,1,0.1272150611
ic_match,cautioned,0,The man cautioned the boy because he,-36,0,m,1,2,0.065109906
ic_match,cautioned,0,The man cautioned the boy because he,-36,0,m,2,1,0.3240566752
ic_match,cautioned,0,The man cautioned the boy because he,-36,0,m,2,2,0.2700916593
