exp,item,sent,hasIC,num,isHIGH,layer,NP,sim
reading,1,The woman studied with the aristocrats of the chef who was,0,sg,0,2,1,0.2001676976
reading,1,The woman studied with the aristocrats of the chef who was,0,sg,0,2,2,0.1433722466
reading,1,The woman studied with the aristocrat of the chefs who were,0,pl,0,1,1,0.04013411935
reading,1,The woman studied with the aristocrat of the chefs who were,0,pl,0,1,2,0.04548320502
reading,1,The woman studied with the aristocrat of the chefs who were,0,pl,0,2,1,0.2037129967
reading,1,The woman studied with the aristocrat of the chefs who were,0,pl,0,2,2,0.2277821137
reading,1,The woman studied with the aristocrats of the chef who were,0,pl,1,1,1,0.0440372105
reading,1,The woman studied with the aristocrats of the chef who were,0,pl,1,1,2,0.007194190873
reading,1,The woman studied with the aristocrats of the chef who were,0,pl,1,2,1,0.1997937752
reading,1,The woman studied with the aristocrats of the chef who were,0,pl,1,2,2,0.1302609334
reading,3,The woman assisted the maid of the executives who was,1,sg,1,1,1,0.005281670824
reading,3,The woman assisted the maid of the executives who was,1,sg,1,1,2,0.0451810461
reading,3,The woman assisted the maid of the executives who was,1,sg,1,2,1,0.2206985383
reading,3,The woman assisted the maid of the executives who was,1,sg,1,2,2,0.2743365459
reading,3,The woman assisted the maids of the executive who was,1,sg,0,1,1,0.01620197824
reading,3,The woman assisted the maids of the executive who was,1,sg,0,1,2,-0.001435153403
reading,3,The woman assisted the maids of the executive who was,1,sg,0,2,1,0.2774041199
reading,3,The woman assisted the maids of the executive who was,1,sg,0,2,2,0.1245755362
reading,3,The woman assisted the maid of the executives who were,1,pl,0,1,1,0.001395947166
reading,3,The woman assisted the maid of the executives who were,1,pl,0,1,2,0.06953224046
reading,3,The woman assisted the maid of the executives who were,1,pl,0,2,1,0.2013647718
reading,3,The woman assisted the maid of the executives who were,1,pl,0,2,2,0.2625721293
reading,3,The woman assisted the maids of the executive who were,1,pl,1,1,1,0.03781328023
reading,3,The woman assisted the maids of the executive who were,1,pl,1,1,2,0.003983468939
reading,3,The woman assisted the maids of the executive who were,1,pl,1,2,1,0.2764990618
reading,3,The woman assisted the maids of the executive who were,1,pl,1,2,2,0.1289753702
reading,3,The woman joked with the maid of the executives who was,0,sg,1,1,1,0.01584085474
reading,3,The woman joked with the maid of the executives who was,0,sg,1,1,2,0.04919775959
reading,3,The woman joked with the maid of the executives who was,0,sg,1,2,1,0.2390702414
reading,3,The woman joked with the maid of the executives who was,0,sg,1,2,2,0.2997156762
reading,3,The woman joked with the maids of the executive who was,0,sg,0,1,1,0.01589719233
reading,3,The woman joked with the maids of the executive who was,0,sg,0,1,2,-0.001727867681
reading,3,The woman joked with the maids of the executive who was,0,sg,0,2,1,0.2377813601
reading,3,The woman joked with the maids of the executive who was,0,sg,0,2,2,0.1242730099
reading,3,The woman joked with the maid of the executives who were,0,pl,0,1,1,0.03684514246
reading,3,The woman joked with the maid of the executives who were,0,pl,0,1,2,0.07308399132
reading,3,The woman joked with the maid of the executives who were,0,pl,0,2,1,0.2395900851
reading,3,The woman joked with the maid of the executives who were,0,pl,0,2,2,0.2843636049
reading,3,The woman joked with the maids of the executive who were,0,pl,1,1,1,0.03706889672
reading,3,The woman joked with the maids of the executive who were,0,pl,1,1,2,0.003637295935
reading,3,The woman joked with the maids of the executive who were,0,pl,1,2,1,0.2385763502
reading,3,The woman joked with the maids of the executive who were,0,pl,1,2,2,0.1273709764
reading,3,The woman assisted the executive of the maids who was,1,sg,1,1,1,-0.002089533557
reading,3,The woman assisted the executive of the maids who was,1,sg,1,1,2,0.01633007856
reading,3,The woman assisted the executive of the maids who was,1,sg,1,2,1,0.1150641982
reading,3,The woman assisted the executive of the maids who was,1,sg,1,2,2,0.2249775344
reading,3,The woman assisted the executives of the maid who was,1,sg,0,1,1,0.04430724515
reading,3,The woman assisted the executives of the maid who was,1,sg,0,1,2,0.0006570812034
reading,3,The woman assisted the executives of the maid who was,1,sg,0,2,1,0.260610698
reading,3,The woman assisted the executives of the maid who was,1,sg,0,2,2,0.1669493698
reading,3,The woman assisted the executive of the maids who were,1,pl,0,1,1,0.003155705364
reading,3,The woman assisted the executive of the maids who were,1,pl,0,1,2,0.03825797143
reading,3,The woman assisted the executive of the maids who were,1,pl,0,2,1,0.1086270499
reading,3,The woman assisted the executive of the maids who were,1,pl,0,2,2,0.2162298793
reading,3,The woman assisted the executives of the maid who were,1,pl,1,1,1,0.06895361965
reading,3,The woman assisted the executives of the maid who were,1,pl,1,1,2,-0.002676239265
reading,3,The woman assisted the executives of the maid who were,1,pl,1,2,1,0.2586013069
reading,3,The woman assisted the executives of the maid who were,1,pl,1,2,2,0.1630608629
reading,3,The woman joked with the executive of the maids who was,0,sg,1,1,1,0.04154240731
reading,3,The woman joked with the executive of the maids who was,0,sg,1,1,2,0.01617969725
reading,3,The woman joked with the executive of the maids who was,0,sg,1,2,1,0.2446223705
reading,3,The woman joked with the executive of the maids who was,0,sg,1,2,2,0.2541203386
reading,3,The woman joked with the executives of the maid who was,0,sg,0,1,1,0.04508684409
reading,3,The woman joked with the executives of the maid who was,0,sg,0,1,2,0.0008265350978
reading,3,The woman joked with the executives of the maid who was,0,sg,0,2,1,0.2394955805
reading,3,The woman joked with the executives of the maid who was,0,sg,0,2,2,0.2039919295
reading,3,The woman joked with the executive of the maids who were,0,pl,0,1,1,0.06700676884
reading,3,The woman joked with the executive of the maids who were,0,pl,0,1,2,0.03802715655
reading,3,The woman joked with the executive of the maids who were,0,pl,0,2,1,0.2430209676
reading,3,The woman joked with the executive of the maids who were,0,pl,0,2,2,0.2417784824
reading,3,The woman joked with the executives of the maid who were,0,pl,1,1,1,0.06912235795
reading,3,The woman joked with the executives of the maid who were,0,pl,1,1,2,-0.002550052074
reading,3,The woman joked with the executives of the maid who were,0,pl,1,2,1,0.2383456446
reading,3,The woman joked with the executives of the maid who were,0,pl,1,2,2,0.1933317685
reading,4,The man trusted the captain of the sailors who was,1,sg,1,1,1,0.01555178945
reading,4,The man trusted the captain of the sailors who was,1,sg,1,1,2,0.03047847728
reading,4,The man trusted the captain of the sailors who was,1,sg,1,2,1,0.2246914348
reading,4,The man trusted the captain of the sailors who was,1,sg,1,2,2,0.2937628828
reading,4,The man trusted the captains of the sailor who was,1,sg,0,1,1,0.01880095233
reading,4,The man trusted the captains of the sailor who was,1,sg,0,1,2,0.01047291387
reading,4,The man trusted the captains of the sailor who was,1,sg,0,2,1,0.2596238208
reading,4,The man trusted the captains of the sailor who was,1,sg,0,2,2,0.2332806991
reading,4,The man trusted the captain of the sailors who were,1,pl,0,1,1,0.01119986752
reading,4,The man trusted the captain of the sailors who were,1,pl,0,1,2,0.06342362977
reading,4,The man trusted the captain of the sailors who were,1,pl,0,2,1,0.1960446054
reading,4,The man trusted the captain of the sailors who were,1,pl,0,2,2,0.278482127
reading,4,The man trusted the captains of the sailor who were,1,pl,1,1,1,0.05224501108
reading,4,The man trusted the captains of the sailor who were,1,pl,1,1,2,0.006492526372
reading,4,The man trusted the captains of the sailor who were,1,pl,1,2,1,0.2619452169
reading,4,The man trusted the captains of the sailor who were,1,pl,1,2,2,0.2244274996
reading,4,The man stood near the captain of the sailors who was,0,sg,1,1,1,0.01915656371
reading,4,The man stood near the captain of the sailors who was,0,sg,1,1,2,0.02709373264
reading,4,The man stood near the captain of the sailors who was,0,sg,1,2,1,0.2592280715
reading,4,The man stood near the captain of the sailors who was,0,sg,1,2,2,0.2950425692
reading,4,The man stood near the captains of the sailor who was,0,sg,0,1,1,0.01881300095
reading,4,The man stood near the captains of the sailor who was,0,sg,0,1,2,0.01047434377
reading,4,The man stood near the captains of the sailor who was,0,sg,0,2,1,0.2439983356
reading,4,The man stood near the captains of the sailor who was,0,sg,0,2,2,0.2485103088
reading,4,The man stood near the captain of the sailors who were,0,pl,0,1,1,0.05253059004
reading,4,The man stood near the captain of the sailors who were,0,pl,0,1,2,0.06023901432
reading,4,The man stood near the captain of the sailors who were,0,pl,0,2,1,0.2597885503
reading,4,The man stood near the captain of the sailors who were,0,pl,0,2,2,0.276567563
reading,4,The man stood near the captains of the sailor who were,0,pl,1,1,1,0.05232479973
reading,4,The man stood near the captains of the sailor who were,0,pl,1,1,2,0.00660412557
reading,4,The man stood near the captains of the sailor who were,0,pl,1,2,1,0.2474828435
reading,4,The man stood near the captains of the sailor who were,0,pl,1,2,2,0.2339371806
reading,4,The man trusted the sailor of the captains who was,1,sg,1,1,1,0.008469209488
reading,4,The man trusted the sailor of the captains who was,1,sg,1,1,2,0.0186703407
reading,4,The man trusted the sailor of the captains who was,1,sg,1,2,1,0.2730949119
reading,4,The man trusted the sailor of the captains who was,1,sg,1,2,2,0.240951808
reading,4,The man trusted the sailors of the captain who was,1,sg,0,1,1,0.02995674153
reading,4,The man trusted the sailors of the captain who was,1,sg,0,1,2,0.01504620804
reading,4,The man trusted the sailors of the captain who was,1,sg,0,2,1,0.3293514185
reading,4,The man trusted the sailors of the captain who was,1,sg,0,2,2,0.1950523324
reading,4,The man trusted the sailor of the captains who were,1,pl,0,1,1,0.005318057364
reading,4,The man trusted the sailor of the captains who were,1,pl,0,1,2,0.05204582165
reading,4,The man trusted the sailor of the captains who were,1,pl,0,2,1,0.2409435082
reading,4,The man trusted the sailor of the captains who were,1,pl,0,2,2,0.2305650199
reading,4,The man trusted the sailors of the captain who were,1,pl,1,1,1,0.06332782039
reading,4,The man trusted the sailors of the captain who were,1,pl,1,1,2,0.01087716342
reading,4,The man trusted the sailors of the captain who were,1,pl,1,2,1,0.3275842774
reading,4,The man trusted the sailors of the captain who were,1,pl,1,2,2,0.1809954189
reading,4,The man stood near the sailor of the captains who was,0,sg,1,1,1,0.02612016546
reading,4,The man stood near the sailor of the captains who was,0,sg,1,1,2,0.0179163006
reading,4,The man stood near the sailor of the captains who was,0,sg,1,2,1,0.3233971255
reading,4,The man stood near the sailor of the captains who was,0,sg,1,2,2,0.2372558691
reading,4,The man stood near the sailors of the captain who was,0,sg,0,1,1,0.02635064778
reading,4,The man stood near the sailors of the captain who was,0,sg,0,1,2,0.01404038342
reading,4,The man stood near the sailors of the captain who was,0,sg,0,2,1,0.3177653623
reading,4,The man stood near the sailors of the captain who was,0,sg,0,2,2,0.1986564747
reading,4,The man stood near the sailor of the captains who were,0,pl,0,1,1,0.05969246627
reading,4,The man stood near the sailor of the captains who were,0,pl,0,1,2,0.05148919491
reading,4,The man stood near the sailor of the captains who were,0,pl,0,2,1,0.318794244
reading,4,The man stood near the sailor of the captains who were,0,pl,0,2,2,0.2240443944
reading,4,The man stood near the sailors of the captain who were,0,pl,1,1,1,0.05987643245
reading,4,The man stood near the sailors of the captain who were,0,pl,1,1,2,0.009868653304
reading,4,The man stood near the sailors of the captain who were,0,pl,1,2,1,0.3184986715
reading,4,The man stood near the sailors of the captain who were,0,pl,1,2,2,0.1784084256
reading,6,The man comforted the leader of the activists who was,1,sg,1,1,1,0.01760211159
reading,6,The man comforted the leader of the activists who was,1,sg,1,1,2,0.03007456395
reading,6,The man comforted the leader of the activists who was,1,sg,1,2,1,0.2156630415
reading,6,The man comforted the leader of the activists who was,1,sg,1,2,2,0.268051654
reading,6,The man comforted the leaders of the activist who was,1,sg,0,1,1,0.02193045366
reading,6,The man comforted the leaders of the activist who was,1,sg,0,1,2,0.01110349303
reading,6,The man comforted the leaders of the activist who was,1,sg,0,2,1,0.2530807654
reading,6,The man comforted the leaders of the activist who was,1,sg,0,2,2,0.1250803123
reading,6,The man comforted the leader of the activists who were,1,pl,0,1,1,0.01787200386
reading,6,The man comforted the leader of the activists who were,1,pl,0,1,2,0.05934244825
reading,6,The man comforted the leader of the activists who were,1,pl,0,2,1,0.1894375537
reading,6,The man comforted the leader of the activists who were,1,pl,0,2,2,0.2564491023
reading,6,The man comforted the leaders of the activist who were,1,pl,1,1,1,0.05424589633
reading,6,The man comforted the leaders of the activist who were,1,pl,1,1,2,0.008015208027
reading,6,The man comforted the leaders of the activist who were,1,pl,1,2,1,0.2516040176
reading,6,The man comforted the leaders of the activist who were,1,pl,1,2,2,0.1290697633
reading,6,The man greeted the leader of the activists who was,0,sg,1,1,1,0.02032045789
reading,6,The man greeted the leader of the activists who was,0,sg,1,1,2,0.02969393937
reading,6,The man greeted the leader of the activists who was,0,sg,1,2,1,0.2165994777
reading,6,The man greeted the leader of the activists who was,0,sg,1,2,2,0.2728254294
reading,6,The man greeted the leaders of the activist who was,0,sg,0,1,1,0.02221842436
reading,6,The man greeted the leaders of the activist who was,0,sg,0,1,2,0.0110942287
reading,6,The man greeted the leaders of the activist who was,0,sg,0,2,1,0.2662781701
reading,6,The man greeted the leaders of the activist who was,0,sg,0,2,2,0.1302407227
reading,6,The man greeted the leader of the activists who were,0,pl,0,1,1,0.02031022686
reading,6,The man greeted the leader of the activists who were,0,pl,0,1,2,0.05891663079
reading,6,The man greeted the leader of the activists who were,0,pl,0,2,1,0.1918612367
reading,6,The man greeted the leader of the activists who were,0,pl,0,2,2,0.2609970271
reading,6,The man greeted the leaders of the activist who were,0,pl,1,1,1,0.05453895047
reading,6,The man greeted the leaders of the activist who were,0,pl,1,1,2,0.007976131094
reading,6,The man greeted the leaders of the activist who were,0,pl,1,2,1,0.2645246991
reading,6,The man greeted the leaders of the activist who were,0,pl,1,2,2,0.1349880269
reading,6,The man comforted the activist of the leaders who was,1,sg,1,1,1,0.008832654072
reading,6,The man comforted the activist of the leaders who was,1,sg,1,1,2,0.02042811362
reading,6,The man comforted the activist of the leaders who was,1,sg,1,2,1,0.1797658602
reading,6,The man comforted the activist of the leaders who was,1,sg,1,2,2,0.2557894113
reading,6,The man comforted the activists of the leader who was,1,sg,0,1,1,0.02604623941
reading,6,The man comforted the activists of the leader who was,1,sg,0,1,2,0.01345788072
reading,6,The man comforted the activists of the leader who was,1,sg,0,2,1,0.2782962005
reading,6,The man comforted the activists of the leader who was,1,sg,0,2,2,0.1953815287
reading,6,The man comforted the activist of the leaders who were,1,pl,0,1,1,0.006946464133
reading,6,The man comforted the activist of the leaders who were,1,pl,0,1,2,0.05358820795
reading,6,The man comforted the activist of the leaders who were,1,pl,0,2,1,0.1719826824
reading,6,The man comforted the activist of the leaders who were,1,pl,0,2,2,0.2462976316
reading,6,The man comforted the activists of the leader who were,1,pl,1,1,1,0.05472296676
reading,6,The man comforted the activists of the leader who were,1,pl,1,1,2,0.01406970042
reading,6,The man comforted the activists of the leader who were,1,pl,1,2,1,0.2733962297
reading,6,The man comforted the activists of the leader who were,1,pl,1,2,2,0.1780321696
reading,6,The man greeted the activist of the leaders who was,0,sg,1,1,1,0.01191175782
reading,6,The man greeted the activist of the leaders who was,0,sg,1,1,2,0.02040228807
reading,6,The man greeted the activist of the leaders who was,0,sg,1,2,1,0.1780545618
reading,6,The man greeted the activist of the leaders who was,0,sg,1,2,2,0.2612172032
reading,6,The man greeted the activists of the leader who was,0,sg,0,1,1,0.03023461132
reading,6,The man greeted the activists of the leader who was,0,sg,0,1,2,0.01341311432
reading,6,The man greeted the activists of the leader who was,0,sg,0,2,1,0.2867632639
reading,6,The man greeted the activists of the leader who was,0,sg,0,2,2,0.1991447109
reading,6,The man greeted the activist of the leaders who were,0,pl,0,1,1,0.009626481992
reading,6,The man greeted the activist of the leaders who were,0,pl,0,1,2,0.05344703222
reading,6,The man greeted the activist of the leaders who were,0,pl,0,2,1,0.1732850283
reading,6,The man greeted the activist of the leaders who were,0,pl,0,2,2,0.2516145535
reading,6,The man greeted the activists of the leader who were,0,pl,1,1,1,0.05841967859
reading,6,The man greeted the activists of the leader who were,0,pl,1,1,2,0.0140512747
reading,6,The man greeted the activists of the leader who were,0,pl,1,2,1,0.2817736162
reading,6,The man greeted the activists of the leader who were,0,pl,1,2,2,0.1819279205
reading,8,The man valued the daughter of the shopkeepers who was,1,sg,1,1,1,6.53E-05
reading,8,The man valued the daughter of the shopkeepers who was,1,sg,1,1,2,0.01204765132
reading,8,The man valued the daughter of the shopkeepers who was,1,sg,1,2,1,0.1991928302
reading,8,The man valued the daughter of the shopkeepers who was,1,sg,1,2,2,0.3721284735
reading,8,The man valued the daughters of the shopkeeper who was,1,sg,0,1,1,0.002774184089
reading,8,The man valued the daughters of the shopkeeper who was,1,sg,0,1,2,0.01918410972
reading,8,The man valued the daughters of the shopkeeper who was,1,sg,0,2,1,0.2633962978
reading,8,The man valued the daughters of the shopkeeper who was,1,sg,0,2,2,0.3086163827
reading,8,The man valued the daughter of the shopkeepers who were,1,pl,0,1,1,0.001062621624
reading,8,The man valued the daughter of the shopkeepers who were,1,pl,0,1,2,0.03980764452
reading,8,The man valued the daughter of the shopkeepers who were,1,pl,0,2,1,0.1744827046
reading,8,The man valued the daughter of the shopkeepers who were,1,pl,0,2,2,0.356773616
reading,8,The man valued the daughters of the shopkeeper who were,1,pl,1,1,1,0.0295738444
reading,8,The man valued the daughters of the shopkeeper who were,1,pl,1,1,2,0.01418404369
reading,8,The man valued the daughters of the shopkeeper who were,1,pl,1,2,1,0.257740458
reading,8,The man valued the daughters of the shopkeeper who were,1,pl,1,2,2,0.2980761854
reading,8,The man recognized the daughter of the shopkeepers who was,0,sg,1,1,1,-0.0001283366486
reading,8,The man recognized the daughter of the shopkeepers who was,0,sg,1,1,2,0.01187159204
reading,8,The man recognized the daughter of the shopkeepers who was,0,sg,1,2,1,0.1611646218
reading,8,The man recognized the daughter of the shopkeepers who was,0,sg,1,2,2,0.3490884008
reading,8,The man recognized the daughters of the shopkeeper who was,0,sg,0,1,1,0.0026866358
reading,8,The man recognized the daughters of the shopkeeper who was,0,sg,0,1,2,0.01902361884
reading,8,The man recognized the daughters of the shopkeeper who was,0,sg,0,2,1,0.2240040581
reading,8,The man recognized the daughters of the shopkeeper who was,0,sg,0,2,2,0.2914704044
reading,8,The man recognized the daughter of the shopkeepers who were,0,pl,0,1,1,0.0009756870224
reading,8,The man recognized the daughter of the shopkeepers who were,0,pl,0,1,2,0.03976593284
reading,8,The man recognized the daughter of the shopkeepers who were,0,pl,0,2,1,0.1273333925
reading,8,The man recognized the daughter of the shopkeepers who were,0,pl,0,2,2,0.3325487879
reading,8,The man recognized the daughters of the shopkeeper who were,0,pl,1,1,1,0.02969111861
reading,8,The man recognized the daughters of the shopkeeper who were,0,pl,1,1,2,0.01406770486
reading,8,The man recognized the daughters of the shopkeeper who were,0,pl,1,2,1,0.2209656657
reading,8,The man recognized the daughters of the shopkeeper who were,0,pl,1,2,2,0.2786024167
reading,8,The man valued the shopkeeper of the daughters who was,1,sg,1,1,1,0.01562362181
reading,8,The man valued the shopkeeper of the daughters who was,1,sg,1,1,2,0.003826763688
reading,8,The man valued the shopkeeper of the daughters who was,1,sg,1,2,1,0.2517642459
reading,8,The man valued the shopkeeper of the daughters who was,1,sg,1,2,2,0.2735669636
reading,8,The man valued the shopkeepers of the daughter who was,1,sg,0,1,1,0.01462171538
reading,8,The man valued the shopkeepers of the daughter who was,1,sg,0,1,2,-0.001998577148
reading,8,The man valued the shopkeepers of the daughter who was,1,sg,0,2,1,0.3183816331
reading,8,The man valued the shopkeepers of the daughter who was,1,sg,0,2,2,0.2344709567
reading,8,The man valued the shopkeeper of the daughters who were,1,pl,0,1,1,0.01133082112
reading,8,The man valued the shopkeeper of the daughters who were,1,pl,0,1,2,0.03007611373
reading,8,The man valued the shopkeeper of the daughters who were,1,pl,0,2,1,0.2254163584
reading,8,The man valued the shopkeeper of the daughters who were,1,pl,0,2,2,0.2612386345
reading,8,The man valued the shopkeepers of the daughter who were,1,pl,1,1,1,0.04217723966
reading,8,The man valued the shopkeepers of the daughter who were,1,pl,1,1,2,-0.001250519515
reading,8,The man valued the shopkeepers of the daughter who were,1,pl,1,2,1,0.3113794718
reading,8,The man valued the shopkeepers of the daughter who were,1,pl,1,2,2,0.2198143933
reading,8,The man recognized the shopkeeper of the daughters who was,0,sg,1,1,1,0.0149558566
reading,8,The man recognized the shopkeeper of the daughters who was,0,sg,1,1,2,0.002679545019
reading,8,The man recognized the shopkeeper of the daughters who was,0,sg,1,2,1,0.2258087463
reading,8,The man recognized the shopkeeper of the daughters who was,0,sg,1,2,2,0.2455609516
reading,8,The man recognized the shopkeepers of the daughter who was,0,sg,0,1,1,0.01326664535
reading,8,The man recognized the shopkeepers of the daughter who was,0,sg,0,1,2,-0.003313724056
reading,8,The man recognized the shopkeepers of the daughter who was,0,sg,0,2,1,0.2687445434
reading,8,The man recognized the shopkeepers of the daughter who was,0,sg,0,2,2,0.2052582791
reading,8,The man recognized the shopkeeper of the daughters who were,0,pl,0,1,1,0.01035730618
reading,8,The man recognized the shopkeeper of the daughters who were,0,pl,0,1,2,0.02925690825
reading,8,The man recognized the shopkeeper of the daughters who were,0,pl,0,2,1,0.1908510209
reading,8,The man recognized the shopkeeper of the daughters who were,0,pl,0,2,2,0.2332239781
reading,8,The man recognized the shopkeepers of the daughter who were,0,pl,1,1,1,0.04103027185
reading,8,The man recognized the shopkeepers of the daughter who were,0,pl,1,1,2,-0.002474433983
reading,8,The man recognized the shopkeepers of the daughter who were,0,pl,1,2,1,0.2623222531
reading,8,The man recognized the shopkeepers of the daughter who were,0,pl,1,2,2,0.1897517071
reading,10,The man noticed the representative of the employees who was,1,sg,1,1,1,0.01155504508
reading,10,The man noticed the representative of the employees who was,1,sg,1,1,2,0.04242367477
reading,10,The man noticed the representative of the employees who was,1,sg,1,2,1,0.1486710159
reading,10,The man noticed the representative of the employees who was,1,sg,1,2,2,0.3125448105
reading,10,The man noticed the representatives of the employee who was,1,sg,0,1,1,0.03661226795
reading,10,The man noticed the representatives of the employee who was,1,sg,0,1,2,0.02680739189
reading,10,The man noticed the representatives of the employee who was,1,sg,0,2,1,0.2655015787
reading,10,The man noticed the representatives of the employee who was,1,sg,0,2,2,0.2241636345
reading,10,The man noticed the representative of the employees who were,1,pl,0,1,1,0.007199302647
reading,10,The man noticed the representative of the employees who were,1,pl,0,1,2,0.07219208397
reading,10,The man noticed the representative of the employees who were,1,pl,0,2,1,0.1274238706
reading,10,The man noticed the representative of the employees who were,1,pl,0,2,2,0.2986287436
reading,10,The man noticed the representatives of the employee who were,1,pl,1,1,1,0.06348900226
reading,10,The man noticed the representatives of the employee who were,1,pl,1,1,2,0.02275366823
reading,10,The man noticed the representatives of the employee who were,1,pl,1,2,1,0.2649337814
reading,10,The man noticed the representatives of the employee who were,1,pl,1,2,2,0.2256138112
reading,10,The man resembled the representative of the employees who was,0,sg,1,1,1,0.005142082309
reading,10,The man resembled the representative of the employees who was,0,sg,1,1,2,0.03419895122
reading,10,The man resembled the representative of the employees who was,0,sg,1,2,1,0.2070478522
reading,10,The man resembled the representative of the employees who was,0,sg,1,2,2,0.2873255043
reading,10,The man resembled the representatives of the employee who was,0,sg,0,1,1,0.02669688446
reading,10,The man resembled the representatives of the employee who was,0,sg,0,1,2,0.01559988167
reading,10,The man resembled the representatives of the employee who was,0,sg,0,2,1,0.2764509409
reading,10,The man resembled the representatives of the employee who was,0,sg,0,2,2,0.2040620796
reading,10,The man resembled the representative of the employees who were,0,pl,0,1,1,0.0009814728133
reading,10,The man resembled the representative of the employees who were,0,pl,0,1,2,0.06551638796
reading,10,The man resembled the representative of the employees who were,0,pl,0,2,1,0.1777356974
